"s1480_tag","old_locus","locus_tag","s1480geneID","gene_name","gene_function","type","SPI","model","DE","logFC","logCPM","LR","PValue","FDR","zscore"
"STM14_5425","STM14_5425","SL1344_4448","yjiO","yjiO","putative transport protein","protein_coding","-","HeLa","FDR>=0.1",0.962397560409992,7.58642640234251,12.9644332716655,0.0126716072269484,0.108685069520179,0.594141865395525
"STM14_3384","STM14_3384","SL1344_2787","-","SL1344_2787","putative regulatory protein","protein_coding","-","HeLa","FDR>=0.1",-0.865575151971966,7.94897848660568,12.9422205739223,0.0127165839996392,0.108832049349088,-0.534367974928732
"STM14_0452","STM14_0452","SL1344_0378","yaiB","yaiB","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",1.57607832502089,6.56552505429959,12.9231320357862,0.0127554085630255,0.108832049349088,0.973001340151407
"STM14_3246","STM14_3246","SL1344_2613","trxC","trxC","thioredoxin 2","protein_coding","-","HeLa","FDR>=0.1",3.38755111948013,5.86425107206113,12.9167541532017,0.0127684166013702,0.108832049349088,2.09132485788222
"STM14_3526","STM14_3526","SL1344_2903","rpoS","rpoS","RNA polymerase sigma factor RpoS","protein_coding","-","HeLa","FDR>=0.1",0.931750374338591,8.47107948330588,12.8917790454413,0.0128195287363953,0.108832049349088,0.575221642557649
"STM14_4820","STM14_4820","SL1344_3954","glnA","glnA","glutamine synthetase","protein_coding","-","HeLa","FDR>=0.1",-3.99355372736192,5.60805408884997,12.8874292466515,0.0128284591450638,0.108832049349088,-2.46544417685478
"STM14_5242","STM14_5242","SL1344_4295","hfq","hfq","RNA-binding protein Hfq","protein_coding","-","HeLa","FDR>=0.1",-1.53311003364461,6.37319202446713,12.885044492637,0.0128333587858875,0.108832049349088,-0.946474609576273
"STM14_0555","STM14_0555","SL1344_0464","ylaC","ylaC","putative inner membrane protein","protein_coding","-","HeLa","FDR>=0.1",1.06671542181843,7.26429231593258,12.881408185154,0.0128408347305472,0.108832049349088,0.658543118392132
"STnc1760","STnc1760","ncRNA0267","STnc1760","STnc1760","Overlap",NA,"-","HeLa","FDR>=0.1",1.34688615028125,6.34298985574165,12.8697464379062,0.012864850311906,0.108851410831651,0.831508186141482
"STM14_1813","STM14_1813","SL1344_1431","ynfC","ynfC","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",1.33671559438551,7.56788445174394,12.8168652969765,0.012974521053115,0.109409723830056,0.825229332889371
"STM14_4569","STM14_4569","SL1344_3754","uhpC","uhpC","regulatory protein UhpC","protein_coding","-","HeLa","FDR>=0.1",-0.949481940059831,7.5134383655249,12.7949929918126,0.0130202541347539,0.109430774947906,-0.58616833025448
"STM14_2441","STM14_2441","SL1344_1941","-","SL1344_1941","tail sheat protein","protein_coding","-","HeLa","FDR>=0.1",0.986616331199403,8.83542347326334,12.7947749740784,0.0130207110938215,0.109430774947906,0.609093467775188
"STM14_1905","STM14_1905","SL1344_1508","narZ","narZ","nitrate reductase 2 alpha subunit","protein_coding","-","HeLa","FDR>=0.1",2.01304220923381,10.826111962409,12.7796908369241,0.0130523800688616,0.109513185535892,1.24276359637132
"STM14_2543","STM14_2543","SL1344_2030","pduT","pduT","polyhedral body protein","protein_coding","-","HeLa","FDR>=0.1",1.36486164207621,5.97448834312099,12.7189160562218,0.0131810430534727,0.110407766981346,0.842605463052606
"STM14_0644","STM14_0644","SL1344_0545","fimW","fimW","putative fimbrial protein","protein_coding","-","HeLa","FDR>=0.1",1.21702663842732,9.1076430075906,12.6806874118273,0.0132628601213793,0.110907623285457,0.751338643131234
"STM14_1218","STM14_1218","SL1344_1013","yccS","yccS","putative transporter","protein_coding","-","HeLa","FDR>=0.1",1.22693340435789,9.64884417603697,12.6264708588386,0.0133800837444856,0.111225674953261,0.757454644077369
"STM14_3893","STM14_3893","SL1344_3189","-","SL1344_3189","putative methyl-accepting chemotaxis protein","protein_coding","-","HeLa","FDR>=0.1",0.838136926952664,8.9499088294197,12.6238152210951,0.0133858617508376,0.111225674953261,0.517428823307062
"STM14_3440","STM14_3440","SL1344_2826","hycH","hycH","hydrogenase 3 large subunit processing protein","protein_coding","-","HeLa","FDR>=0.1",2.7202489675827,8.66961838236735,12.6213471191307,0.0133912347699599,0.111225674953261,1.67936190034741
"STM14_0904","STM14_0904","SL1344_0755","modF","modF","putative molybdenum transport ATP-binding protein ModF","protein_coding","-","HeLa","FDR>=0.1",1.67837836628686,9.20872459293247,12.6042222103412,0.0134285963580281,0.111225674953261,1.03615687986611
"STM14_4498","STM14_4498","SL1344_3701","yicC","yicC","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",4.41996162885626,11.8088139153096,12.5988331206184,0.0134403831238837,0.111225674953261,2.72868963427813
"STM14_4377","STM14_4377","SL1344_3598","-","SL1344_3598","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",1.22797744534139,8.91310762317895,12.5872771775342,0.0134657052373996,0.111225674953261,0.75809918899623
"STM14_2113","STM14_2113","SL1344_1680","adhE","adh","bifunctional acetaldehyde-CoA/alcohol dehydrogenase","protein_coding","-","HeLa","FDR>=0.1",0.797939884566751,8.62266074824002,12.562088634112,0.0135211253368223,0.111225674953261,0.492612939800068
"STM14_1319","STM14_1319","SL1344_1089","yceK","yceK","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",3.30228303726337,9.01949182436758,12.5594641825926,0.0135269175225285,0.111225674953261,2.03868409951893
"STM14_0218","STM14_0218","SL1344_0185","pcnB","pcnB","poly(A) polymerase I","protein_coding","-","HeLa","FDR>=0.1",-1.24900324372191,6.22163751526518,12.5569070508581,0.0135325643804615,0.111225674953261,-0.771079590843789
"STM14_5439","STM14_5439","SL1344_4458","mrr","mrr","restriction endonuclease","protein_coding","-","HeLa","FDR>=0.1",-1.32437173844001,6.29020191053577,12.5442015021981,0.013560669374234,0.111225674953261,-0.817608779908637
"STM14_1681","STM14_1681","SL1344_1321","ttrR","ttrR","response regulator","protein_coding","-","HeLa","FDR>=0.1",3.2456246757311,9.53055072176223,12.5411838173291,0.01356735623806,0.111225674953261,2.00370572260295
"STM14_1345","STM14_1345","SL1344_1111","flgB","flgB","flagellar basal body rod protein FlgB","protein_coding","-","HeLa","FDR>=0.1",-1.29814656987002,5.7373230101404,12.5260868228034,0.0136008769991801,0.111318289034139,-0.801418515910204
"STM14_4265","STM14_4265","SL1344_3508","gntK","gntK","gluconate kinase 1","protein_coding","-","HeLa","FDR>=0.1",2.82153089670308,8.40122688841256,12.511060701814,0.0136343523830374,0.111373389741102,1.74188890246575
"STM14_0542","STM14_0542","SL1344_0452","-","SL1344_0452","putative cysteine synthase/cystathionine beta-synthase","protein_coding","-","HeLa","FDR>=0.1",0.907915492664472,8.35053561223229,12.4946706019856,0.0136709944115977,0.111373389741102,0.560507036409531
"STM14_3866","STM14_3866","SL1344_3165","-","assT","putative arylsulfate sulfotransferase","protein_coding","-","HeLa","FDR>=0.1",2.75171095443353,10.9378616599539,12.4774870634541,0.013709554286559,0.111373389741102,1.69878514529895
"STM14_4434","STM14_4434","SL1344_3642","sgbE","sgbE","L-ribulose-5-phosphate 4-epimerase","protein_coding","-","HeLa","FDR>=0.1",2.08152154068118,9.11677479730827,12.4375093619278,0.0137998387187053,0.111373389741102,1.28503971946316
"STM14_2950","STM14_2950","SL1344_2367","pgtP","pgtP","transporter","protein_coding","-","HeLa","FDR>=0.1",2.79444932466345,10.6561908229773,12.4365421807785,0.0138020329808369,0.111373389741102,1.7251699326851
"STM14_4712","STM14_4712","SL1344_3874","rhlB","rhlB","ATP-dependent RNA helicase RhlB","protein_coding","-","HeLa","FDR>=0.1",-0.821125091376939,8.34477461011694,12.4348859700263,0.0138057915600626,0.111373389741102,-0.506926465301855
"STM14_0547","STM14_0547","SL1344_0457","amtB","amtB","ammonium transporter","protein_coding","-","HeLa","FDR>=0.1",0.976647837643457,8.70293347320369,12.4242526914385,0.0138299557634189,0.111373389741102,0.602939358911913
"STM14_4774","STM14_4774","SL1344_3922","udp","udp","uridine phosphorylase","protein_coding","-","HeLa","FDR>=0.1",1.61923378434216,7.46611112700403,12.4049367586722,0.0138739987946098,0.111448296487069,0.999643619972042
"STM14_0620","STM14_0620","SL1344_0523","ylbE","ylbE","putative cytoplasmic protein","protein_coding","-","HeLa","FDR>=0.1",0.877733579279273,9.35195759911139,12.4006685525108,0.0138837566396348,0.111448296487069,0.541874052435372
"STM14_4903","STM14_4903","SL1344_4027","yneB","yneB","aldolase","protein_coding","-","HeLa","FDR>=0.1",0.803848360233347,8.31361858035157,12.3905840423108,0.0139068486701341,0.111455047981923,0.496260572440263
"STM14_2936","STM14_2936","SL1344_2356","sixA","sixA","phosphohistidine phosphatase","protein_coding","-","HeLa","FDR>=0.1",-1.50803140118547,4.85067083030924,12.3700517138853,0.0139540264299963,0.11147441669965,-0.930992166473971
"StyR-358","StyR-358","ncRNA0486","StyR-358","StyR-358","Antisense",NA,"-","HeLa","FDR>=0.1",-1.19695841371731,4.87759099550008,12.3642641476498,0.0139673640349565,0.11147441669965,-0.738949405091913
"STM14_0369","STM14_0369","SL1344_0309","dinP","dbh","DNA polymerase IV","protein_coding","-","HeLa","FDR>=0.1",1.41682533162686,8.17326276178682,12.349882620449,0.0140005818531158,0.11147441669965,0.874685556262011
"STM14_0814","STM14_0814","SL1344_0679","seqA","seqA","replication initiation regulator SeqA","protein_coding","-","HeLa","FDR>=0.1",-1.04747450345055,7.12524691736115,12.3314310881357,0.0140433580178025,0.11147441669965,-0.646664622850077
"STM14_0042","STM14_0042","SL1344_0034","-","SL1344_0034","putative 5'-nucleotidase","protein_coding","-","HeLa","FDR>=0.1",1.18738360894766,10.0497084594426,12.3115122194842,0.0140897357678796,0.11147441669965,0.733038342345438
"STM14_1303","STM14_1303","SL1344_1076","csgG","csgG","putative curli operon transcriptional regulator","protein_coding","-","HeLa","FDR>=0.1",1.43626722346061,7.95871796568402,12.2918510441117,0.0141357181443283,0.11147441669965,0.886688123970102
"STM14_3468","STM14_3468","SL1344_2849","orgB","orgB","needle complex export protein","protein_coding","SPI-1","HeLa","FDR>=0.1",-3.32716800955467,5.58826345611699,19.6483865124051,0.0141482967033008,0.11147441669965,-2.05404698536329
"STM14_0871","STM14_0871","SL1344_0731","pal","pal","peptidoglycan-associated outer membrane lipoprotein","protein_coding","-","HeLa","FDR>=0.1",-1.70236723647847,6.21734365246873,12.2852461920596,0.0141512109935526,0.11147441669965,-1.05096655174256
"STM14_1758","STM14_1758","SL1344_1391","-","rnfA","Na(+)-translocating NADH-quinone reductase subunit E","protein_coding","-","HeLa","FDR>=0.1",-1.22246927779502,6.00227499351228,12.2827324695366,0.0141571134448676,0.11147441669965,-0.754698688958057
"STM14_0625","STM14_0625","SL1344_0528","lpxH","lpxH","UDP-2,3-diacylglucosamine hydrolase","protein_coding","-","HeLa","FDR>=0.1",4.96219314916837,10.8063765398975,12.2778117824577,0.0141686773711083,0.11147441669965,3.06343949255628
"STM14_2507","STM14_2507","SL1344_1995","cbiP","cbiP","cobyric acid synthase","protein_coding","-","HeLa","FDR>=0.1",1.94499413471896,8.76535684569518,12.2644094716364,0.0142002389016263,0.11147441669965,1.20075371231508
"STM14_4901","STM14_4901","SL1344_4025","ydeZ","ydeZ","putative sugar transport protein","protein_coding","-","HeLa","FDR>=0.1",-1.64796267061647,8.22736518193817,12.2599125587769,0.0142108502598326,0.11147441669965,-1.01737956900591
"STM14_2673","STM14_2673","SL1344_2146","pbpG","pbpG","D-alanyl-D-alanine endopeptidase","protein_coding","-","HeLa","FDR>=0.1",1.13552944724927,8.57899257811803,12.2315907643631,0.0142779297646192,0.11147441669965,0.701025866807909
"STM14_5156","STM14_5156","SL1344_4223","lpxO","lpxO","putative dioxygenase","protein_coding","-","HeLa","FDR>=0.1",1.99990364675275,9.39321808514614,12.2277384010906,0.0142870872651981,0.11147441669965,1.23465242657805
"STM14_0190","STM14_0190","SL1344_0159","acnB","acnB","bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase","protein_coding","-","HeLa","FDR>=0.1",-2.77773651558661,6.59153432033375,12.1949314406432,0.014365397925866,0.11147441669965,-1.7148521804698
"SgrS","SgrS","ncRNA0073","SgrS","SgrS","Overlap",NA,"-","HeLa","FDR>=0.1",1.17969795950156,6.38392385649034,12.1921954013828,0.014371955253196,0.11147441669965,0.728293560888659
"STM14_1349","STM14_1349","SL1344_1115","flgF","flgF","flagellar basal body rod protein FlgF","protein_coding","-","HeLa","FDR>=0.1",-1.837369171764,5.57667166956912,12.186075139867,0.0143866381289508,0.11147441669965,-1.13431080048357
"STM14_0621","STM14_0621","SL1344_0524","ylbF","ylbF","putative cytoplasmic protein","protein_coding","-","HeLa","FDR>=0.1",0.835763460069014,8.95895532502907,12.178607234422,0.0144045817476438,0.11147441669965,0.515963549391461
"STM14_3853","STM14_3853","SL1344_3154","ygiN","ygiN","putative cytoplasmic protein","protein_coding","-","HeLa","FDR>=0.1",-2.99703158762808,5.16143071464559,12.1717327793324,0.0144211263767964,0.11147441669965,-1.85023529918767
"STM14_0817","STM14_0817","SL1344_0682","potE","potE","putrescine transporter","protein_coding","-","HeLa","FDR>=0.1",1.04215667771017,9.47311647053446,12.1498602049845,0.0144739390642921,0.111710263132572,0.643381631459397
"STM14_2082","STM14_2082","SL1344_1651","yciL","yciL","23S rRNA pseudouridylate synthase B","protein_coding","-","HeLa","FDR>=0.1",-2.17186174219545,5.13218031704359,12.1107398149185,0.0145690559966967,0.112218555555259,-1.34081178088134
"STM14_0537","STM14_0537","SL1344_0447","ybaV","comE1","putative DNA uptake protein","protein_coding","-","HeLa","FDR>=0.1",2.30443327957172,8.68445824023079,12.0908935251974,0.0146176354750367,0.112218555555259,1.42265560899904
"STM14_4247","STM14_4247","SL1344_3494","-","SL1344_3494","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",3.78951457135245,10.5670270017171,12.0685304351076,0.0146726400782683,0.112218555555259,2.33947938875458
"STM14_1924","STM14_1924","SL1344_1520","yncB","yncB","putative NADP-dependent oxidoreductase","protein_coding","-","HeLa","FDR>=0.1",1.86245458739192,9.40839535578427,12.0663342736405,0.0146780569714884,0.112218555555259,1.14979743121552
"STM14_5328","STM14_5328","SL1344_4367","yjgA","yjgA","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",-3.51212285694059,5.26713761244524,19.1475616710262,0.0146804136383821,0.112218555555259,-2.16822996187977
"STnc1040","STnc1040","ncRNA0217","STnc1040","STnc1040","Intergenic",NA,"-","HeLa","FDR>=0.1",5.04838894842727,5.65495344400773,12.0612470151183,0.0146906152942939,0.112218555555259,3.11665298256048
"STM14_0492","STM14_0492","SL1344_0409","ybaD","nrdR","transcriptional regulator NrdR","protein_coding","-","HeLa","FDR>=0.1",-1.80974313092827,5.32690601525968,12.0504255796958,0.0147173775894548,0.112218555555259,-1.11725569964911
"STM14_4054","STM14_4054","SL1344_3332","argR","argR","arginine repressor","protein_coding","-","HeLa","FDR>=0.1",-3.5423795588327,5.4589003352959,19.1113739787998,0.0147551903038127,0.112218555555259,-2.18690911698407
"STM14_4332","STM14_4332","SL1344_3567","-","SL1344_3567","putative regulatory protein","protein_coding","-","HeLa","FDR>=0.1",-1.08528013588844,6.72283403327756,11.9956900428014,0.0148537646267482,0.112218555555259,-0.670004155183821
"STM14_0841","STM14_0841","SL1344_0704","-","SL1344_0704","putative ABC transporter permease protein","protein_coding","-","HeLa","FDR>=0.1",2.74629895097288,4.24889903102009,19.0478497781706,0.0148733779937199,0.112218555555259,1.69544401273179
"STM14_0849","STM14_0849","SL1344_0712","gltA","gltA","type II citrate synthase","protein_coding","-","HeLa","FDR>=0.1",-1.25425502684238,6.6178244734927,11.9741423339627,0.014907927971311,0.112218555555259,-0.774321810429757
"STM14_0073","STM14_0073","SL1344_0063","citX2","citX2","putative cytoplasmic protein","protein_coding","-","HeLa","FDR>=0.1",-1.27134757936961,4.66796370916666,11.9602235735433,0.0149430578070189,0.112218555555259,-0.784873999525678
"STM14_2675","STM14_2675","SL1344_2147","yohC","yohC","putative transport protein","protein_coding","-","HeLa","FDR>=0.1",1.19799707039081,7.49971906329699,11.9451979403956,0.0149811078855461,0.112323212107542,0.739590625974929
"STM14_1378","STM14_1378","SL1344_1141","fhuE","fhuE","ferric-rhodotorulic acid outer membrane transporter","protein_coding","-","HeLa","FDR>=0.1",1.29691553847888,10.117650170906,11.9353635115047,0.0150060834759301,0.112323212107542,0.800658531349581
"STM14_3316","STM14_3316","SL1344_2735","-","SL1344_2735","putative glucitol-specific PTS enzyme III","protein_coding","-","HeLa","FDR>=0.1",-1.76056171182334,5.5851195326298,11.928217641812,0.0150242667422746,0.112323212107542,-1.08689325766894
"STM14_3744","STM14_3744","SL1344_3075","yggS","yggS","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",2.79586112813876,9.9172438790981,11.9063521305764,0.0150800919913736,0.112572549604755,1.72604151796846
"STM14_2479","STM14_2479","SL1344_1971","-","SL1344_1971","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",2.60478539856105,9.62352142780632,11.862979217298,0.0151916665287788,0.112746933984808,1.60807977837848
"STM14_4541","STM14_4541","SL1344_3730","yicL","yicL","putative permease","protein_coding","-","HeLa","FDR>=0.1",-0.854058110857577,8.12162447294783,11.8320504544676,0.0152719164366513,0.112746933984808,-0.52725786100801
"STM14_5298","STM14_5298","SL1344_4344","ytfP","ytfP","putative cytoplasmic protein","protein_coding","-","HeLa","FDR>=0.1",-0.827292621507598,8.59435403995828,11.8160979855918,0.01531353347109,0.112746933984808,-0.510734026758216
"STM14_4775","STM14_4775","SL1344_3923","yigN","yigN","DNA recombination protein RmuC","protein_coding","-","HeLa","FDR>=0.1",-0.849900765729375,8.47730707475197,11.8149224727479,0.0153166062699772,0.112746933984808,-0.524691299234401
"STM14_4063","STM14_4063","SL1344_3341","yhdP","yhdP","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",1.39347100547281,10.3657458304714,11.8060102991051,0.0153399300792488,0.112746933984808,0.860267623926115
"STM14_1743","STM14_1743","SL1344_1377","slyB","slyB","putative outer membrane lipoprotein","protein_coding","-","HeLa","FDR>=0.1",2.79165597659108,8.35448609583903,11.8027379031092,0.0153485063130138,0.112746933984808,1.72344544261707
"STM14_3620","STM14_3620","SL1344_2981","ptsP","ptsP","fused phosphoenolpyruvate-protein phosphotransferase PtsP/GAF domain-containing protein","protein_coding","-","HeLa","FDR>=0.1",1.20946223094568,9.54272304276681,11.8017678340928,0.0153510499056975,0.112746933984808,0.746668711123262
"STM14_2919","STM14_2919","SL1344_2340","flk","div","flagella biosynthesis regulator","protein_coding","-","HeLa","FDR>=0.1",1.36122564428258,8.23757424769674,11.7452031331196,0.0155003643946235,0.112970488088098,0.840360758160834
"STM14_2578","STM14_2578","SL1344_2061","rfbM","cpsB2","mannose-1-phosphate guanylyltransferase","protein_coding","-","HeLa","FDR>=0.1",1.44783636426545,6.92416277178277,11.7414388988201,0.0155103709245787,0.112970488088098,0.893830401944999
"STM14_3325","STM14_3325","SL1344_2743","-","SL1344_2743","putative dipeptide/oligopeptide/nickel ABC-type transport system periplasmic component","protein_coding","-","HeLa","FDR>=0.1",1.85996959766606,8.65026005500715,11.7297788612012,0.0155414228682144,0.112970488088098,1.14826330800911
"STM14_5433","STM14_5433","SL1344_4453","-","SL1344_4453","putative inner membrane protein","protein_coding","-","HeLa","FDR>=0.1",2.5180920348788,5.58404611595674,18.5051579866656,0.015564273355959,0.112970488088098,1.55455911401432
"STM14_4206","STM14_4206","SL1344_3461","nudE","nudE","ADP-ribose diphosphatase NudE","protein_coding","-","HeLa","FDR>=0.1",-1.36509387118831,4.00789010039051,11.7081843427221,0.0155991552779699,0.112970488088098,-0.842748831077981
"STM14_1230","STM14_1230","SL1344_1025","yccA","yccA","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",0.841033928399166,8.01108071445345,11.6966880998313,0.0156300093166523,0.112970488088098,0.519217304402904
"STM14_3013","STM14_3013","SL1344_2418","eutK","eutK","putative carboxysome structural protein","protein_coding","-","HeLa","FDR>=0.1",2.98158741576513,5.66151963982001,11.6953365816556,0.0156336420263587,0.112970488088098,1.84070074771163
"STM14_1864","STM14_1864","SL1344_1474","-","SL1344_1474","putative multidrug efflux protein","protein_coding","-","HeLa","FDR>=0.1",0.927687596984134,8.56935391168949,11.6714639038732,0.0156979986465224,0.112970488088098,0.572713462762351
"STM14_4702","STM14_4702","SL1344_3865","ilvA","ilvA","threonine dehydratase","protein_coding","-","HeLa","FDR>=0.1",-1.14244331743876,8.18026713760397,11.6681057845247,0.0157070804742406,0.112970488088098,-0.705294185744353
"STM14_5513","STM14_5513","SL1344_4519","sthD","sthD","putative fimbrial subunit","protein_coding","-","HeLa","FDR>=0.1",0.97690096457273,9.05603124492197,11.6600230286012,0.0157289691370885,0.112970488088098,0.603095628329176
"STM14_1520","STM14_1520","SL1344_1196","-","SL1344_1196","putative inner membrane protein","protein_coding","-","HeLa","FDR>=0.1",0.967004898585827,9.47761615327122,11.6550916989761,0.015742343918046,0.112970488088098,0.596986233056986
"STM14_2581","STM14_2581","SL1344_2064","rfbV","rfbV","abequosyltransferase","protein_coding","-","HeLa","FDR>=0.1",1.37979614510542,6.40190207478142,11.6271622099629,0.0158183873504309,0.113191860340441,0.851825367438845
"STM14_0265","STM14_0265","SL1344_0224","yaeL","yaeL","zinc metallopeptidase","protein_coding","-","HeLa","FDR>=0.1",-1.25765678232488,4.74073405367528,11.6170820691085,0.0158459552840526,0.113227375203737,-0.776421904435742
"STM14_0216","STM14_0216","SL1344_0183","panB","panB","3-methyl-2-oxobutanoate hydroxymethyltransferase","protein_coding","-","HeLa","FDR>=0.1",1.92312150014324,8.74167811496919,11.5423708836276,0.0160523344246327,0.113640940132708,1.18725051109916
"STM14_1315","STM14_1315","SL1344_1086","mdoC","mdoC","glucans biosynthesis protein","protein_coding","-","HeLa","FDR>=0.1",1.85615174093264,9.83231607774818,11.5420066475764,0.016053349514442,0.113640940132708,1.14590633141782
"STM14_0095","STM14_0095","SL1344_0081","-","SL1344_0081","putative outer membrane lipoprotein","protein_coding","-","HeLa","FDR>=0.1",-2.0603373961183,5.86453335693895,11.5379801942402,0.0160645766660485,0.113640940132708,-1.2719615616569
"STM14_4651","STM14_4651","SL1344_3823","pstC","pstC","phosphate transporter permease subunit","protein_coding","-","HeLa","FDR>=0.1",-3.23218773654189,6.70142163537419,11.5363131380852,0.0160692281272431,0.113640940132708,-1.99541034817195
"STM14_2328","STM14_2328","SL1344_1849","flhB","flhB","flagellar biosynthesis protein FlhB","protein_coding","-","HeLa","FDR>=0.1",-1.87942216103984,6.60680509048026,11.522757519225,0.0161071195106436,0.113640940132708,-1.16027246385599
"STM14_2621","STM14_2621","SL1344_2101","alkA","alkA","3-methyl-adenine DNA glycosylase II","protein_coding","-","HeLa","FDR>=0.1",1.31646019246942,7.15172714568957,11.5224362320586,0.0161080190645283,0.113640940132708,0.812724539887157
"STM14_2165","STM14_2165","SL1344_1718","-","hyaE","hydrogenase-1 operon protein HyaE","protein_coding","-","HeLa","FDR>=0.1",4.22911864994908,8.8306455648259,11.5139148310547,0.0161319026409473,0.11364936755064,2.61087158470073
"STM14_2663","STM14_2663","SL1344_2137","yehU","yehU","putative sensor kinase","protein_coding","-","HeLa","FDR>=0.1",1.63544363679439,9.7780566315497,11.4871544826392,0.0162072200694182,0.113839984350263,1.00965086891982
"STM14_1699","STM14_1699","SL1344_1337","sscB","sscB","secretion system chaparone","protein_coding","SPI-2","HeLa","FDR>=0.1",3.63655655896564,8.07542783580543,11.4733798183706,0.016246175794096,0.113839984350263,2.24504984887922
"STM14_0093","STM14_0093","SL1344_0079","fixX","fixX","putative ferredoxin","protein_coding","-","HeLa","FDR>=0.1",3.9399581232666,9.03930760095777,11.4699974957014,0.0162557607325401,0.113839984350263,2.4323566114825
"STM14_0123","STM14_0123","SL1344_0104","araC","araC","DNA-binding transcriptional regulator AraC","protein_coding","-","HeLa","FDR>=0.1",1.95850861346265,9.50184244860632,11.4579884985124,0.0162898544905557,0.113839984350263,1.20909695625182
"STM14_3472","STM14_3472","SL1344_2853","prgI","prgI","needle complex major subunit","protein_coding","SPI-1","HeLa","FDR>=0.1",-3.17405939259688,5.71233865688759,17.9657399632236,0.016295322175911,0.113839984350263,-1.95952446885912
"STnc3020","STnc3020","ncRNA0290","STnc3020","STnc3020","Antisense",NA,"-","HeLa","FDR>=0.1",-3.17405939259688,5.71233865688759,17.9657399632236,0.016295322175911,0.113839984350263,-1.95952446885912
"STM14_3595","STM14_3595","SL1344_2961","ygdD","ygdD","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",1.84397054079437,6.96180031223136,11.446211506963,0.0163233842008107,0.113877202593121,1.13838619496836
"STM14_3641","STM14_3641","SL1344_2994","araE","araE","L-arabinose/proton symport protein","protein_coding","-","HeLa","FDR>=0.1",3.12674668353191,10.5979634210746,11.3688989255353,0.0165458475032464,0.114582696705508,1.93031568615106
"STM14_3115","STM14_3115","SL1344_2502","hscB","hscB","co-chaperone HscB","protein_coding","-","HeLa","FDR>=0.1",-3.15718580477371,2.03877985824542,15.003482761645,0.0165497686859485,0.114582696705508,-1.94910745892727
"STM14_1313","STM14_1313","SL1344_1084","-","SL1344_1084","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",-1.31983092371453,4.82521134929039,11.367470452749,0.0165499965998993,0.114582696705508,-0.814805480895428
"STM14_2154","STM14_2154","SL1344_1709","ychM","ychM","putative sulfate transporter YchM","protein_coding","-","HeLa","FDR>=0.1",2.39248342202881,9.08505723307865,11.3167352719724,0.0166982837492371,0.114582696705508,1.47701388882003
"STM14_2974","STM14_2974","SL1344_2382","xapR","xapR","DNA-binding transcriptional activator XapR","protein_coding","-","HeLa","FDR>=0.1",3.61761686348936,10.1029032413155,11.3112331049478,0.0167144738945666,0.114582696705508,2.2333573150832
"STM14_929","STM14_929","SL1344_0777","ybhK","ybhK","putative cytoplasmic protein","protein_coding","-","HeLa","FDR>=0.1",0.874785448332164,7.47940109495548,11.310163404812,0.0167176239722856,0.114582696705508,0.540054006237833
"STM14_3747","STM14_3747","SL1344_3078","yggV","yggV","putative deoxyribonucleotide triphosphate pyrophosphatase","protein_coding","-","HeLa","FDR>=0.1",-1.39746964509618,5.52146085870679,11.3069285327677,0.0167271550183611,0.114582696705508,-0.862736207911159
"STM14_2284","STM14_2284","SL1344_1813","ptrB","opdB","protease 2","protein_coding","-","HeLa","FDR>=0.1",1.39528298860886,10.2890354352886,11.3061831246203,0.0167293522960771,0.114582696705508,0.861386262506266
"STM14_1020","STM14_1020","SL1344_0845","-","SL1344_0845","putative regulatory protein","protein_coding","-","HeLa","FDR>=0.1",-1.17978290979841,5.99314943743943,11.3003404552878,0.0167465886521013,0.114582696705508,-0.728346005460334
"STM14_3397","STM14_3397","SL1344_2798","emrR","emrR","transcriptional repressor MprA","protein_coding","-","HeLa","FDR>=0.1",-2.96889428370747,4.74324813295844,17.5692956210013,0.0167513043137684,0.114582696705508,-1.83286456704297
"STM14_4111","STM14_4111","SL1344_3375","sun","fmu","16S rRNA methyltransferase B","protein_coding","-","HeLa","FDR>=0.1",-3.30250419501514,7.01670277384024,11.2822697206401,0.0168000521073166,0.114582696705508,-2.03882063257407
"STM14_3078","STM14_3078","SL1344_2474","shdA","shdA","AIDA autotransporter-like protein","pseudogene","-","HeLa","FDR>=0.1",1.18726836190259,10.8951212117485,11.2821984010287,0.0168002635711945,0.114582696705508,0.73296719389582
"STM14_0588","STM14_0588","SL1344_0493","ybbJ","ybbJ","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",2.59241611020677,8.68643087687981,11.2643072509823,0.016853425842451,0.114582696705508,1.60044352454873
