"locus_tag","gene_name","gene_function","DNA_molecule","COG","description","theme","model","FDR","logFC","zscore","DE"
"SL1344_1408","ydgH","Protein of unknown function (DUF1471)","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.942280927743987,-0.163606860562386,-0.07208944173779,"FDR>=0.05"
"SL1344_1409","pntA","The transhydrogenation between NADH and NADP is coupled to respiration and ATP hydrolysis and functions as a proton pump across the membrane","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.494218718005767,-0.765572808591094,-0.337331308670392,"FDR>=0.05"
"SL1344_1410","pntB","The transhydrogenation between NADH and NADP is coupled to respiration and ATP hydrolysis and functions as a proton pump across the membrane","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.799724040714474,-0.791075440818872,-0.34856843230827,"FDR>=0.05"
"SL1344_1411","tqsA","AI-2E family transporter","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.249097934842638,-0.985567100556659,-0.434266520548322,"FDR>=0.05"
"SL1344_1414","SL1344_1414","Trypsin","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.834195422318367,1.12651826796221,0.496373274113717,"FDR>=0.05"
"SL1344_1416","ynfM","Sugar (and other) transporter","Chromosome","EGP","Amino acid transport and metabolism;Carbohydrate transport and metabolism;Inorganic ion transport and metabolism","Metabolism","Balb/c",0.560819732895721,0.74391062484356,0.327786386606529,"FDR>=0.05"
"SL1344_1417","ynfL","LysR substrate binding domain","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.663062153776689,-0.887957583972293,-0.391257226594055,"FDR>=0.05"
"SL1344_1418","mlc","ROK family","Chromosome","GK","Carbohydrate transport and metabolism;Transcription","Metabolism;Information storage and processing","Balb/c",0.396368558849175,-0.823328111785602,-0.362779798729898,"FDR>=0.05"
"SL1344_1419","bioDb","Catalyzes a mechanistically unusual reaction, the ATP- dependent insertion of CO2 between the N7 and N8 nitrogen atoms of 7,8-diaminopelargonic acid (DAPA) to form an ureido ring","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Balb/c",0.0977187125869588,-1.22912115260273,-0.541582776019669,"FDR>=0.05"
"SL1344_1420","clcB","Probably acts as an electrical shunt for an outwardly- directed proton pump that is linked to amino acid decarboxylation, as part of the extreme acid resistance (XAR) response","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.635641011752297,0.648559672833909,0.285772274998285,"FDR>=0.05"
"SL1344_1421","SL1344_1421","Domain in cystathionine beta-synthase and other proteins.","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.521320323439,-0.716834539443011,-0.315855958540978,"FDR>=0.05"
"SL1344_1422","SL1344_1422","Binding-protein-dependent transport system inner membrane component","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.952346910520042,0.17560106515918,0.0773744005133544,"FDR>=0.05"
"SL1344_1424","SL1344_1424","Binding-protein-dependent transport system inner membrane component","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.741865570750662,0.521652541419992,0.229853689281734,"FDR>=0.05"
"SL1344_1425","ynfI","Required for biogenesis assembly of DMSO reductase, but not for the interaction of the DmsA signal peptide with the Tat system. May be part of a chaperone cascade complex that facilitates a folding-maturation pathway for the substrate protein","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.341873042446224,1.06610195639301,0.469752274493599,"FDR>=0.05"
"SL1344_1426","SL1344_1426","DMSO reductase anchor subunit (DmsC)","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.92649230938909,-0.198682265490842,-0.087544578223678,"FDR>=0.05"
"SL1344_1427","SL1344_1427","4Fe-4S binding domain","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.728809283144457,0.82147724452194,0.361964258432202,"FDR>=0.05"
"SL1344_1428","dmsA2","Molybdopterin oxidoreductase Fe4S4 domain","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.216190627545465,1.12678277661306,0.496489823510906,"FDR>=0.05"
"SL1344_1429","dmsA1","Molybdopterin oxidoreductase Fe4S4 domain","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.309417440274883,1.07345794747124,0.472993515652038,"FDR>=0.05"
"SL1344_1431","ynfC","Uncharacterised protein family (UPF0257)","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.829888499705623,2.23042559302918,0.982783578185225,"FDR>=0.05"
"SL1344_1432","speG","Acetyltransferase (GNAT) domain","Chromosome","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","Balb/c",0.815873107347329,0.872005201687552,0.384228191690862,"FDR>=0.05"
"SL1344_1434","ynfA","Uncharacterised BCR, YnfA/UPF0060 family","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.976641667221217,0.0994464964990905,0.0438187151245094,"FDR>=0.05"
"SL1344_1435","rspA","Mandelate racemase / muconate lactonizing enzyme, N-terminal domain","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.682616651613531,1.22383088303105,0.539251745531376,"FDR>=0.05"
"SL1344_1436","rspB","Alcohol dehydrogenase GroES-like domain","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.213880151333204,-1.04124727931717,-0.458800656763075,"FDR>=0.05"
"SL1344_1437","ydfJ","Sugar (and other) transporter","Chromosome","EGP","Amino acid transport and metabolism;Carbohydrate transport and metabolism;Inorganic ion transport and metabolism","Metabolism","Balb/c",0.706965698672302,1.25096748743491,0.551208839845202,"FDR>=0.05"
"SL1344_1438","ydfI","Mannitol dehydrogenase C-terminal domain","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.359890826728628,1.01307566011593,0.446387507986269,"FDR>=0.05"
"SL1344_1439","ydfZ","YdfZ protein","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.845985611216481,0.37860262131492,0.166822170642711,"FDR>=0.05"
"SL1344_1441","ydfG","Belongs to the short-chain dehydrogenases reductases (SDR) family","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.0181201895336313,1.72995102062558,0.762261453351852,"Amplified"
"SL1344_1442","dcp","Peptidase family M3","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.768491474291404,0.475974372002321,0.209726698753311,"FDR>=0.05"
"SL1344_1444","ydeJ","Competence-damaged protein","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.0122725379356185,-1.95321948602034,-0.860639351275173,"Attenuated"
"SL1344_1446","ydeE","Major Facilitator Superfamily","Chromosome","EGP","Amino acid transport and metabolism;Carbohydrate transport and metabolism;Inorganic ion transport and metabolism","Metabolism","Balb/c",0.83085439579801,-0.381169821282518,-0.167953345777159,"FDR>=0.05"
"SL1344_1447","ydeD","EamA-like transporter family","Chromosome","EG","Amino acid transport and metabolism;Carbohydrate transport and metabolism","Metabolism","Balb/c",0.245203881519471,1.07301808506331,0.472799700824712,"FDR>=0.05"
"SL1344_1449","marA","Transcriptional activator of genes involved in the multiple antibiotic resistance (Mar) phenotype","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.780224382693182,0.467818115514052,0.206132839822895,"FDR>=0.05"
"SL1344_1451","marC","MarC family integral membrane protein","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.911756713079698,-0.232566267884315,-0.102474751738352,"FDR>=0.05"
"SL1344_1452","sotB","Involved in the efflux of sugars. The physiological role may be the reduction of the intracellular concentration of toxic sugars or sugar metabolites","Chromosome","EGP","Amino acid transport and metabolism;Carbohydrate transport and metabolism;Inorganic ion transport and metabolism","Metabolism","Balb/c",0.270745825520623,-0.969261148721514,-0.427081693697185,"FDR>=0.05"
"SL1344_1453","yneJ","LysR substrate binding domain","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.358178770818922,0.931321314362316,0.410364415037982,"FDR>=0.05"
"SL1344_1454","yneI","Aldehyde dehydrogenase family","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.163305255821709,1.21109193868843,0.533638635036916,"FDR>=0.05"
"SL1344_1457","SL1344_1457","Bestrophin, RFP-TM, chloride channel","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.228763260254569,1.09777058054369,0.48370629468431,"FDR>=0.05"
"SL1344_1458","SL1344_1458","SnoaL-like domain","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.653601707235522,0.78875223622467,0.347544767886968,"FDR>=0.05"
"SL1344_1459","SL1344_1459","Gram-negative porin","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.665763221662588,0.602297305451775,0.265387871639021,"FDR>=0.05"
"SL1344_1460","hypA","Probably plays a role in a hydrogenase nickel cofactor insertion step","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.755203174518862,3.10347681713302,1.3674726745825,"FDR>=0.05"
"SL1344_1461","SL1344_1461","Belongs to the NiFe NiFeSe hydrogenase large subunit family","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.259551112155086,-0.965282123757067,-0.42532843171684,"FDR>=0.05"
"SL1344_1462","hyaF2","Rubredoxin","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.94296777434216,-0.161065243749372,-0.0709695392072254,"FDR>=0.05"
"SL1344_1463","hyaE2","Hydrogenase-1 expression protein HyaE","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.936356349844701,0.202178587055378,0.0890851485204052,"FDR>=0.05"
"SL1344_1466","hyaC2","Prokaryotic cytochrome b561","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.261760546289131,-1.34518603324947,-0.592723983805367,"FDR>=0.05"
"SL1344_1467","hyaB2","Nickel-dependent hydrogenase","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.0268718439920636,-1.55745010286979,-0.686253058486715,"Attenuated"
"SL1344_1468","hyaA2","NiFe/NiFeSe hydrogenase small subunit C-terminal","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.965017993483193,-0.097612558620694,-0.0430106343546631,"FDR>=0.05"
"SL1344_1469","SL1344_1469","Linear amide C-N hydrolases, choloylglycine hydrolase family","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.024855024653215,-1.52439773347012,-0.671689324117979,"Attenuated"
"SL1344_1470","SL1344_1470","FCD domain","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.198661831185272,-1.09897889400692,-0.484238709050731,"FDR>=0.05"
"SL1344_1472","SL1344_1472","Major Facilitator Superfamily","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.268297575000223,1.04832723223967,0.461920268324341,"FDR>=0.05"
"SL1344_1473","pqaA","PhoPQ-activated pathogenicity-related protein","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.135252224993637,-1.15611061246753,-0.509412431443476,"FDR>=0.05"
"SL1344_1474","SL1344_1474","MFS_1 like family","Chromosome","EGP","Amino acid transport and metabolism;Carbohydrate transport and metabolism;Inorganic ion transport and metabolism","Metabolism","Balb/c",0.130406929487271,1.25196042140322,0.551646352399455,"FDR>=0.05"
"SL1344_1475","SL1344_1475","FAD binding domain","Chromosome","CH","Energy production and conversion;Coenzyme transport and metabolism","Metabolism","Balb/c",0.0607243657936389,1.53194602887053,0.675015299566789,"FDR>=0.05"
"SL1344_1476","SL1344_1476","helix_turn_helix multiple antibiotic resistance protein","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.953295906028337,-0.167813327103556,-0.0739429203975435,"FDR>=0.05"
"SL1344_1477","SL1344_1477","Transfers and isomerizes the ribose moiety from AdoMet to the 7-aminomethyl group of 7-deazaguanine (preQ1-tRNA) to give epoxyqueuosine (oQ-tRNA)","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Balb/c",0.701490795765484,0.561261353609021,0.247306363019185,"FDR>=0.05"
"SL1344_1481","SL1344_1481","Protein of unknown function (DUF1493)","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.856267440095147,-0.309233772600983,-0.136256450106352,"FDR>=0.05"
"SL1344_1482","SL1344_1482","Psort location Cytoplasmic, score 8.96","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.234788599301363,1.27163118415592,0.560313802532806,"FDR>=0.05"
"SL1344_1484","SL1344_1484","-","Chromosome","-","no category","no theme","Balb/c",0.663459185148836,0.662343856438843,0.291845945121134,"FDR>=0.05"
"SL1344_1485","SL1344_1485","helix_turn _helix lactose operon repressor","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.65289240187516,0.688729012179598,0.303471931592468,"FDR>=0.05"
"SL1344_1486","SL1344_1486","Na+/H+ antiporter family","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.725155668031661,0.534075685955964,0.23532765016056,"FDR>=0.05"
"SL1344_1487","SL1344_1487","Aminotransferase class I and II","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.74299692984519,-0.637027729486801,-0.280691000562805,"FDR>=0.05"
"SL1344_1488","SL1344_1488","Carbohydrate-binding module 48 (Isoamylase N-terminal domain)","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.655886655071818,-0.568167863529273,-0.250349551078635,"FDR>=0.05"
"SL1344_1489","SL1344_1489","Alpha amylase, catalytic domain","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.107277784439664,1.36249634846339,0.600351359306535,"FDR>=0.05"
"SL1344_1490","SL1344_1490","Domain of unknown function (DUF3459)","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.549594140853468,0.920960281758744,0.405799074356967,"FDR>=0.05"
"SL1344_1491","SL1344_1491","Protein of unknown function (DUF1264)","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.612309074173006,0.963423295059373,0.424509383404059,"FDR>=0.05"
"SL1344_1492","hdeB","Required for optimal acid stress protection, which is important for survival of enteric bacteria in the acidic environment of the host stomach. Exhibits a chaperone-like activity at acidic pH by preventing the aggregation of many different periplasmic proteins","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.934009893331947,0.259378489925263,0.114288914738836,"FDR>=0.05"
"SL1344_1493","osmC","OsmC-like protein","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Balb/c",0.434301871950671,-0.810995431616303,-0.357345698805974,"FDR>=0.05"
"SL1344_1494","yddX","Putative biofilm-dependent modulation protein","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.0250064590620487,1.64541259581639,0.725011622697209,"Amplified"
"SL1344_1496","sfcA","Malic enzyme, NAD binding domain","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.233293685097546,1.09133539835368,0.480870785892294,"FDR>=0.05"
"SL1344_1497","adhP","Zinc-binding dehydrogenase","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.98741142050474,0.0726449740921201,0.0320092666612855,"FDR>=0.05"
"SL1344_1498","fdnI","Cytochrome b/b6/petB","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.342085808582089,1.03352836649831,0.455399502838224,"FDR>=0.05"
"SL1344_1499","fdnH","Formate dehydrogenase N, transmembrane","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.954939306839884,-0.131487736177741,-0.0579369194166813,"FDR>=0.05"
"SL1344_1500","fdnG","Molybdopterin oxidoreductase Fe4S4 domain","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.39950896503126,0.899839776286745,0.396492829842143,"FDR>=0.05"
"SL1344_1502","yddG","EamA-like transporter family","Chromosome","EG","Amino acid transport and metabolism;Carbohydrate transport and metabolism","Metabolism","Balb/c",0.834082087075513,0.394143908057715,0.173670066148583,"FDR>=0.05"
"SL1344_1503","ompD","Gram-negative porin","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.517434165981428,0.789085891556767,0.347691785111924,"FDR>=0.05"
"SL1344_1504","SL1344_1504","Glutathione-dependent formaldehyde-activating enzyme","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.128070734275469,1.33162813268881,0.58675001988237,"FDR>=0.05"
"SL1344_1505","smvA","Major Facilitator Superfamily","Chromosome","EGP","Amino acid transport and metabolism;Carbohydrate transport and metabolism;Inorganic ion transport and metabolism","Metabolism","Balb/c",0.200803714065746,1.17693172236215,0.518586754473114,"FDR>=0.05"
"SL1344_1507","narU","Major Facilitator Superfamily","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.222617603348899,1.15251651465034,0.507828778384542,"FDR>=0.05"
"SL1344_1508","narZ","Respiratory nitrate reductase alpha N-terminal","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.0332900095116046,1.66478382358511,0.733547089919197,"Amplified"
"SL1344_1509","narY","Respiratory nitrate reductase beta C-terminal","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.342085808582089,1.22041356688868,0.537745987080305,"FDR>=0.05"
"SL1344_1510","narW","Nitrate reductase delta subunit","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.876987230369325,0.609394770208651,0.268515199370377,"FDR>=0.05"
"SL1344_1511","narV","Nitrate reductase gamma subunit","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.928621604753744,0.235832655526208,0.103914007163178,"FDR>=0.05"
"SL1344_1512","yddE","Phenazine biosynthesis-like protein","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.459696504451846,-0.805266863384106,-0.354821542518173,"FDR>=0.05"
"SL1344_1515","ansP","Amino acid permease","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.58453468620766,0.692279258465905,0.305036262525363,"FDR>=0.05"
"SL1344_1517","SL1344_1517","DNA binding","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.850275508445772,-0.327576821100592,-0.144338874777057,"FDR>=0.05"
"SL1344_1518","yncD","Outer membrane protein beta-barrel family","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.538551359064767,0.755515337055116,0.332899724897987,"FDR>=0.05"
"SL1344_1519","yncC","FCD domain","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.181260354481817,1.16923502321494,0.515195388470253,"FDR>=0.05"
"SL1344_1522","ydcZ","Putative inner membrane exporter, YdcZ","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.84392884897073,0.392115500784757,0.172776297101113,"FDR>=0.05"
"SL1344_1523","ydcY","Protein of unknown function (DUF2526)","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.95746994654515,0.19707647741865,0.0868370261975857,"FDR>=0.05"
"SL1344_1524","srfA","Virulence effector protein","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.222458151864131,1.13250196073525,0.499009844915553,"FDR>=0.05"
"SL1344_1525","srfB","Virulence factor SrfB","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.119664459649245,1.32522082436834,0.583926793042879,"FDR>=0.05"
"SL1344_1526","srfC","Putative bacterial virulence factor","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.84317220066616,0.82651398030827,0.36418357533474,"FDR>=0.05"
"SL1344_1528","ydcW","Catalyzes the oxidation of 1-pyrroline, which is spontaneously formed from 4-aminobutanal, leading to 4- aminobutanoate (GABA)","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.342085808582089,0.982505432972746,0.432917470110264,"FDR>=0.05"
"SL1344_1529","ydcR","helix_turn_helix gluconate operon transcriptional repressor","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.279913605275507,-0.972631553197099,-0.428566781646678,"FDR>=0.05"
"SL1344_1530","pdgL","Catalyzes hydrolysis of the D-alanyl-D-alanine dipeptide","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.424589681462566,0.868038845863842,0.382480512063726,"FDR>=0.05"
"SL1344_1533","yncJ","Protein of unknown function (DUF2554)","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.720515511893627,0.556167819146933,0.245062019141539,"FDR>=0.05"
"SL1344_1534","ydcP","Collagenase","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Balb/c",0.93429600374933,0.219615890377467,0.0967684782877567,"FDR>=0.05"
"SL1344_1535","ydcN","Helix-turn-helix domain","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.748674635484989,0.667627158646154,0.294173905607313,"FDR>=0.05"
"SL1344_1536","SL1344_1536","Benzoate membrane transport protein","Chromosome","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","Balb/c",0.154387711752029,1.27530043353206,0.561930569324941,"FDR>=0.05"
"SL1344_1537","SL1344_1537","Protein of unknown function (DUF3313)","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.711882943626548,0.670547422228738,0.295460649761391,"FDR>=0.05"
"SL1344_1538","tehB","Tellurite resistance protein TehB","Chromosome","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","Balb/c",0.727545079902588,0.529902831702617,0.233488981949808,"FDR>=0.05"
"SL1344_1539","tehA","Voltage-dependent anion channel","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.57639378573521,0.731828077998185,0.322462501936536,"FDR>=0.05"
"SL1344_1540","ydcK","Homologous to orf229 gp Streptococcus thermophilus bacteriophage Sfi19 gi 9632919 ref NP_049948.1","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.850466561054238,0.4720261480225,0.207987008488596,"FDR>=0.05"
"SL1344_1542","SL1344_1542","M42 glutamyl aminopeptidase","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.986014166598365,-0.0380771671284601,-0.0167777910523533,"FDR>=0.05"
"SL1344_1544","SL1344_1544","PTS system sugar-specific permease component","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.560819732895721,-0.677981045554338,-0.298736097708925,"FDR>=0.05"
"SL1344_1545","SL1344_1545","BtpA family","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.168774912997615,1.19062455903118,0.524620174758083,"FDR>=0.05"
"SL1344_1546","SL1344_1546","Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.0714444759285848,1.43201686078379,0.630983906775972,"FDR>=0.05"
"SL1344_1547","SL1344_1547","Ribulose-phosphate 3 epimerase family","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.966077246723419,-0.0944574104728148,-0.0416203939466583,"FDR>=0.05"
"SL1344_1550","SL1344_1550","FMN-dependent dehydrogenase","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.00322097427388049,1.97037483025643,0.868198442529343,"Amplified"
"SL1344_1551","SL1344_1551","YceI-like domain","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.916156165077266,0.257980621802716,0.113672977655079,"FDR>=0.05"
"SL1344_1552","ydcG","Probably involved in the control of the structural glucose backbone of osmoregulated periplasmic glucans (OPGs)","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.427245932489356,-0.791207700800535,-0.348626709499151,"FDR>=0.05"
"SL1344_1553","SL1344_1553","Carboxylesterase family","Chromosome","I","Lipid transport and metabolism","Metabolism","Balb/c",0.242770464820704,-1.07888067851607,-0.475382912113605,"FDR>=0.05"
"SL1344_1554","SL1344_1554","DUF1338","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.825652225579979,-0.381034608882671,-0.167893767673971,"FDR>=0.05"
"SL1344_1555","ydcI","LysR substrate binding domain","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.808916216540673,0.494974486953203,0.218098644007041,"FDR>=0.05"
"SL1344_1556","trg","Homologues of the ligand binding domain of Tar","Chromosome","NT","Cell motility;Signal transduction mechanisms","Cellular processes and signaling","Balb/c",0.429594669931388,0.998893920551146,0.44013866435843,"FDR>=0.05"
"SL1344_1561","sseJ","lipase activity","Chromosome","I","Lipid transport and metabolism","Metabolism","Balb/c",0.646204586586976,-1.39594756743374,-0.615090837178868,"FDR>=0.05"
"SL1344_1563","SL1344_1563","Ligated ion channel L-glutamate- and glycine-binding site","Chromosome","ET","Amino acid transport and metabolism;Signal transduction mechanisms","Metabolism;Cellular processes and signaling","Balb/c",0.84392884897073,0.370237629850103,0.163136337647889,"FDR>=0.05"
"SL1344_1564","SL1344_1564","Binding-protein-dependent transport system inner membrane component","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.34033846451954,1.06602508283224,0.46971840200157,"FDR>=0.05"
"SL1344_1565","SL1344_1565","AAA domain, putative AbiEii toxin, Type IV TA system","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.324135060904274,0.993340380714902,0.437691630138183,"FDR>=0.05"
"SL1344_1566","SL1344_1566","Binding-protein-dependent transport system inner membrane component","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.403989494724995,0.898979098301211,0.396113592716757,"FDR>=0.05"
"SL1344_1567","SL1344_1567","Dolichyl-phosphate-mannose-protein mannosyltransferase","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.0588721070373321,1.45320932867745,0.640321859807089,"FDR>=0.05"
"SL1344_1568","SL1344_1568","Methyltransferase domain","Chromosome","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","Balb/c",0.911862895278882,0.263818317254336,0.116245218236531,"FDR>=0.05"
"SL1344_1571","hrpA","Helicase associated domain (HA2)  Add an annotation","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Balb/c",0.198968953668467,1.1831264858702,0.521316328535338,"FDR>=0.05"
"SL1344_1573","SL1344_1573","Glutathione-dependent formaldehyde-activating enzyme","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.785610820817275,-0.422334462087581,-0.186091558103788,"FDR>=0.05"
"SL1344_1574","ydbL","Protein of unknown function (DUF1318)","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.680512242676946,1.17816893400604,0.519131902130205,"FDR>=0.05"
"SL1344_1576","ydbH","Dicarboxylate transport","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.815258568803339,0.432232212085392,0.190452764408644,"FDR>=0.05"
"SL1344_1581","nifJ","Oxidoreductase required for the transfer of electrons from pyruvate to flavodoxin","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.928621604753744,0.244488217259209,0.107727872982216,"FDR>=0.05"
"SL1344_1582","ynaF","Universal stress protein family","Chromosome","T","Signal transduction mechanisms","Cellular processes and signaling","Balb/c",0.38714450055217,0.897514233010077,0.395468134936466,"FDR>=0.05"
"SL1344_1583","SL1344_1583","Small Multidrug Resistance protein","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.712444576184751,0.548922952323035,0.241869742222319,"FDR>=0.05"
"SL1344_1585","ydaO","Catalyzes the ATP-dependent 2-thiolation of cytidine in position 32 of tRNA, to form 2-thiocytidine (s(2)C32). The sulfur atoms are provided by the cysteine cysteine desulfurase (IscS) system","Chromosome","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","Balb/c",0.826445529049664,6.609272724497,2.91221761339348,"FDR>=0.05"
"SL1344_1586","dbpA","DEAD-box RNA helicase involved in the assembly of the 50S ribosomal subunit. Has an RNA-dependent ATPase activity, which is specific for 23S rRNA, and a 3' to 5' RNA helicase activity that uses the energy of ATP hydrolysis to destabilize and unwind short rRNA duplexes","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Balb/c",0.293255636497369,1.06833494673846,0.470736188168466,"FDR>=0.05"
"SL1344_1587","zntB","Mediates efflux of zinc ions","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",1,0.00118834163298565,0.000523614258113847,"FDR>=0.05"
