"locus_tag","logFC","logCPM","F","PValue","FDR","gene_name","gene_function","DNA_molecule","DE","spi","COG","description","theme","SL1344_tag"
"STMMW_42791",-1.26213661948498,2.74290735445282,12.0845725244046,0.00649470391240692,0.046926478445316,"groEL","GroEL protein","Chromosome","Attenuated",NA,"O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","SL1344_4267"
"STMMW_25301",0.176133370501224,10.402146580335,12.08261819827,0.00649766137779758,0.046926478445316,"shdA","host colonisation factor (ShdA)","Chromosome","FDR>=0.05","-","MU","Cell wall/membrane/envelop biogenesis; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","SL1344_2474"
"STMMW_27501",-0.333080029774564,6.87475242180493,12.063900681442,0.00652606973566518,0.046959638374191,"nixA","putative cation transporter","Chromosome","Attenuated","-","P","Inorganic ion transport and metabolism","Metabolism","SL1344_2767"
"STMMW_18171",0.41104669488199,6.21517405329274,12.0638362733283,0.00652616775157993,0.046959638374191,"yeaB","conserved hypothetical protein","Chromosome","Amplified","-","F","Nucleotide transport and metabolism","Metabolism","SL1344_1754"
"STMMW_37051",-0.617149479259518,7.57146223096481,15.6176279223586,0.00653132403305917,0.046959638374191,"rfaY","lipopolysaccharide core biosynthesis protein","Chromosome","Attenuated","-","S","Function Unknown","Poorly characterised","SL1344_3682"
"STMMW_02791",-0.415380874434338,6.23005123608334,12.0113550333034,0.00660663323103679,0.0474307327964508,"sciK","putative hemolysin-coregulated protein","Chromosome","Attenuated","SPI-6","S","Function Unknown","Poorly characterised","SL1344_0271"
"STMMW_40681",-0.490244389919909,9.29796557866139,18.9833872826128,0.00665824766304425,0.0476904935786736,"STMMW_40681","inner membrane protein","Chromosome","Attenuated",NA,"-","no category","no theme","SL1344_4052"
"STMMW_43681",-0.409190141154435,6.27959304840674,11.9753750781575,0.00666249776160999,0.0476904935786736,"iolE","inosose dehydratase","Chromosome","Attenuated","-","G","Carbohydrate transport and metabolism","Metabolism","SL1344_4356"
"STMMW_05911",-0.378713305968061,6.58926941423565,11.960648193909,0.00668552952177811,0.047784772953594,"allP","","Chromosome","Attenuated","-","FH","Nucleotide transport and metabolism;Coenzyme transport and metabolism","Metabolism","SL1344_0515"
"STMMW_17521",0.330910043928529,6.86642406907928,11.9220133543987,0.0067464143692277,0.0481489308295692,"STMMW_17521","putative secreted protein","Chromosome","Amplified",NA,"S","Function Unknown","Poorly characterised","SL1344_1688"
"STMMW_44751",-1.25610862398932,2.84556992262378,11.9036727914089,0.00677555384458936,0.0482007966578051,"STMMW_44751","hypothetical protein","Chromosome","Attenuated",NA,"S","Function Unknown","Poorly characterised","SL1344_4460"
"STMMW_40201",-0.370308794405468,6.75561012178422,11.8995305619179,0.00678215623803371,0.0482007966578051,"sodA","manganese superoxide dismutase","Chromosome","Attenuated","-","C","Energy production and conversion","Metabolism","SL1344_4004"
"STMMW_15061",0.541759296679059,6.01580929890704,11.8986748746641,0.00678352111444966,0.0482007966578051,"rspB","starvation sensing protein RspB","Chromosome","Amplified","-","E","Amino acid transport and metabolism","Metabolism","SL1344_1436"
"STMMW_23361",0.210115040325016,8.63875207302444,11.8872327608997,0.00680180423395182,0.0482599462924312,"elaC","RNase Z","Chromosome","FDR>=0.05","-","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","SL1344_2282"
"STMMW_14241",-1.62174545622177,2.00874209290601,11.8639792453161,0.00683914597123186,0.048453949380979,"ssaR","putative type III secretion protein","Chromosome","Attenuated","-","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","SL1344_1353"
"STMMW_20801",0.317526251556468,8.20082996180136,12.009452678437,0.00686867822743636,0.0485921382338053,"pduO","propanediol utilization protein","Chromosome","Amplified","-","S","Function Unknown","Poorly characterised","SL1344_2026"
"STMMW_14321",0.472386239070848,5.96076631117362,11.8373394714,0.00688223314002464,0.0486170580124773,"ydhB","putative transcriptional regulator","Chromosome","Amplified","-","K","Transcription","Information storage and processing","SL1344_1361"
"STMMW_23071",0.227823524872556,8.25674368034653,11.819086959703,0.00691194584909695,0.048744184740197,"glpT","glycerol-3-phosphate transporter","Chromosome","FDR>=0.05","-","G","Carbohydrate transport and metabolism","Metabolism","SL1344_2252"
"STMMW_10811",-0.278226785552867,7.65088711937014,11.8139437830702,0.00692034649221121,0.048744184740197,"lonH","conserved hypothetical protein","Chromosome","FDR>=0.05","-","E","Amino acid transport and metabolism","Metabolism","SL1344_1008"
"STMMW_17761",-0.665737533917183,4.84098451457956,11.7902790402173,0.00695916021574848,0.0489464301966867,"ychF","putative ATP/GTP-binding protein","Chromosome","Attenuated","-","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","SL1344_1712"
"STMMW_28511",-0.628128361272229,5.12696962115203,11.765326475105,0.00700037396885231,0.0491649452942874,"spaQ","secretory protein (associated with virulence)","Chromosome","Attenuated","SPI-1","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","SL1344_2868"
"STMMW_36301",-0.186532685887205,8.73644711571997,11.7570808357412,0.0070140585242003,0.0491897649902672,"lpfA","long polar fimbria protein A (LpfA)","Chromosome","FDR>=0.05","-","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","SL1344_3606"
"STMMW_29641",0.193678280604385,8.71476209985868,11.7328345179026,0.0070544873342277,0.0493662492494713,"ptsP","phosphoenolpyruvate-protein phosphotransferase","Chromosome","FDR>=0.05","-","T","Signal transduction mechanisms","Cellular processes and signaling","SL1344_2981"
"STMMW_12331",-0.659708268837518,5.89574570671396,11.8908368840383,0.0070595977568889,0.0493662492494713,"sifA","putative virulence determinant","Chromosome","Attenuated","SPI-2","S","Function Unknown","Poorly characterised","SL1344_1161"
"SLT-BT0771",-0.33064647491353,8.4307768217585,12.670395916805,0.0070708008788975,0.0493733444656157,"finP","putative transglycosylase","pSLT-BT","Attenuated",NA,NA,"no category","no theme","SLT-BT0771"
"STMMW_39421",-1.60996920260636,2.78574165597652,11.6784286217697,0.00714624358766221,0.0498283401810232,"yigP","conserved hypothetical protein","Chromosome","Attenuated","-","S","Function Unknown","Poorly characterised","SL1344_3925"
"STMMW_20841",0.394557266905397,6.84164465172242,11.6489113058331,0.00719663372432464,0.0501075963047086,"pduT","putative propanediol utilization protein","Chromosome","FDR>=0.05","-","CQ","Energy production and conversion;Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","SL1344_2030"
"STMMW_44361",-0.188675200507705,8.80625258584188,11.6145017788357,0.00725592350477394,0.0504479272656162,"STMMW_44361","putative ATP-dependent Lon protease","Chromosome","FDR>=0.05",NA,"O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","SL1344_4420"
"STMMW_21991",0.199315142724661,8.69084789254869,11.5652652546867,0.00734180048069107,0.0509211735880053,"dld","D-lactate dehydrogenase","Chromosome","FDR>=0.05","-","C","Energy production and conversion","Metabolism","SL1344_2145"
"STMMW_03911",0.688253040906585,8.96900354949302,22.7220182284424,0.00734500626042421,0.0509211735880053,"gtrC","BTP1Â  O-antigen acetyltransferase","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","STMMW_03911"
"STMMW_23131",0.293682191357879,8.03974239114704,11.5374192703953,0.00739091733634082,0.0510612767240805,"STMMW_23131","putative 2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase","Chromosome","FDR>=0.05",NA,"H","Coenzyme transport and metabolism","Metabolism","SL1344_2258"
"STMMW_11761",0.36226347250379,6.75440539326448,11.5331888642647,0.00739841425873046,0.0510612767240805,"yceH","conserved hypothetical protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_1105"
"STMMW_20721",0.341231265412605,6.84476817886494,11.530386384249,0.00740338578491917,0.0510612767240805,"pduD","diol dehydratase medium subunit","Chromosome","FDR>=0.05","-","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","SL1344_2017"
"STMMW_16401",0.778653577188694,4.3717767080909,11.5281464688771,0.00740736226517304,0.0510612767240805,"ynbE","putative lipoprotein","Chromosome","FDR>=0.05","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","SL1344_1575"
"STMMW_18191",0.275667781799083,7.9051949244657,11.4932884601009,0.00746958194577858,0.0514170370869929,"STMMW_18191","conserved hypothetical protein","Chromosome","FDR>=0.05",NA,"T","Signal transduction mechanisms","Cellular processes and signaling","SL1344_1756"
"STMMW_38221",1.14895615422286,3.66726401020748,11.4725385705632,0.00750692201458382,0.0515508025743917,"dnaN","DNA polymerase III beta-subunit","Chromosome","FDR>=0.05",NA,"L","Replication, recombination and repair ","Information storage and processing","SL1344_3804"
"STMMW_29451",-0.309393609597247,7.115071170109,11.4706730233097,0.00751029026362372,0.0515508025743917,"gcvA","regulatory protein for glycine cleavage pathway","Chromosome","FDR>=0.05","-","K","Transcription","Information storage and processing","SL1344_2962"
"STMMW_18061",-0.459054674087705,6.32640686216623,11.4607507672664,0.00752823591175234,0.0516008928265231,"minC","Probable septum site-determining protein minC","Chromosome","FDR>=0.05","-","D","Cell cycle control, cell division, chromosome partitioning","Cellular processes and signaling","SL1344_1742"
"STMMW_37721",-0.566886214605528,5.92251020255452,11.4284703015095,0.00758698207543198,0.0519247602404696,"STMMW_37721","putative IIB component of PTS system","Chromosome","FDR>=0.05",NA,"G","Carbohydrate transport and metabolism","Metabolism","SL1344_3749"
"STMMW_20501",0.22522252864357,8.32835669269886,11.4230418221147,0.00759691601537204,0.0519247602404696,"cbiP","putative cobyric acid synthase","Chromosome","FDR>=0.05","-","H","Coenzyme transport and metabolism","Metabolism","SL1344_1995"
"PBT1-0381",0.368653038523823,7.8209780355807,11.6290011466804,0.00763192649624955,0.0520383720217035,"traN","IcmK (DotH) protein, conjugative transfer protein TraN","pPBT1","FDR>=0.05","-",NA,"no category","no theme","PBT1-0381"
"STMMW_12651",0.399115572077185,6.48618884726706,11.4023023269526,0.00763501496232588,0.0520383720217035,"STMMW_12651","putative ABC transport ATP-binding protein","Chromosome","FDR>=0.05",NA,"P","Inorganic ion transport and metabolism","Metabolism","SL1344_1194"
"STMMW_24541",0.293427117869554,7.32529061877501,11.38792128007,0.00766157012879707,0.0521460236575149,"pdxK","pyridoxine kinase","Chromosome","FDR>=0.05","-","H","Coenzyme transport and metabolism","Metabolism","SL1344_2398"
"STMMW_09501",0.20109418918334,8.47539086656267,11.347901432924,0.00773606337148882,0.0525791908811148,"hcp","prismane protein homolog (hybrid-cluster protein)","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_0876"
"STMMW_40351",-0.502467135746172,5.70216307571232,11.3110437337303,0.0078054532697796,0.0529765077665994,"cdh-b","","Chromosome","FDR>=0.05","-",NA,"no category","no theme","SL1344_4019"
"STMMW_01961",0.179131879119483,9.52412408630978,11.3045662570996,0.00781772634115538,0.0529855969919426,"mrcB","penicillin-binding protein 1B","Chromosome","FDR>=0.05","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","SL1344_0191"
"STMMW_09931",-1.08530681906684,3.21885083555519,11.2865006943275,0.00785208026803016,0.0531441075123941,"himD","integration host factor beta-subunit (IHF-beta)","Chromosome","FDR>=0.05","-","K","Transcription","Information storage and processing","SL1344_0919"
"STMMW_05061",-0.392104980046101,6.39931999995054,11.2657592139298,0.00789175010670449,0.0533381046263459,"yajR","hpothetical major facilitator family transport protein","Chromosome","FDR>=0.05","-","EGP","Amino acid transport and metabolism;Carbohydrate transport and metabolism;Inorganic ion transport and metabolism","Metabolism","SL1344_0430"
"STMMW_06201",-0.386059803758744,6.44791366511498,11.2406962019824,0.00794001188199946,0.0535453515641901,"fimW","fimbriae w protein","Chromosome","FDR>=0.05","-","K","Transcription","Information storage and processing","SL1344_0545"
"STMMW_22091",0.276519159247978,7.55659650698733,11.2383684213678,0.00794451254119949,0.0535453515641901,"STMMW_22091","FAA-hydrolase-family protein","Chromosome","FDR>=0.05",NA,"Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","SL1344_2154"
"STMMW_36891",-1.60431400321622,2.44974391512823,11.2315836628819,0.00795764832851293,0.0535593941666301,"secB","protein-export protein SecB","Chromosome","FDR>=0.05","-","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","SL1344_3667"
"STMMW_39801",-0.712200230237988,5.44417371303568,11.2838228672668,0.00797613670515876,0.0536093737492363,"ompL","putative exported protein","Chromosome","FDR>=0.05","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","SL1344_3962"
"STMMW_15221",0.378418533778719,6.84199879798313,11.1808456604879,0.00805672517694112,0.054076025218084,"sotB","Probable sugar efflux transporter","Chromosome","FDR>=0.05","-","EGP","Amino acid transport and metabolism;Carbohydrate transport and metabolism;Inorganic ion transport and metabolism","Metabolism","SL1344_1452"
"STMMW_11931",-0.470361111658398,5.82361439784597,11.1748589645533,0.00806851446906465,0.0540802505077279,"rne","ribonuclease E","Chromosome","FDR>=0.05","-","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","SL1344_1122"
"STMMW_38171",-0.196859473348114,9.92496647234741,11.1622491211908,0.00809341529299715,0.0541722244611384,"STMMW_38171","putative membrane transport protein","Chromosome","FDR>=0.05",NA,"G","Carbohydrate transport and metabolism","Metabolism","SL1344_3799"
"STMMW_37481",-0.200474141530375,8.99262410727881,11.1076222083219,0.00820237643603813,0.0548258154607459,"marT","putative transcriptional regulator (MarT)","Chromosome","FDR>=0.05","SPI-3","K","Transcription","Information storage and processing","SL1344_3725"
"STMMW_29201",0.264028613001684,7.61849618902828,11.0897550558712,0.00823840279621553,0.0549628850510234,"rumA","Uracil-5--methyltransferase","Chromosome","FDR>=0.05","-","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","SL1344_2938"
"STMMW_10631",0.358379271705225,9.53379677561903,15.0671013047537,0.00826706260011928,0.0549628850510234,"sseI","putative type III secreted protein (pseudogene)","Chromosome","FDR>=0.05","SPI-2","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","SL1344_0991"
"SLT-BT1121",-0.472337025854346,5.73615307159173,11.0753420995621,0.00826760502612582,0.0549628850510234,"repC_2","DNA replication","pSLT-BT","FDR>=0.05",NA,NA,"no category","no theme","SLT-BT1121"
"STMMW_42421",0.312166442947992,7.82910706515494,11.0750240933508,0.00826825076396947,0.0549628850510234,"basS","two-component sensor kinase","Chromosome","FDR>=0.05","-","T","Signal transduction mechanisms","Cellular processes and signaling","SL1344_4228"
"STMMW_08901",-0.327202899289297,6.95581311547029,11.0400124590854,0.00833972257274661,0.0553620487500412,"STMMW_08901","conserved hypothetical protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_0814"
"STMMW_24591",0.33861268804079,6.94608629691894,11.0271455180814,0.00836617803523573,0.0554616342322804,"cysM","cysteine synthase B","Chromosome","FDR>=0.05","-","E","Amino acid transport and metabolism","Metabolism","SL1344_2403"
"STMMW_14911",0.404641490570687,6.2039549406077,11.0215989693532,0.00837761375526811,0.0554616342322804,"STMMW_14911","putative ABC transporter ATP/GTP-binding protein","Chromosome","FDR>=0.05",NA,"P","Inorganic ion transport and metabolism","Metabolism","SL1344_1421"
"STMMW_11371",-0.318182346812524,8.01703492018079,11.0548274868252,0.0084055966753528,0.0555633768178894,"STMMW_11371","putative sodium/glucose cotransporter","Chromosome","FDR>=0.05",NA,"E","Amino acid transport and metabolism","Metabolism","SL1344_1066"
"STMMW_16411",0.299125841536505,7.43794649504984,11.0030897149011,0.00841591386387347,0.0555633768178894,"ydbH","putative exported protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_1576"
"STMMW_39171",-0.484882156135922,5.82254799803456,10.9632960057253,0.00849898246240088,0.0560354680446186,"yifL","putative lipoprotein","Chromosome","FDR>=0.05","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","SL1344_3900"
"STMMW_10321",0.427560230298624,6.06103887053176,10.9294608209646,0.00857040070876873,0.0564295677101811,"ninG","predicted prophage protein","Chromosome","FDR>=0.05","-","V","Defense mechanisms","Cellular processes and signaling","STMMW_10321"
"STMMW_29441",0.345849811340517,6.56058115352157,10.9168178526014,0.00859727486416905,0.0565297069087697,"ygdD","membrane protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_2961"
"STMMW_38621",0.173299753956645,9.67044987593059,10.8639554101823,0.00871076008984564,0.0571982972837289,"yieM","conserved hypothetical protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_3845"
"STMMW_39761",-0.193948904552224,9.74897141397268,10.8544119877135,0.00873144224928275,0.0572565211637676,"STMMW_39761","putative coproporphyrinogen III oxidase","Chromosome","FDR>=0.05",NA,"H","Coenzyme transport and metabolism","Metabolism","SL1344_3958"
"STMMW_26191",0.265248364554048,7.69705600849497,10.8465400344719,0.00874854716761424,0.0572911615868359,"gipA","transposase (IS605 family)","Chromosome","FDR>=0.05","-","L","Replication, recombination and repair ","Information storage and processing","SL1344_2563"
"STMMW_24811",0.230822164829688,8.06560120133051,10.8050886047687,0.00883929417688393,0.0578073138747362,"eutJ","putative ethanolamine utilization protein EutJ","Chromosome","FDR>=0.05","-","E","Amino acid transport and metabolism","Metabolism","SL1344_2425"
"STMMW_28701",-0.459699988480624,6.11490701635168,10.7832369573472,0.00888759489475245,0.0580344844054808,"pphB","possible serine/threonine protein phosphatase","Chromosome","FDR>=0.05","-","T","Signal transduction mechanisms","Cellular processes and signaling","SL1344_2886"
"STMMW_09881",-0.344039337791144,7.52484625558964,10.773632953667,0.00890892535864499,0.0580344844054808,"serC","phosphoserine aminotransferase","Chromosome","FDR>=0.05","-","E","Amino acid transport and metabolism","Metabolism","SL1344_0914"
"STMMW_07411",-0.668500885542432,5.95691922645991,11.254997199755,0.0089099579854886,0.0580344844054808,"nagA","N-acetylglucosamine-6-phosphate deacetylase","Chromosome","FDR>=0.05","-","G","Carbohydrate transport and metabolism","Metabolism","SL1344_0665"
"STMMW_08941",0.163260234407312,9.21753509400538,10.7022018114295,0.00906954948916835,0.0589946803013555,"pflF","putative formate acetyltransferase 3","Chromosome","FDR>=0.05","-","C","Energy production and conversion","Metabolism","SL1344_0819"
"STMMW_18201",0.25074307528115,7.84258161407094,10.6732968968133,0.00913554986730346,0.0593443360012769,"yoaE","putative membrane protein","Chromosome","FDR>=0.05","-","P","Inorganic ion transport and metabolism","Metabolism","SL1344_1757"
"STMMW_08511",-0.602248911435223,5.26274424939836,10.6560048391515,0.00917531414557735,0.0595228545508271,"STMMW_08511","putative cytoplasmic protein","Chromosome","FDR>=0.05",NA,NA,"no category","no theme","STMMW_08511"
"STMMW_06831",0.21190992350319,8.5269536585943,10.6329456221833,0.00922866958309064,0.0597889475931246,"citT","citrate carrier","Chromosome","FDR>=0.05","-","P","Inorganic ion transport and metabolism","Metabolism","SL1344_0606"
"STMMW_04111",-0.823963352515279,3.92990538111462,10.6207521557981,0.00925703640861755,0.0598926547879314,"STMMW_04111","possible transmembrane regulator","Chromosome","FDR>=0.05",NA,"K","Transcription","Information storage and processing","SL1344_0336"
"STMMW_44181",-0.419349821989761,6.75878460898033,10.6092926086566,0.00928379290018928,0.0599856805257564,"ytgA","exported protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_4402"
"STMMW_26601",-1.12839519409834,2.87670045796099,10.5749949252482,0.00936443924176473,0.0604185152293014,"rpoE","RNA polymerase sigma-E factor (sigma-24)","Chromosome","FDR>=0.05",NA,"K","Transcription","Information storage and processing","SL1344_2604"
"STMMW_16901",-1.49081491497884,2.14664039163183,10.5702274985322,0.00937571676690769,0.0604185152293014,"sapD","peptide transport system ATP-binding protein SapD","Chromosome","FDR>=0.05","-","P","Inorganic ion transport and metabolism","Metabolism","SL1344_1625"
"STMMW_14101",-0.398628696772407,6.38790252640648,10.5547435508509,0.00941245914326398,0.0605110170034283,"sseG","putative pathogenicity island effector protein","Chromosome","FDR>=0.05","SPI-2","-","no category","no theme","SL1344_1339"
"STMMW_32102",0.891246333943402,4.25448517481166,10.5438662315872,0.00943837541802629,0.0605110170034283,"STMMW_32102","hypothetical protein","Chromosome","FDR>=0.05",NA,NA,"no category","no theme","STMMW_32102"
"STMMW_20541",0.330255865475853,6.59693023267367,10.5436866088531,0.00943880411718691,0.0605110170034283,"cbiM","cobalamin biosynthesis protein","Chromosome","FDR>=0.05","-","P","Inorganic ion transport and metabolism","Metabolism","SL1344_1999"
"STMMW_02831",-1.49925774612411,2.22431526016706,10.5431779116204,0.00944001833565658,0.0605110170034283,"STMMW_02831","putative periplasmic protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_0273"
"STMMW_41531",-0.281727674432389,9.4948410213024,12.4617408205193,0.00948144787375594,0.0606962964282976,"gtrCb","phage encoded membrane protein","Chromosome","FDR>=0.05",NA,"-","no category","no theme","SL1344_4139"
"STMMW_18381",0.277474826188752,9.07365408713148,11.6185220687411,0.00949440562584028,0.0606990628797124,"STMMW_18381","putative membrane protein","Chromosome","FDR>=0.05",NA,"Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","SL1344_1778"
"STMMW_13041",0.326035487742775,6.88084995298299,10.5061086038391,0.00952901514970958,0.0608400624710047,"selD","Selenium donor protein","Chromosome","FDR>=0.05","-","F","Nucleotide transport and metabolism","Metabolism","SL1344_1232"
"STMMW_08711",0.290245065886773,7.46589773191949,10.4992359072968,0.00954562762316611,0.0608659361340302,"ybiH","hypothetical tetR-family transcriptional regulator","Chromosome","FDR>=0.05","-","K","Transcription","Information storage and processing","SL1344_0795"
"STMMW_24341",0.197736820790143,8.4573822692126,10.4750196566483,0.00960444483110115,0.0611604988850409,"yfeA","putative membrane protein","Chromosome","FDR>=0.05","-","T","Signal transduction mechanisms","Cellular processes and signaling","SL1344_2378"
"STMMW_03441",-0.548159142694406,5.89152627135247,10.4654080397098,0.0096279124147594,0.0612294797400578,"abc1","BTP1 anti-RecBCD","Chromosome","FDR>=0.05",NA,"-","no category","no theme","STMMW_03441"
"STMMW_18071",-0.401998513291403,6.22189505846742,10.4538885976196,0.00965613039658765,0.0613284507232814,"minD","septum site determining protein","Chromosome","FDR>=0.05","-","D","Cell cycle control, cell division, chromosome partitioning","Cellular processes and signaling","SL1344_1743"
"STMMW_25981",-1.37176072839361,2.46919363557274,10.4038167803327,0.00977996553171832,0.062033655715585,"lepB","signal peptidase I","Chromosome","FDR>=0.05",NA,"U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","SL1344_2544"
"STMMW_04391",0.262963575739691,7.67124165361198,10.3850000049497,0.00982700288864259,0.0622505307168131,"prpC","methylcitrate synthase","Chromosome","FDR>=0.05","-","C","Energy production and conversion","Metabolism","SL1344_0364"
"STMMW_09341",-0.274712451132291,7.98594994229712,10.3578179210295,0.00989544011817205,0.0625519856268011,"STMMW_09341","possible transport protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_0860"
"STMMW_12211",0.407822692463757,6.13241692036728,10.3558540451034,0.0099004071349064,0.0625519856268011,"ycfJ","putative secreted protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_1149"
"STMMW_45231",-0.199911338230133,8.34397588546803,10.3433398144637,0.00993212960241702,0.0626707031944178,"nadR","conserved hypothetical transcriptional regulator","Chromosome","FDR>=0.05","-","H","Coenzyme transport and metabolism","Metabolism","SL1344_4507"
"STMMW_20651",0.304470103900602,7.27501256975534,10.3382242038071,0.00994513294532814,0.0626711498739404,"cbiB","cobalamin biosynthesis protein","Chromosome","FDR>=0.05","-","H","Coenzyme transport and metabolism","Metabolism","SL1344_2010"
"STMMW_10461",0.367819230817458,6.48590802771949,10.3129494454753,0.0100096845726575,0.0629960148559715,"STMMW_10461","ATP-binding sugar transporter-like protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_0974"
"STMMW_10661",0.278401569026561,7.65799448471661,10.2989689701664,0.0100456103804319,0.0631127788754117,"STMMW_10661","predicted prophage protein","Chromosome","FDR>=0.05",NA,"E","Amino acid transport and metabolism","Metabolism","SL1344_0993"
"STMMW_22701",0.239808521174022,8.17306235719731,10.2956023873375,0.0100542850375192,0.0631127788754117,"STMMW_22701","phage protein","Chromosome","FDR>=0.05",NA,"V","Defense mechanisms","Cellular processes and signaling","SL1344_2216"
"STMMW_31991",0.165004658655107,9.33244831709475,10.2204235829049,0.0102504020107862,0.0642337974292264,"STMMW_31991","terminase, ATPase subunit","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","STMMW_31991"
"STMMW_23651",-0.430042314593975,6.30267008419129,10.2170238160236,0.0102593807697526,0.0642337974292264,"STMMW_23651","putative sugar phosphotransferase component II B","Chromosome","FDR>=0.05",NA,"G","Carbohydrate transport and metabolism","Metabolism","SL1344_2312"
"STMMW_43771",-0.24189090310929,7.91688440283528,10.1953094197243,0.0103169554269368,0.0645109238695948,"iolI2","xylose isomerase","Chromosome","FDR>=0.05","-","G","Carbohydrate transport and metabolism","Metabolism","SL1344_4365"
"STMMW_16161",-0.658913551674331,4.72589750449426,10.1900087593929,0.0103310697264311,0.0645159328534603,"STMMW_16161","putative exported protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_1551"
"STMMW_04151",-0.512669097535548,5.48193972121513,10.171271286,0.0103811521677198,0.0647446937762267,"STMMW_04151","putative exported protein","Chromosome","FDR>=0.05",NA,"-","no category","no theme","SL1344_0340"
"STMMW_21611",0.180146065081359,8.6404077542262,10.1663248898101,0.0103944225666332,0.0647446937762267,"yegB","putative transporter protein","Chromosome","FDR>=0.05","-","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","SL1344_2106"
"STMMW_07071",0.511258067130988,5.40180752966433,10.1466166938249,0.0104475026609334,0.0649148755721585,"ybeB","conserved hypothetical protein","Chromosome","FDR>=0.05","-","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","SL1344_0630"
"STMMW_15781",-0.512827679897548,5.91364589005356,10.1462344293352,0.0104485354821056,0.0649148755721585,"steA","hypothetical protein","Chromosome","FDR>=0.05","-","-","no category","no theme","SL1344_1514"
"STMMW_25321",0.187887988143597,10.4411861693196,10.1361054816672,0.0104759478520062,0.0650018480036131,"ratA","putative exported protein (RatA)","Chromosome","FDR>=0.05","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","SL1344_2477"
"SLT-BT0361",0.215587663690454,8.33107482174074,10.1212696832836,0.0105162572588099,0.0651685200462822,"int","integrase/recombinase","pSLT-BT","FDR>=0.05","-","L","Replication, recombination and repair ","Information storage and processing","SLT-BT0361"
"STMMW_12241",0.325967119719391,6.98524967068724,10.1094550344513,0.0105484936304293,0.0652848022133597,"ycfS","putative exported protein","Chromosome","FDR>=0.05","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","SL1344_1152"
"STMMW_18541",0.511020635370208,5.6388980397686,10.0913355147846,0.0105981676880704,0.0655085722147824,"STMMW_18541","putative exported protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_1807"
"STMMW_44431",-0.317886224048538,6.72951722176022,10.065420635704,0.0106697099087076,0.0658008582985029,"STMMW_44431","putative inner membrane protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_4427"
"STMMW_20171",0.278847608817973,7.36466389031604,10.0643741199265,0.0106726113542351,0.0658008582985029,"STMMW_20171","predicted phage protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_1961"
