"","genes","logFC","logCPM","LR","PValue","padjFilter","FDR","gene_name","gene_function","old_locus","SL1344_tag","type","SPI","DE"
"STM14_3782","STM14_3782",-0.911300861718797,8.52360554751706,9.50064672069993,0.023458104908832,0.128293285398701,0.128293285398701,"-","putative NAD-dependent aldehyde dehydrogenase","STM14_3782","SL1344_3103","protein_coding","-","FDR>=0.1"
"STM14_0358","STM14_0358",2.27998909335886,8.47166943531329,9.50015186406462,0.0234604175272856,0.128293285398701,0.128293285398701,"sinR","transcriptional regulator","STM14_0358","SL1344_0300","protein_coding","SPI-6","FDR>=0.1"
"ChiX","ChiX",2.47405768539143,5.61131806480916,9.49780604353445,0.0234713845057893,0.128293285398701,0.128293285398701,"ChiX","Intergenic","ChiX","ChiX",NA,"-","FDR>=0.1"
"STM14_2729","STM14_2729",-1.421037625657,4.1110896135739,9.49452992053951,0.0234867124596943,0.128293285398701,0.128293285398701,"-","putative inner membrane protein","STM14_2729","SL1344_2186","protein_coding","-","FDR>=0.1"
"STM14_2364","STM14_2364",0.711564283287268,8.18945874042615,9.47314517607837,0.0235871011860756,0.128701296123151,0.128701296123151,"uvrC","excinuclease ABC subunit C","STM14_2364","SL1344_1876","protein_coding","-","FDR>=0.1"
"STM14_3008","STM14_3008",1.72125175520414,8.0318286357447,9.45818898329076,0.0236576597526462,0.128894302194841,0.128894302194841,"amiA","N-acetylmuramoyl-l-alanine amidase I","STM14_3008","SL1344_2413","protein_coding","-","FDR>=0.1"
"STM14_0248","STM14_0248",1.32340880151201,9.52045357271889,9.45474703474932,0.0236739385145247,0.128894302194841,0.128894302194841,"dgt","deoxyguanosinetriphosphate triphosphohydrolase","STM14_0248","SL1344_0209","protein_coding","-","FDR>=0.1"
"STM14_4830","STM14_4830",2.27923723882186,10.0283685157271,9.433991997396,0.0237724244372913,0.129289982634519,0.129289982634519,"yihO","GPH family transport protein","STM14_4830","SL1344_3963","protein_coding","-","FDR>=0.1"
"STM14_0563","STM14_0563",1.00157684367001,10.2632134684892,9.42480519937331,0.0238161957046202,0.12931928970301,0.12931928970301,"aefA","potassium efflux protein KefA","STM14_0563","SL1344_0471","protein_coding","-","FDR>=0.1"
"STM14_5169","STM14_5169",1.33685615482535,10.9815551839147,9.42202834959053,0.0238294478730042,0.12931928970301,0.12931928970301,"adi","catabolic arginine decarboxylase","STM14_5169","SL1344_4233","protein_coding","-","FDR>=0.1"
"STM14_1528","STM14_1528",2.48268449828015,7.32903197467532,9.40825446550047,0.0238953309203991,0.129536485476493,0.129536485476493,"-","hypothetical protein","STM14_1528","STM14_1528",NA,"-","FDR>=0.1"
"STM14_4164","STM14_4164",1.41961857101062,8.86095284466231,9.39742303028115,0.0239473143254055,0.129677943195628,0.129677943195628,"yheS","putative ABC transporter ATP-binding protein","STM14_4164","SL1344_3426","protein_coding","-","FDR>=0.1"
"STM14_2735","STM14_2735",-2.70558580388733,5.81169327146458,9.38876697092338,0.0239889683911469,0.129763221027273,0.129763221027273,"yeiU","putative permease","STM14_2735","SL1344_2190","protein_coding","-","FDR>=0.1"
"STM14_4918","STM14_4918",-1.20188033461519,7.60004198839803,9.37614979554148,0.0240498610736928,0.129941585169135,0.129941585169135,"menA","1,4-dihydroxy-2-naphthoate octaprenyltransferase","STM14_4918","SL1344_4039","protein_coding","-","FDR>=0.1"
"STM14_4479","STM14_4479",-2.35940457985428,5.24504857188916,9.37119626379433,0.0240738253218123,0.129941585169135,0.129941585169135,"rfaI","lipopolysaccharide-alpha-1, 3-D-galactosyltransferase","STM14_4479","SL1344_3684","protein_coding","-","FDR>=0.1"
"STM14_952","STM14_952",2.93282533380825,5.8611722317435,9.3438542934646,0.0242066884612714,0.130518086655015,0.130518086655015,"-","hypothetical protein","STM14_952","STM14_952",NA,"-","FDR>=0.1"
"STM14_2332","STM14_2332",1.12367776418137,7.26444547919115,9.32688520610348,0.0242896500005975,0.130769039765006,0.130769039765006,"cheB","chemotaxis-specific methylesterase","STM14_2332","SL1344_1852","protein_coding","-","FDR>=0.1"
"STM14_3228","STM14_3228",2.63859029350191,10.5792346442766,9.32356604444708,0.0243059226575024,0.130769039765006,0.130769039765006,"-","integrase-like protein","STM14_3228","SL1344_2600","protein_coding","-","FDR>=0.1"
"STM14_2357","STM14_2357",-1.11737369750005,5.0736522021863,9.31834448189232,0.0243315522182044,0.130769039765006,0.130769039765006,"-","putative glucose-6-phosphate dehydrogenase","STM14_2357","SL1344_1872","protein_coding","-","FDR>=0.1"
"STM14_5121","STM14_5121",1.08039239021393,12.8310634942713,9.30701991316595,0.0243872646554643,0.130927983557578,0.130927983557578,"-","putative inner membrane protein","STM14_5121","SL1344_4197","protein_coding","SPI-4","FDR>=0.1"
"STM14_1146","STM14_1146",-1.41673850135116,2.36305481384655,9.2941922689432,0.0244505820612661,0.131002870059828,0.131002870059828,"-","hypothetical protein","STM14_1146","SL1344_0948","protein_coding","-","FDR>=0.1"
"STM14_1861","STM14_1861",1.91131469126032,8.92984191546065,9.28100690234569,0.0245158991669875,0.131002870059828,0.131002870059828,"-","putative zinc-binding dehydrogenase","STM14_1861","SL1344_1471","protein_coding","-","FDR>=0.1"
"STM14_0208","STM14_0208",0.725357655710702,8.2394568091563,9.27557193314837,0.0245428919757685,0.131002870059828,0.131002870059828,"stiB","putative fimbrial chaparone","STM14_0208","SL1344_0177","protein_coding","-","FDR>=0.1"
"STM14_1039","STM14_1039",1.3885930304751,7.87594734585795,9.27498118650904,0.0245458283654083,0.131002870059828,0.131002870059828,"artJ","arginine transport system component","STM14_1039","SL1344_0863","protein_coding","-","FDR>=0.1"
"STM14_3803","STM14_3803",-1.04562044881647,6.41594882350884,9.26946946668796,0.0245732482599603,0.131002870059828,0.131002870059828,"-","hypothetical protein","STM14_3803","STM14_3803",NA,"-","FDR>=0.1"
"STM14_1106","STM14_1106",-1.03479821380726,7.38808629515534,9.26858426499599,0.0245776558862065,0.131002870059828,0.131002870059828,"aroA","3-phosphoshikimate 1-carboxyvinyltransferase","STM14_1106","SL1344_0915","protein_coding","-","FDR>=0.1"
"STM14_0805","STM14_0805",2.4903517979911,9.03892273584672,9.2633670300536,0.0246036556442988,0.131002870059828,0.131002870059828,"citB","citrate utilization protein b","STM14_0805","SL1344_0672","protein_coding","-","FDR>=0.1"
"STM14_4011","STM14_4011",2.88302050597673,9.68871319167861,9.26200661558665,0.0246104413508281,0.131002870059828,0.131002870059828,"yhbJ","hypothetical protein","STM14_4011","SL1344_3295","protein_coding","-","FDR>=0.1"
"STM14_4445","STM14_4445",-0.999576758792808,7.06803485263296,9.23920320854214,0.0247245651628731,0.131470644268399,0.131470644268399,"mtlR","mannitol repressor protein","STM14_4445","SL1344_3652","protein_coding","-","FDR>=0.1"
"STM14_0200","STM14_0200",2.64906414929287,10.4785270070237,9.22252817423156,0.0248084759091069,0.131776941493867,0.131776941493867,"cueO","multicopper oxidase","STM14_0200","SL1344_0169","protein_coding","-","FDR>=0.1"
"STM14_2195","STM14_2195",-2.78635648004934,4.37810400191608,13.5276554088173,0.0248468957018349,0.131841208231452,0.131841208231452,"minE","cell division topological specificity factor MinE","STM14_2195","SL1344_1744","protein_coding","-","FDR>=0.1"
"STnc3110","STnc3110",-2.46912887834809,3.96745438896558,13.4358156695418,0.0249061512314869,0.131940166112475,0.131940166112475,"STnc3110","Intergenic","STnc3110","ncRNA0298",NA,"-","FDR>=0.1"
"STM14_3144","STM14_3144",2.05062448026284,5.94920233351275,9.19658877556652,0.0249397801639701,0.131940166112475,0.131940166112475,"-","hypothetical protein","STM14_3144","STM14_3144",NA,"-","FDR>=0.1"
"STM14_5215","STM14_5215",-1.29501056237736,6.36336306015118,9.19564660170088,0.0249445672406695,0.131940166112475,0.131940166112475,"ecnA","putative entericidin A precursor","STM14_5215","SL1344_4272","protein_coding","-","FDR>=0.1"
"STM14_3823","STM14_3823",2.38505438900749,9.38714828611751,9.16140723501047,0.0251193875792069,0.132724696607856,0.132724696607856,"yghA","oxidoreductase","STM14_3823","SL1344_3131","protein_coding","-","FDR>=0.1"
"STM14_3617","STM14_3617",2.11083759720762,4.52082951140397,13.5089040626563,0.0252119101901752,0.133073190877332,0.133073190877332,"thyA","thymidylate synthase","STM14_3617","SL1344_2979","protein_coding","-","FDR>=0.1"
"STM14_2579","STM14_2579",1.23575385439088,6.61415190611353,9.11118889662127,0.0253788314712265,0.133813228251972,0.133813228251972,"rfbN","rhamnosyl transferase","STM14_2579","SL1344_2062","protein_coding","-","FDR>=0.1"
"STM14_1083","STM14_1083",-2.4278059909981,6.63245356819542,9.08885389041741,0.0254953965625845,0.134286478845411,0.134286478845411,"lrp","leucine-responsive transcriptional regulator","STM14_1083","SL1344_0897","protein_coding","-","FDR>=0.1"
"STM14_3055","STM14_3055",-0.978422006978032,4.21577845794364,9.05432751923434,0.0256770298204616,0.135101094927197,0.135101094927197,"-","putative glycerate kinase","STM14_3055","SL1344_2455","pseudogene","-","FDR>=0.1"
"STnc1340","STnc1340",2.80458729334134,8.04635153037055,9.04603201591575,0.0257209330396746,0.135190087718499,0.135190087718499,"STnc1340","Overlap","STnc1340","STnc1340",NA,"-","FDR>=0.1"
"STM14_0469","STM14_0469",1.19921368320911,6.49755985679901,9.00815297938117,0.0259227118229677,0.136064239360487,0.136064239360487,"-","hypothetical protein","STM14_0469","STM14_0469",NA,"-","FDR>=0.1"
"STM14_4447","STM14_4447",1.18865507422019,5.49227737663641,9.00197967174356,0.0259558011113974,0.136064239360487,0.136064239360487,"yibL","hypothetical protein","STM14_4447","SL1344_3654","protein_coding","-","FDR>=0.1"
"STM14_4744","STM14_4744",-1.24323609301448,5.57471048397862,8.99120365173111,0.0260136994833965,0.136064239360487,0.136064239360487,"cyaY","frataxin-like protein","STM14_4744","SL1344_3898","protein_coding","-","FDR>=0.1"
"STM14_4050","STM14_4050",-0.742904768795996,7.71587871573545,8.98350439284926,0.0260551747649656,0.136064239360487,0.136064239360487,"-","putative regulatory protein","STM14_4050","SL1344_3330","protein_coding","-","FDR>=0.1"
"STnc070","STnc070",2.04387177644839,8.1449855844178,8.98026435566548,0.0260726555647609,0.136064239360487,0.136064239360487,"STnc070","Intergenic","STnc070","STnc070",NA,"-","FDR>=0.1"
"STM14_1410","STM14_1410",2.81634668401609,4.59140227448412,8.97793259608718,0.0260852458893137,0.136064239360487,0.136064239360487,"purB","adenylosuccinate lyase","STM14_1410","SL1344_1170","protein_coding","-","FDR>=0.1"
"STM14_0821","STM14_0821",0.913690192440927,7.27815080762388,8.96411935065735,0.0261600008857895,0.136064239360487,0.136064239360487,"kdpE","DNA-binding transcriptional activator KdpE","STM14_0821","SL1344_0684","protein_coding","-","FDR>=0.1"
"STM14_3056","STM14_3056",-2.45103081576838,3.69800918659213,12.8833902387442,0.0261628737125162,0.136064239360487,0.136064239360487,"-","hypothetical protein","STM14_3056","STM14_3056",NA,"-","FDR>=0.1"
"STM14_2866","STM14_2866",-3.1517279451188,4.7301374951842,13.0945552589743,0.0261717465946922,0.136064239360487,0.136064239360487,"nuoE","NADH dehydrogenase subunit E","STM14_2866","SL1344_2294","protein_coding","-","FDR>=0.1"
"STM14_3902","STM14_3902",1.2218492043414,6.49851586375946,8.95859250233697,0.0261899931792691,0.136064239360487,0.136064239360487,"ygjQ","putative integral membrane protein","STM14_3902","SL1344_3195","protein_coding","-","FDR>=0.1"
"STM14_1186","STM14_1186",0.999648320564914,7.25433888707202,8.95374634763789,0.0262163302153461,0.136064239360487,0.136064239360487,"-","tail assembly protein","STM14_1186","SL1344_0985","protein_coding","-","FDR>=0.1"
"STM14_1304","STM14_1304",2.05868964975511,5.16431605129987,13.141469214502,0.0262705083474317,0.136064239360487,0.136064239360487,"csgF","curli assembly protein CsgF","STM14_1304","SL1344_1077","protein_coding","-","FDR>=0.1"
"STM14_4950","STM14_4950",-2.50302751472712,4.46671914029268,13.0859965555094,0.0262860849810411,0.136064239360487,0.136064239360487,"-","hypothetical protein","STM14_4950","STM14_4950",NA,"-","FDR>=0.1"
"STM14_3516","STM14_3516",2.4256680999479,7.29872049351789,8.93851686696449,0.0262993324227563,0.136064239360487,0.136064239360487,"-","putative nucleoside-diphosphate-sugar epimerase","STM14_3516","SL1344_2893","protein_coding","-","FDR>=0.1"
"STM14_4267","STM14_4267",1.23810186174213,8.32379491911309,8.93132439195529,0.0263386568613154,0.136064239360487,0.136064239360487,"yhhW","putative cytoplasmic protein","STM14_4267","SL1344_3510","protein_coding","-","FDR>=0.1"
"STnc1820","STnc1820",-2.0780971267938,5.00509476134278,8.91766736930609,0.0264135470109351,0.136064239360487,0.136064239360487,"STnc1820","Overlap","STnc1820","ncRNA0268",NA,"-","FDR>=0.1"
"STM14_2679","STM14_2679",-1.49871560537806,5.68589390881371,8.90969325080902,0.0264574086256112,0.136064239360487,0.136064239360487,"yohG","multidrug resistance outer membrane protein MdtQ","STM14_2679","SL1344_2150","protein_coding","-","FDR>=0.1"
"STM14_0550","STM14_0550",1.5310519595478,7.17566013959427,8.90795139323991,0.0264670029363266,0.136064239360487,0.136064239360487,"ybaZ","putative methyltransferase","STM14_0550","SL1344_0460","protein_coding","-","FDR>=0.1"
"STM14_3431","STM14_3431",-0.989536769498333,7.65836262705714,8.90752294185718,0.0264693636134252,0.136064239360487,0.136064239360487,"-","anaerobic nitric oxide reductase flavorubredoxin","STM14_3431","SL1344_2820","protein_coding","-","FDR>=0.1"
"STM14_0627","STM14_0627",0.908364582187841,9.30174246202258,8.90429887461612,0.0264871367683894,0.136064239360487,0.136064239360487,"cysS","cysteinyl-tRNA synthetase","STM14_0627","SL1344_0530","protein_coding","-","FDR>=0.1"
"STM14_4663","STM14_4663",-2.55166896961783,5.3914948704339,13.0671890545574,0.0264873358511241,0.136064239360487,0.136064239360487,"atpA","F0F1 ATP synthase subunit alpha","STM14_4663","SL1344_3834","protein_coding","-","FDR>=0.1"
"STM14_4888","STM14_4888",2.77023343988416,10.653572459107,8.90235815426183,0.0264978431355764,0.136064239360487,0.136064239360487,"ushB","CDP-diacylglycerol pyrophosphatase","STM14_4888","SL1344_4013","protein_coding","-","FDR>=0.1"
"STM14_0327","STM14_0327",1.45524924796999,6.66066718177831,8.89979037257697,0.0265120178909633,0.136064239360487,0.136064239360487,"-","putative cytoplasmic protein","STM14_0327","SL1344_0274","protein_coding","SPI-6","FDR>=0.1"
"STM14_4832","STM14_4832",1.4950073237392,9.92807186822981,8.88867933445825,0.0265734728573742,0.136141291395211,0.136141291395211,"yihQ","alpha-glucosidase","STM14_4832","SL1344_3965","protein_coding","-","FDR>=0.1"
"STM14_2653","STM14_2653",1.91860171050348,9.73688378256799,8.88503003647722,0.0265936994817242,0.136141291395211,0.136141291395211,"stcC","putative outer membrane protein","STM14_2653","SL1344_2127","protein_coding","-","FDR>=0.1"
"STM14_2098","STM14_2098",-0.985303121080237,6.6327999624805,8.87874648306082,0.026628576023708,0.136141291395211,0.136141291395211,"yciB","intracellular septation protein A","STM14_2098","SL1344_1666","protein_coding","-","FDR>=0.1"
"STM14_2993","STM14_2993",-0.99554704813982,6.37925480588438,8.87745559430795,0.0266357487656831,0.136141291395211,0.136141291395211,"pdxK","pyridoxal kinase","STM14_2993","SL1344_2398","protein_coding","-","FDR>=0.1"
"STnc3010","STnc3010",-3.05657669435712,3.78741734628655,12.5251255186991,0.0266914383532019,0.13628686514902,0.13628686514902,"STnc3010","Overlap","STnc3010","STnc3010",NA,"-","FDR>=0.1"
"STM14_0862","STM14_0862",-1.64411092779317,2.76070135387894,10.2117973468984,0.0268768938621234,0.137094054333377,0.137094054333377,"cydB","cytochrome d terminal oxidase polypeptide subunit II","STM14_0862","SL1344_0723","protein_coding","-","FDR>=0.1"
"STM14_0142","STM14_0142",3.16754150894029,9.90021217285658,8.82631057041624,0.0269220681559804,0.137142734490848,0.137142734490848,"fruR","DNA-binding transcriptional regulator FruR","STM14_0142","SL1344_0118","protein_coding","-","FDR>=0.1"
"IsrO","IsrO",2.34840706301643,7.72723945597718,8.822920253145,0.0269411959950079,0.137142734490848,0.137142734490848,"IsrO","intragenic","IsrO","ncRNA0041",NA,"-","FDR>=0.1"
"STM14_3881","STM14_3881",-0.765289121649754,7.57166873515683,8.80997264836586,0.0270144160768415,0.13722775159418,0.13722775159418,"uppP","undecaprenyl pyrophosphate phosphatase","STM14_3881","SL1344_3178","protein_coding","-","FDR>=0.1"
"STM14_5205","STM14_5205",0.675988639425855,8.32560142096891,8.80615644997183,0.0270360489136743,0.13722775159418,0.13722775159418,"yjeH","inner membrane protein YjeH","STM14_5205","SL1344_4265","protein_coding","-","FDR>=0.1"
"STM14_2382","STM14_2382",2.03358207081245,4.91015931985278,12.8884950710058,0.0270400860098733,0.13722775159418,0.13722775159418,"fliT","flagellar biosynthesis protein FliT","STM14_2382","SL1344_1891","protein_coding","-","FDR>=0.1"
"STM14_5399","STM14_5399",2.55617799818531,6.47402053665987,8.77903534950661,0.0271904733644119,0.137512384228049,0.137512384228049,"-","hypothetical protein","STM14_5399","STM14_5399",NA,"-","FDR>=0.1"
"STM14_0796","STM14_0796",-2.00628988508788,5.15687696929833,8.77792894284768,0.0271967986544514,0.137512384228049,0.137512384228049,"nagB","glucosamine-6-phosphate deaminase","STM14_0796","SL1344_0666","protein_coding","-","FDR>=0.1"
"STM14_5483","STM14_5483",1.55636173107675,8.24944492068504,8.77685099675277,0.0272029631685688,0.137512384228049,0.137512384228049,"yjjV","putative deoxyribonuclease YjjV","STM14_5483","SL1344_4491","protein_coding","-","FDR>=0.1"
"STM14_3821","STM14_3821",-2.20782521689245,3.99259999529405,10.1166712434907,0.0272505418293713,0.137512384228049,0.137512384228049,"-","putative cytoplasmic protein","STM14_3821","SL1344_3129","protein_coding","-","FDR>=0.1"
"STM14_0400","STM14_0400",0.811583306005086,8.78251833530229,8.76800313947873,0.0272536340964189,0.137512384228049,0.137512384228049,"-","hypothetical protein","STM14_0400","SL1344_0338","protein_coding","-","FDR>=0.1"
"STM14_4366","STM14_4366",3.66029989368375,6.00525005599069,8.75707935843244,0.027316371585476,0.137512384228049,0.137512384228049,"-","hypothetical protein","STM14_4366","STM14_4366",NA,"-","FDR>=0.1"
"STM14_5443","STM14_5443",0.677846384059114,8.4800338785882,8.75046447158951,0.0273544581019677,0.137512384228049,0.137512384228049,"yjiA","putative GTP-binding protein YjiA","STM14_5443","SL1344_4461","protein_coding","-","FDR>=0.1"
"STM14_931","STM14_931",2.75180430646448,8.04496464252032,8.74742361368765,0.027371990768128,0.137512384228049,0.137512384228049,"moaB","molybdopterin biosynthetic protein B","STM14_931","SL1344_0779","protein_coding","-","FDR>=0.1"
"STM14_3736","STM14_3736",3.5327972341064,9.04644034520524,8.74019275323498,0.0274137433842013,0.137512384228049,0.137512384228049,"sprT","hypothetical protein","STM14_3736","SL1344_3067","protein_coding","-","FDR>=0.1"
"STnc380","STnc380",2.17756272718429,6.2398514698499,8.73993745653836,0.0274152191135584,0.137512384228049,0.137512384228049,"STnc380","Intergenic","STnc380","ncRNA0159",NA,"-","FDR>=0.1"
"STM14_4400","STM14_4400",1.86355616976327,8.309372711175,8.73881252532337,0.0274217230123655,0.137512384228049,0.137512384228049,"-","hypothetical protein","STM14_4400","SL1344_3616","protein_coding","-","FDR>=0.1"
"STM14_4379","STM14_4379",-0.950332641011382,6.59401425515699,8.73147643371292,0.0274641890450696,0.137512384228049,0.137512384228049,"-","conserved hypothetical protein","STM14_4379","STM14_4379",NA,"-","FDR>=0.1"
"STnc3390","STnc3390",1.50906456388591,2.49296988578332,10.0801828303688,0.0274729562875373,0.137512384228049,0.137512384228049,"STnc3390","Overlap","STnc3390","STnc3390",NA,"-","FDR>=0.1"
"IsrC","IsrC",1.93930329972181,6.07640293885561,12.72005901197,0.0275721152151804,0.137512384228049,0.137512384228049,"IsrC","Intergenic","IsrC","ncRNA0028",NA,"-","FDR>=0.1"
"STM14_3541","STM14_3541",3.05696234786294,8.96315247426127,8.70742542830539,0.0276040431564511,0.137512384228049,0.137512384228049,"ygbF","hypothetical protein","STM14_3541","SL1344_2916","protein_coding","-","FDR>=0.1"
"STM14_2738","STM14_2738",1.80310312828309,4.88947675925142,8.70572541744554,0.027613965306293,0.137512384228049,0.137512384228049,"-","hypothetical protein","STM14_2738","STM14_2738",NA,"-","FDR>=0.1"
"StyR-243","StyR-243",-2.38883462303209,4.00039277789902,12.5658523262295,0.027631133748082,0.137512384228049,0.137512384228049,"StyR-243","Antisense","StyR-243","ncRNA0458",NA,"-","FDR>=0.1"
"STM14_2576","STM14_2576",1.01342210973781,6.68896895115847,8.70001103761156,0.0276473531236271,0.137512384228049,0.137512384228049,"rfbP","undecaprenol-phosphate galactosephosphotransferase/O-antigen transferase","STM14_2576","SL1344_2059","protein_coding","-","FDR>=0.1"
"STM14_5238","STM14_5238",-1.73578883010355,4.06007210044957,8.70000529784259,0.0276473866874902,0.137512384228049,0.137512384228049,"yjeE","putative ATPase","STM14_5238","SL1344_4291","protein_coding","-","FDR>=0.1"
"STM14_4116","STM14_4116",1.41372652838003,7.25195573848124,8.69667777026207,0.0276668541010526,0.137512384228049,0.137512384228049,"yhdN","hypothetical protein","STM14_4116","SL1344_3380","protein_coding","-","FDR>=0.1"
"STM14_2512","STM14_2512",0.983154744821788,6.88468881103069,8.69568158696666,0.0276726858258881,0.137512384228049,0.137512384228049,"cbiL","cobalt-precorrin-2 C(20)-methyltransferase","STM14_2512","SL1344_2000","protein_coding","-","FDR>=0.1"
"STM14_3273","STM14_3273",1.99023899094855,5.71184446680883,12.6792441747858,0.0277034860709633,0.137529000722949,0.137529000722949,"-","hypothetical protein","STM14_3273","STM14_3273",NA,"-","FDR>=0.1"
"STM14_4770","STM14_4770",-2.32886334019014,5.23188208769112,8.68474600895349,0.0277368139268133,0.13755811976179,0.13755811976179,"-","hypothetical protein","STM14_4770","STM14_4770",NA,"-","FDR>=0.1"
"STM14_4455","STM14_4455",2.20897809472392,10.0136197731095,8.6699398902929,0.0278239633213703,0.137622810252979,0.137622810252979,"-","putative transcriptional regulator","STM14_4455","SL1344_3661","protein_coding","-","FDR>=0.1"
"STM14_3083","STM14_3083",0.904915347598627,10.6198814495962,8.66864359812237,0.0278316111391582,0.137622810252979,0.137622810252979,"ratA","putative outer membrane protein","STM14_3083","SL1344_2477","protein_coding","-","FDR>=0.1"
"STM14_4031","STM14_4031",1.93777315248058,3.71718442775265,12.639083186664,0.0278335319274014,0.137622810252979,0.137622810252979,"yhcK","transcriptional regulator NanR","STM14_4031","SL1344_3312","protein_coding","-","FDR>=0.1"
"STM14_2236","STM14_2236",-0.723273674313094,8.54715140777319,8.65279418532514,0.027925351467045,0.137622810252979,0.137622810252979,"-","putative inner membrane protein","STM14_2236","SL1344_1778","protein_coding","-","FDR>=0.1"
"STM14_0554","STM14_0554",2.7960837912784,7.3047851874716,8.65264937356291,0.0279262099329865,0.137622810252979,0.137622810252979,"rpmJ_1","50S ribosomal protein L36","STM14_0554","SL1344_0463","protein_coding","-","FDR>=0.1"
"STM14_3045","STM14_3045",2.11347870944172,6.0269463617461,12.6009070666468,0.0279583729391775,0.137622810252979,0.137622810252979,"yffB","hypothetical protein","STM14_3045","SL1344_2445","protein_coding","-","FDR>=0.1"
"STM14_2821","STM14_2821",1.12559013259863,8.06744092597087,8.64400762235822,0.0279775048455531,0.137622810252979,0.137622810252979,"glpC","sn-glycerol-3-phosphate dehydrogenase subunit C","STM14_2821","SL1344_2255","protein_coding","-","FDR>=0.1"
"STM14_4929","STM14_4929",-2.04646173440303,8.07248514436468,8.64224659140277,0.0279879735886812,0.137622810252979,0.137622810252979,"metL","bifunctional aspartate kinase II/homoserine dehydrogenase II","STM14_4929","SL1344_4050","protein_coding","-","FDR>=0.1"
"STM14_5218","STM14_5218",1.20853273032956,6.78160988526819,8.64070640184368,0.0279971338885578,0.137622810252979,0.137622810252979,"sugE","quaternary ammonium compound-resistance protein SugE","STM14_5218","SL1344_4275","protein_coding","-","FDR>=0.1"
"STM14_0069","STM14_0069",1.09719776743069,9.42065316997846,8.63187968549651,0.0280497099542946,0.1377460756481,0.1377460756481,"citC2","putative citrate lyase synthetase","STM14_0069","SL1344_0059","protein_coding","-","FDR>=0.1"
"STM14_3998","STM14_3998",1.04514782981421,8.60677016847682,8.60816342454498,0.0281916446129186,0.138290014373415,0.138290014373415,"yrbC","putative transport protein","STM14_3998","SL1344_3282","protein_coding","-","FDR>=0.1"
"STM14_0759","STM14_0759",1.77545867685966,8.49900411376156,8.60416164676607,0.0282156906946757,0.138290014373415,0.138290014373415,"-","2-keto-3-deoxygluconate permease","STM14_0759","SL1344_0639","protein_coding","-","FDR>=0.1"
"STM14_4071","STM14_4071",-2.0652494798715,6.27085293104918,8.59521791412795,0.0282695335833222,0.138418468933393,0.138418468933393,"yhdH","putative oxidoreductase","STM14_4071","SL1344_3349","protein_coding","-","FDR>=0.1"
"STM14_2232","STM14_2232",1.41302709288417,8.3106458232439,8.58718036551075,0.0283180408569271,0.138477724599551,0.138477724599551,"prc","carboxy-terminal protease","STM14_2232","SL1344_1774","protein_coding","-","FDR>=0.1"
"STM14_5243","STM14_5243",0.821577703791212,7.78714257234961,8.58405604436978,0.0283369270741745,0.138477724599551,0.138477724599551,"hflX","putative GTPase HflX","STM14_5243","SL1344_4296","protein_coding","-","FDR>=0.1"
"STnc1660","STnc1660",-1.17191508658038,4.26772963051691,8.57072570596656,0.0284177012269748,0.13873710082448,0.13873710082448,"STnc1660","Overlap","STnc1660","STnc1660",NA,"-","FDR>=0.1"
"STM14_2608","STM14_2608",0.757922027219382,7.88827359276166,8.54857446585014,0.0285526218186942,0.139260061041713,0.139260061041713,"wcaC","glycosyl transferase","STM14_2608","SL1344_2090","protein_coding","-","FDR>=0.1"
"STM14_2547","STM14_2547",1.92571141319978,8.51497076017628,8.53997062720991,0.0286052626870126,0.139340704318059,0.139340704318059,"pduX","propanediol utilization protein","STM14_2547","SL1344_2034","protein_coding","-","FDR>=0.1"
"STM14_5046","STM14_5046",-1.14349326189804,4.87252931593804,8.53678412120741,0.0286247923224762,0.139340704318059,0.139340704318059,"-","putative inner membrane protein","STM14_5046","SL1344_4132","protein_coding","-","FDR>=0.1"
"STM14_3939","STM14_3939",0.955616027291485,8.42587902597519,8.5251362792206,0.0286963354062608,0.139465735059132,0.139465735059132,"gatY_1","tagatose-bisphosphate aldolase","STM14_3939","SL1344_3226","protein_coding","-","FDR>=0.1"
"STM14_1082","STM14_1082",-2.54994048337751,5.46901475481492,12.3761487304327,0.028706163474938,0.139465735059132,0.139465735059132,"-","hypothetical protein","STM14_1082","STM14_1082",NA,"-","FDR>=0.1"
"STM14_2988","STM14_2988",-2.42315303485528,4.39195397800898,12.3088660723847,0.0287729989539435,0.139654992015798,0.139654992015798,"-","hypothetical protein","STM14_2988","STM14_2988",NA,"-","FDR>=0.1"
"STM14_2299","STM14_2299",0.879773832461236,7.88372035940441,8.50343156211564,0.028830302510727,0.139745255612777,0.139745255612777,"yebA","hypothetical protein","STM14_2299","SL1344_1824","protein_coding","-","FDR>=0.1"
"STM14_1380","STM14_1380",1.07016141841581,6.81050723683159,8.49666667222486,0.0288722317336277,0.139745255612777,0.139745255612777,"ycfL","putative outer membrane lipoprotein","STM14_1380","SL1344_1143","protein_coding","-","FDR>=0.1"
"STM14_3871","STM14_3871",-1.01115540237432,5.20649327169483,8.49617339003505,0.0288752923855508,0.139745255612777,0.139745255612777,"glgS","glycogen synthesis protein GlgS","STM14_3871","SL1344_3170","protein_coding","-","FDR>=0.1"
"STM14_0412","STM14_0412",0.748701494867736,9.84019025889166,8.47461581555496,0.0290094839779844,0.14025917494761,0.14025917494761,"-","putative cation transport ATPase","STM14_0412","SL1344_0348","protein_coding","-","FDR>=0.1"
