"Molecule","locus_tag","gene_name","gene_func","COG","description","theme","FDR_liver","logFC_liver","FDR_spleen","logFC_spleen"
"Chromosome","SL1344_1503","ompD","Gram-negative porin","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling",0.999204941602324,0.254096431881944,0.988369206293153,-0.255638658210259
"Chromosome","SL1344_1504","SL1344_1504","Glutathione-dependent formaldehyde-activating enzyme","S","Function Unknown","Poorly characterised",0.999204941602324,0.160305208568155,0.996188712105698,0.0612986462665088
"Chromosome","SL1344_1505","smvA","Major Facilitator Superfamily","EGP","Amino acid transport and metabolism;Carbohydrate transport and metabolism;Inorganic ion transport and metabolism","Metabolism",0.999204941602324,0.201730964938734,0.915335708716661,0.614253171454069
"Chromosome","SL1344_1507","narU","Major Facilitator Superfamily","P","Inorganic ion transport and metabolism","Metabolism",0.178383809873271,1.19729159264804,0.00108853853459795,1.97166572718763
"Chromosome","SL1344_1508","narZ","Respiratory nitrate reductase alpha N-terminal","C","Energy production and conversion","Metabolism",0.219330949326191,1.04795169194144,0.458916597821924,0.926196491036208
"Chromosome","SL1344_1509","narY","Respiratory nitrate reductase beta C-terminal","C","Energy production and conversion","Metabolism",0.833909477544915,0.71576718110231,0.859461306155177,0.679048229527186
"Chromosome","SL1344_1510","narW","Nitrate reductase delta subunit","C","Energy production and conversion","Metabolism",0.648409616061574,0.871641425067215,0.930582306278264,0.520773760618299
"Chromosome","SL1344_1511","narV","Nitrate reductase gamma subunit","C","Energy production and conversion","Metabolism",0.999204941602324,0.577119402671251,0.904178489615496,0.632413237917336
"Chromosome","SL1344_1512","yddE","Phenazine biosynthesis-like protein","S","Function Unknown","Poorly characterised",0.999204941602324,0.291630785799049,0.988369206293153,0.329016630822227
"Chromosome","SL1344_1515","ansP","Amino acid permease","E","Amino acid transport and metabolism","Metabolism",0.999204941602324,0.0592817151501383,0.776523617809539,0.786352504815796
"Chromosome","SL1344_1517","SL1344_1517","DNA binding","S","Function Unknown","Poorly characterised",0.999204941602324,-0.646459819854043,0.982902954224254,-0.393586850358022
"Chromosome","SL1344_1518","yncD","Outer membrane protein beta-barrel family","P","Inorganic ion transport and metabolism","Metabolism",0.677421843802348,-0.425557139536887,0.656986324088621,0.787770459836391
"Chromosome","SL1344_1519","yncC","FCD domain","K","Transcription","Information storage and processing",0.00041063075213191,2.05904772276741,0.084603946127498,1.31016324337952
"Chromosome","SL1344_1523","ydcY","Protein of unknown function (DUF2526)","S","Function Unknown","Poorly characterised",0.992898629797074,0.658962076612388,0.68205094760267,0.861651974990258
"Chromosome","SL1344_1524","srfA","Virulence effector protein","S","Function Unknown","Poorly characterised",0.239853056971878,0.985776227205646,0.313143665131958,0.863240272559718
"Chromosome","SL1344_1525","srfB","Virulence factor SrfB","S","Function Unknown","Poorly characterised",0.993633108324448,-0.00899730199173905,0.536996282758042,0.947954653127908
"Chromosome","SL1344_1526","srfC","Putative bacterial virulence factor","S","Function Unknown","Poorly characterised",0.85924983059665,0.20055889698581,0.733563591568206,0.806702517462535
"Chromosome","SL1344_1528","ydcW","Catalyzes the oxidation of 1-pyrroline, which is spontaneously formed from 4-aminobutanal, leading to 4- aminobutanoate (GABA)","C","Energy production and conversion","Metabolism",0.566495250827069,-0.575393527524113,0.698780883844018,-0.518102507729151
"Chromosome","SL1344_1529","ydcR","helix_turn_helix gluconate operon transcriptional repressor","K","Transcription","Information storage and processing",0.999204941602324,0.381989017263659,0.536996282758042,0.904211520378398
"Chromosome","SL1344_1530","pdgL","Catalyzes hydrolysis of the D-alanyl-D-alanine dipeptide","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling",0.20086097847459,1.08162691496187,0.0114428119197953,1.49230933719923
"Chromosome","SL1344_1532","sifB","Sif protein","S","Function Unknown","Poorly characterised",0.0471129698090476,1.30426640030668,0.00850241358713069,1.5738594569467
"Chromosome","SL1344_1533","yncJ","Protein of unknown function (DUF2554)","S","Function Unknown","Poorly characterised",0.358848234211978,0.90232349530939,0.054066305507236,1.36307695098955
"Chromosome","SL1344_1534","ydcP","Collagenase","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling",0.999204941602324,0.50301713210352,0.99400186441179,0.113912797572885
"Chromosome","SL1344_1535","ydcN","Helix-turn-helix domain","K","Transcription","Information storage and processing",0.901222919592561,-0.138820015602445,0.840525706673501,0.688303607484839
"Chromosome","SL1344_1536","SL1344_1536","Benzoate membrane transport protein","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism",0.620209055581702,-0.4981247998869,0.286859898133364,1.12253561222581
"Chromosome","SL1344_1537","SL1344_1537","Protein of unknown function (DUF3313)","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling",0.682465190678341,0.409596692956578,0.77269276373749,0.351587535342962
"Chromosome","SL1344_1538","tehB","Tellurite resistance protein TehB","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism",0.999204941602324,0.57454124847561,0.866705210386328,0.681769013130926
"Chromosome","SL1344_1539","tehA","Voltage-dependent anion channel","P","Inorganic ion transport and metabolism","Metabolism",0.999204941602324,0.0979158450296507,0.624200459351227,0.837689919605383
"Chromosome","SL1344_1542","SL1344_1542","M42 glutamyl aminopeptidase","E","Amino acid transport and metabolism","Metabolism",0.538205259357518,-0.603046714993385,0.628806012399237,-0.51593492874835
"Chromosome","SL1344_1543","SL1344_1543","PTS system, Lactose/Cellobiose specific IIB subunit","G","Carbohydrate transport and metabolism","Metabolism",0.999204941602324,0.319733571437738,0.984529341801593,0.336382915736533
"Chromosome","SL1344_1544","SL1344_1544","PTS system sugar-specific permease component","G","Carbohydrate transport and metabolism","Metabolism",0.999204941602324,0.197001590088642,0.848041340534226,-0.835665062360671
"Chromosome","SL1344_1545","SL1344_1545","BtpA family","S","Function Unknown","Poorly characterised",0.98437353427509,0.653150290647515,0.396828176124253,1.06631738980589
"Chromosome","SL1344_1546","SL1344_1546","Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2","G","Carbohydrate transport and metabolism","Metabolism",0.999204941602324,0.482912336150094,0.993614942857309,-0.133309403270078
"Chromosome","SL1344_1547","SL1344_1547","Ribulose-phosphate 3 epimerase family","G","Carbohydrate transport and metabolism","Metabolism",0.979650771482999,0.701038942589794,0.680099551919485,0.969540364573076
"Chromosome","SL1344_1549","aac","Catalyzes the transfer of an acetyl group from acetyl- CoA to the 6'-amino group of aminoglycoside molecules conferring resistance to antibiotics containing the purpurosamine ring","K","Transcription","Information storage and processing",0.553645945157167,0.67257873042767,0.180887739737961,1.23477097513883
"Chromosome","SL1344_1550","SL1344_1550","FMN-dependent dehydrogenase","C","Energy production and conversion","Metabolism",0.537051235591226,0.609347848989111,0.806443562671915,0.314637444998651
"Chromosome","SL1344_1551","SL1344_1551","YceI-like domain","S","Function Unknown","Poorly characterised",0.308743507574757,0.976426265809121,0.339751397615758,0.905360021310078
"Chromosome","SL1344_1552","ydcG","Probably involved in the control of the structural glucose backbone of osmoregulated periplasmic glucans (OPGs)","P","Inorganic ion transport and metabolism","Metabolism",0.999204941602324,0.26865912081042,0.955106764811192,0.471174478278332
"Chromosome","SL1344_1553","SL1344_1553","Carboxylesterase family","I","Lipid transport and metabolism","Metabolism",0.999204941602324,0.560201925817117,0.995125012877387,0.064665553606042
"Chromosome","SL1344_1554","SL1344_1554","DUF1338","S","Function Unknown","Poorly characterised",0.793409139520285,0.802720799053768,0.624200459351227,0.948279033714123
"Chromosome","SL1344_1555","ydcI","LysR substrate binding domain","K","Transcription","Information storage and processing",0.999204941602324,0.578363185843961,0.72805259526521,0.812899109144578
"Chromosome","SL1344_1556","trg","Homologues of the ligand binding domain of Tar","NT","Cell motility;Signal transduction mechanisms","Cellular processes and signaling",0.537670686951345,0.979612200882692,0.988369206293153,0.272060276171246
"Chromosome","SL1344_1560","SL1344_1560","-","-","no category","no theme",0.311672402842749,0.943979123401992,0.282980278680237,1.02894638859899
"Chromosome","SL1344_1561","sseJ","lipase activity","I","Lipid transport and metabolism","Metabolism",0.620017286643367,-0.522805890542553,0.510601217131467,-0.684700760890796
"Chromosome","SL1344_1563","SL1344_1563","Ligated ion channel L-glutamate- and glycine-binding site","ET","Amino acid transport and metabolism;Signal transduction mechanisms","Metabolism;Cellular processes and signaling",0.517821993723671,-0.615857036197111,0.383696663680818,-0.769514514030317
"Chromosome","SL1344_1564","SL1344_1564","Binding-protein-dependent transport system inner membrane component","P","Inorganic ion transport and metabolism","Metabolism",0.536640531715843,0.646261902683068,0.230554327675335,1.04769275240444
"Chromosome","SL1344_1565","SL1344_1565","AAA domain, putative AbiEii toxin, Type IV TA system","E","Amino acid transport and metabolism","Metabolism",0.43856732903036,0.723507785216067,0.402767435747845,0.786472036454493
"Chromosome","SL1344_1566","SL1344_1566","Binding-protein-dependent transport system inner membrane component","P","Inorganic ion transport and metabolism","Metabolism",0.739986700020195,0.345577790470932,0.885536465369998,0.219788483701343
"Chromosome","SL1344_1567","SL1344_1567","Dolichyl-phosphate-mannose-protein mannosyltransferase","S","Function Unknown","Poorly characterised",0.37008092389314,0.878195668681381,0.0640470300127858,1.33584437938207
"Chromosome","SL1344_1571","hrpA","Helicase associated domain (HA2)  Add an annotation","L","Replication, recombination and repair ","Information storage and processing",0.999204941602324,0.246459311467907,0.923267460907765,0.562100474908942
"Chromosome","SL1344_1573","SL1344_1573","Glutathione-dependent formaldehyde-activating enzyme","S","Function Unknown","Poorly characterised",0.999204941602324,-0.254408789219245,0.985490075817696,0.281809300692358
"Chromosome","SL1344_1574","ydbL","Protein of unknown function (DUF1318)","S","Function Unknown","Poorly characterised",0.466903987918535,0.806512884609703,0.0502268242365954,1.63380869794994
"Chromosome","SL1344_1576","ydbH","Dicarboxylate transport","S","Function Unknown","Poorly characterised",0.202418607843856,1.06276603286829,0.273306915438348,1.19942169041975
"Chromosome","SL1344_1581","nifJ","Oxidoreductase required for the transfer of electrons from pyruvate to flavodoxin","C","Energy production and conversion","Metabolism",0.999204941602324,0.478771641396207,0.98048630995855,0.319769319483035
"Chromosome","SL1344_1582","ynaF","Universal stress protein family","T","Signal transduction mechanisms","Cellular processes and signaling",0.358883152844779,0.84439746966424,0.000382611444591072,1.93398676695097
"Chromosome","SL1344_1583","SL1344_1583","Small Multidrug Resistance protein","P","Inorganic ion transport and metabolism","Metabolism",0.999204941602324,0.445584265900371,0.624200459351227,0.926759961878832
"Chromosome","SL1344_1585","ydaO","Catalyzes the ATP-dependent 2-thiolation of cytidine in position 32 of tRNA, to form 2-thiocytidine (s(2)C32). The sulfur atoms are provided by the cysteine cysteine desulfurase (IscS) system","J"," Translation, ribosomal structure and biogenesis","Information storage and processing",0.918454367275643,0.758325369548383,0.700985623627054,0.905360992465799
"Chromosome","SL1344_1586","dbpA","DEAD-box RNA helicase involved in the assembly of the 50S ribosomal subunit. Has an RNA-dependent ATPase activity, which is specific for 23S rRNA, and a 3' to 5' RNA helicase activity that uses the energy of ATP hydrolysis to destabilize and unwind short rRNA duplexes","F","Nucleotide transport and metabolism","Metabolism",0.79297129256546,0.293511243966807,0.868771378507245,0.627579525018796
"Chromosome","SL1344_1587","zntB","Mediates efflux of zinc ions","P","Inorganic ion transport and metabolism","Metabolism",0.0991319406687274,1.21115196524577,0.155607632176623,1.16801278733068
"Chromosome","SL1344_1588","SL1344_1588","Methyl-accepting chemotaxis-like domains (chemotaxis sensory transducer).","NT","Cell motility;Signal transduction mechanisms","Cellular processes and signaling",0.370140386194479,0.860072955379337,0.0207965976234169,1.54594456129738
"Chromosome","SL1344_1589","ydaL","Small MutS-related domain","S","Function Unknown","Poorly characterised",0.999204941602324,0.564854139070146,0.99400186441179,-0.122634177532738
"Chromosome","SL1344_1590","ogt","Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) and O4-methylthymine (O4-MeT) in DNA. Repairs the methylated nucleobase in DNA by stoichiometrically transferring the methyl group to a cysteine residue in the enzyme. This is a suicide reaction the enzyme is irreversibly inactivated","L","Replication, recombination and repair ","Information storage and processing",0.711605025079753,-0.383077887313421,0.827939363510137,-0.25669672580303
"Chromosome","SL1344_1591","fnr","Global transcription factor that controls the expression of over 100 target genes in response to anoxia","K","Transcription","Information storage and processing",0.999204941602324,-0.0906343096469785,0.955106764811192,0.494628689804877
"Chromosome","SL1344_1592","ydaA","Universal stress protein family","T","Signal transduction mechanisms","Cellular processes and signaling",0.999204941602324,0.538232423065759,0.988369206293153,0.261731540711126
"Chromosome","SL1344_1594","ynaI","Mechanosensitive ion channel","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling",0.552652118115622,-0.573763444105887,0.605077975098568,-0.542938049702308
"Chromosome","SL1344_1596","SL1344_1596","B3/4 domain","S","Function Unknown","Poorly characterised",0.999204941602324,0.562976267112892,0.763788623218795,0.770881531432461
"Chromosome","SL1344_1597","SL1344_1597","Redoxin","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling",0.54716098207328,0.620831825581558,0.44645951910632,0.78300438407462
"Chromosome","SL1344_1598","SL1344_1598","Zinc-regulated secreted antivirulence protein C-terminal domain","S","Function Unknown","Poorly characterised",0.310318021058323,0.947683290208684,0.00101506047635313,1.90202515162317
"Chromosome","SL1344_1599","SL1344_1599","Pfam:Invasin_beta","S","Function Unknown","Poorly characterised",0.94232298040144,-0.0885552904356719,0.795589291414253,-0.390925183982266
"Chromosome","SL1344_1600","SL1344_1600","-","-","no category","no theme",0.400629543597345,0.810940634911688,0.143176349221603,1.16371102164891
"Chromosome","SL1344_1601","SL1344_1601","hypothetical transcriptional regulator (pseudogene)",NA,"no category","no theme",0.893827917505501,-0.15333066420941,0.988588017848455,-0.0306928457569905
"Chromosome","SL1344_1602","SL1344_1602","-","-","no category","no theme",0.31640627086726,0.947523085803452,0.0196241408374201,1.61380236209427
"Chromosome","SL1344_1603","SL1344_1603","Bacterial protein of unknown function (DUF903)","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling",0.999443751142707,0.000801674774700026,0.960906097861678,0.436245964286335
"Chromosome","SL1344_1604","SL1344_1604","Bacterial regulatory proteins, tetR family","K","Transcription","Information storage and processing",0.995156858950499,0.00628524504650852,0.878250872902354,0.202206034894731
"Chromosome","SL1344_1607","SL1344_1607","LysR substrate binding domain","K","Transcription","Information storage and processing",0.584524020485577,0.565395365332654,0.637956401172984,0.532313556051161
"Chromosome","SL1344_1610","ycjI","Protein of unknown function (DUF2817)","E","Amino acid transport and metabolism","Metabolism",0.779028055768798,0.30254856070339,0.47122173361377,1.0093756066819
"Chromosome","SL1344_1611","ycjG","Mandelate racemase / muconate lactonizing enzyme, C-terminal domain","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling",0.956794558232255,0.691504714569101,0.839532510342434,0.753030059894495
"Chromosome","SL1344_1612","tpx","Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling",0.999204941602324,0.464356197727191,0.866705210386328,0.673290489213286
"Chromosome","SL1344_1613","tyrR","Sigma-54 interaction domain","K","Transcription","Information storage and processing",0.572744014088407,-0.985690949788243,0.945453245640995,-0.602523322712657
"Chromosome","SL1344_1614","ycjF","Domain of unknown function (DUF697)","S","Function Unknown","Poorly characterised",0.665555952281213,-0.427015849991123,0.885203850809693,0.648423712256938
"Chromosome","SL1344_1615","ycjX","YcjX-like family, DUF463","S","Function Unknown","Poorly characterised",0.999204941602324,0.23837819746837,0.839532510342434,0.80280013826394
"Chromosome","SL1344_1616","pspE","Rhodanese Homology Domain","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling",0.999204941602324,0.0327470604633439,0.99918753221705,-0.0440492771076426
"Chromosome","SL1344_1618","pspC","PspC domain","KT","Transcription;Signal transduction mechanisms","Information storage and processing;Cellular processes and signaling",0.999204941602324,0.0749471230810942,0.988369206293153,0.218002553071997
"Chromosome","SL1344_1620","pspA","PspA/IM30 family","KT","Transcription;Signal transduction mechanisms","Information storage and processing;Cellular processes and signaling",0.657841989601961,0.489386490559364,0.480049370194521,0.705645684045811
"Chromosome","SL1344_1621","pspF","Sigma-54 interaction domain","K","Transcription","Information storage and processing",0.999204941602324,0.385141965061055,0.999304589921669,0.0326147461087192
"Chromosome","SL1344_1622","sapA","Bacterial extracellular solute-binding proteins, family 5 Middle","E","Amino acid transport and metabolism","Metabolism",9.1e-08,-3.47016452390849,2.04e-07,-3.86008755076139
"Chromosome","SL1344_1624","sapC","N-terminal TM domain of oligopeptide transport permease C","V","Defense mechanisms","Cellular processes and signaling",0.113055305846175,-1.53859694886302,0.218423746906152,-1.62989632614571
"Chromosome","SL1344_1625","sapD","Oligopeptide/dipeptide transporter, C-terminal region","P","Inorganic ion transport and metabolism","Metabolism",1.72e-07,-3.47725922347003,8.34e-06,-3.45536168192414
"Chromosome","SL1344_1627","SL1344_1627","EAL domain","T","Signal transduction mechanisms","Cellular processes and signaling",0.801549389639429,0.326701556012466,0.87707234913697,0.286048615176716
"Chromosome","SL1344_1628","steC","-","-","no category","no theme",0.576059854063024,0.501173769797234,0.86077243852452,0.228718897976973
"Chromosome","SL1344_1630","ycjE","conserved hypothetical protein",NA,"no category","no theme",0.714775907923083,0.355505825655889,0.781620432737315,0.325592214010193
"Chromosome","SL1344_1632","yciW","protein conserved in bacteria","S","Function Unknown","Poorly characterised",0.85924983059665,0.191790874195721,0.632746234947327,0.490788878583476
"Chromosome","SL1344_1633","rnb","Involved in mRNA degradation. Hydrolyzes single-stranded polyribonucleotides processively in the 3' to 5' direction","J"," Translation, ribosomal structure and biogenesis","Information storage and processing",0.999204941602324,-0.161996580424764,0.98048630995855,-0.392770997311809
"Chromosome","SL1344_1634","yciR","PAS domain","T","Signal transduction mechanisms","Cellular processes and signaling",0.999204941602324,0.368991065651804,0.999304589921669,-0.0215758647901958
"Chromosome","SL1344_1636","yciT","M protein trans-acting positive regulator (MGA) HTH domain","K","Transcription","Information storage and processing",0.989316503724269,0.0161280390483373,0.954628649076377,-0.088427704031171
"Chromosome","SL1344_1637","osmB","Glycine zipper 2TM domain","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling",0.903794172970895,0.148082463465305,0.897768600397218,0.186786051693283
"Chromosome","SL1344_1641","yciS","involved in the assembly of lipopolysaccharide (LPS)","S","Function Unknown","Poorly characterised",0.00520438258260627,-2.15073720355133,0.0134598913042225,-2.21272452152886
"Chromosome","SL1344_1642","pgpB","PAP2 superfamily","I","Lipid transport and metabolism","Metabolism",0.782240412024683,0.280707796918328,0.839224364180213,0.251466170771275
"Chromosome","SL1344_1644","acnA","Catalyzes the isomerization of citrate to isocitrate via cis-aconitate","C","Energy production and conversion","Metabolism",0.704586695083757,0.401520518906312,0.877415477357578,0.215302110222851
"Chromosome","SL1344_1645","cysB","LysR substrate binding domain","K","Transcription","Information storage and processing",3.16e-10,-3.68513947397508,1.36e-08,-3.96949582191438
"Chromosome","SL1344_1648","sohB","Peptidase family S49 N-terminal","OU","Post-translational modification, protein turnover, and chaperones; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling",0.842553359386887,0.696387993849843,0.45969370089358,0.725168913786949
"Chromosome","SL1344_1650","btuR","Required for both de novo synthesis of the corrin ring for the assimilation of exogenous corrinoids. Participates in the adenosylation of a variety of incomplete and complete corrinoids","H","Coenzyme transport and metabolism","Metabolism",0.0897306145307415,1.26562753356316,0.00813601599444875,1.65689623523014
"Chromosome","SL1344_1651","yciL","S4 domain","J"," Translation, ribosomal structure and biogenesis","Information storage and processing",0.0798980261374244,-1.50081053220478,0.482346109989216,-1.1194710422221
"Chromosome","SL1344_1652","yciO","Telomere recombination","J"," Translation, ribosomal structure and biogenesis","Information storage and processing",0.999204941602324,0.636465329580524,0.813060926590466,0.795443800265314
"Chromosome","SL1344_1653","trpH","DNA polymerase alpha chain like domain","S","Function Unknown","Poorly characterised",0.31640627086726,0.951475614534009,0.730785462401566,0.454975336435333
"Chromosome","SL1344_1655","trpD","Catalyzes the transfer of the phosphoribosyl group of 5- phosphorylribose-1-pyrophosphate (PRPP) to anthranilate to yield N-(5'-phosphoribosyl)-anthranilate (PRA)","F","Nucleotide transport and metabolism","Metabolism",0.639272511041416,0.861833479715358,0.884519629683759,0.638554247544923
"Chromosome","SL1344_1656","trpC","Indole-3-glycerol phosphate synthase","E","Amino acid transport and metabolism","Metabolism",0.549755423743125,0.576153891875392,0.526419784033946,0.962201120658881
"Chromosome","SL1344_1657","trpB","The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine","E","Amino acid transport and metabolism","Metabolism",0.999204941602324,0.0599080455063396,0.976457618548459,0.48212324722207
"Chromosome","SL1344_1658","trpA","The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3- phosphate","E","Amino acid transport and metabolism","Metabolism",0.401935480486345,0.854396285828033,0.269359268494419,1.0211203038921
"Chromosome","SL1344_1660","yciF","Domain of unknown function (DUF892)","S","Function Unknown","Poorly characterised",0.288715904121289,0.973334553860125,0.329821830500473,-0.928856553407731
"Chromosome","SL1344_1661","yciE","Domain of unknown function (DUF892)","S","Function Unknown","Poorly characterised",0.494160441114568,-0.674862499458037,0.820014668088668,-0.288863162889085
"Chromosome","SL1344_1662","katN","Manganese containing catalase","P","Inorganic ion transport and metabolism","Metabolism",0.674009361334132,0.423185275337857,0.709706343683038,0.438080971737103
"Chromosome","SL1344_1663","ompW","OmpW family","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling",0.999204941602324,-0.0481539428375775,0.98048630995855,-0.344501206148487
"Chromosome","SL1344_1665","yciC","Uncharacterised protein family (UPF0259)","S","Function Unknown","Poorly characterised",0.999204941602324,0.549184519459018,0.910624072000667,0.630286163887505
"Chromosome","SL1344_1666","ispZ","probably involved in intracellular septation","D","Cell cycle control, cell division, chromosome partitioning","Cellular processes and signaling",0.999204941602324,0.31429089426286,0.999304589921669,-0.0335384159304951
"Chromosome","SL1344_1669","yciI","YCII-related domain","S","Function Unknown","Poorly characterised",0.999204941602324,-0.255545482738416,0.98048630995855,0.305798537373674
"Chromosome","SL1344_1670","cls","Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol","I","Lipid transport and metabolism","Metabolism",0.999204941602324,-0.0866812362396239,0.937287901690085,0.573596654914934
"Chromosome","SL1344_1672","SL1344_1672","Ion transport protein","P","Inorganic ion transport and metabolism","Metabolism",0.919162675781834,0.119374337321318,0.837807707199256,0.255575467955336
"Chromosome","SL1344_1673","oppF","Oligopeptide/dipeptide transporter, C-terminal region","P","Inorganic ion transport and metabolism","Metabolism",0.999204941602324,0.169166930231834,0.951840989196517,0.544349000485813
"Chromosome","SL1344_1677","oppA","Bacterial extracellular solute-binding proteins, family 5 Middle","E","Amino acid transport and metabolism","Metabolism",0.884480634734178,0.175042230905333,0.960906097861678,-0.455723377757695
"Chromosome","SL1344_1679","ychE","MarC family integral membrane protein","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling",0.999204941602324,0.396274447775536,0.995125012877387,0.0828615330274233
"Chromosome","SL1344_1680","adh","Iron-containing alcohol dehydrogenase","C","Energy production and conversion","Metabolism",0.417712133153874,0.818082140684435,0.497771675402214,0.762030680953652
"Chromosome","SL1344_1681","tdk","Thymidine kinase","F","Nucleotide transport and metabolism","Metabolism",0.50559249532843,0.66842468293955,0.215848948147937,1.05730097361518
"Chromosome","SL1344_1684","hnr","Regulates the turnover of the sigma S factor (RpoS) by promoting its proteolysis in exponentially growing cells. Acts by binding and delivering RpoS to the ClpXP protease. RssB is not co- degraded with RpoS, but is released from the complex and can initiate a new cycle of RpoS recognition and degradation","KT","Transcription;Signal transduction mechanisms","Information storage and processing;Cellular processes and signaling",0.999204941602324,-0.578574119734638,0.624200459351227,-0.988655466655797
"Chromosome","SL1344_1685","ychK","Patatin-like phospholipase","S","Function Unknown","Poorly characterised",1.42e-07,-3.08883960307792,2.77e-07,-3.45507656462287
"Chromosome","SL1344_1687","purU","Catalyzes the hydrolysis of 10-formyltetrahydrofolate (formyl-FH4) to formate and tetrahydrofolate (FH4)","F","Nucleotide transport and metabolism","Metabolism",0.999204941602324,-0.270849568253435,0.994479596260279,-0.105808284668782
"Chromosome","SL1344_1688","SL1344_1688","Sel1-like repeats.","S","Function Unknown","Poorly characterised",0.999204941602324,0.317698944578901,0.988369206293153,0.345220898010969
"Chromosome","SL1344_1689","narI","Nitrate reductase gamma subunit","C","Energy production and conversion","Metabolism",0.164576518230259,1.12192710990907,0.152913465415486,1.14890853048214
"Chromosome","SL1344_1690","narJ","Nitrate reductase delta subunit","C","Energy production and conversion","Metabolism",0.999204941602324,0.535342971942602,0.974165979876778,0.406508077607417
"Chromosome","SL1344_1691","narH","Respiratory nitrate reductase beta C-terminal","C","Energy production and conversion","Metabolism",0.999204941602324,-0.0365462975801047,0.793489008006783,0.691396957923035
"Chromosome","SL1344_1692","narG","Respiratory nitrate reductase alpha N-terminal","C","Energy production and conversion","Metabolism",0.0864157153230631,1.32840735363469,0.676437783498573,0.485117337891676
"Chromosome","SL1344_1693","narK","Major Facilitator Superfamily","P","Inorganic ion transport and metabolism","Metabolism",0.858700580055162,0.72350166103268,0.754287579476015,0.784354083149227
"Chromosome","SL1344_1694","narX","Type IV pili methyl-accepting chemotaxis transducer N-term","T","Signal transduction mechanisms","Cellular processes and signaling",0.532553135504548,0.952789438459805,0.839532510342434,0.694021949446499
"Chromosome","SL1344_1696","ychP","Pfam:Invasin_beta","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling",0.858700580055162,0.738734311527355,0.861734407844875,0.680963155297839
"Chromosome","SL1344_1697","ychN","DsrE/DsrF-like family","P","Inorganic ion transport and metabolism","Metabolism",0.563249507627326,-0.597769118767456,0.998649937926747,0.00665436683197126
"Chromosome","SL1344_1698","chaB","ChaB","S","Function Unknown","Poorly characterised",0.999204941602324,-0.389183565324727,0.995125012877387,-0.0935966476094531
"Chromosome","SL1344_1699","chaA","Sodium/calcium exchanger protein","P","Inorganic ion transport and metabolism","Metabolism",0.619574137254042,-0.511908543484772,0.565270398616251,-0.695551959663461
"Chromosome","SL1344_1701","ychA","Transglutaminase-like superfamily","S","Function Unknown","Poorly characterised",0.432795940222528,-0.845416766408514,0.475719574956086,-0.675315431392107
"Chromosome","SL1344_1703","hemK","Methylates the class 1 translation termination release factors RF1 PrfA and RF2 PrfB on the glutamine residue of the universally conserved GGQ motif","J"," Translation, ribosomal structure and biogenesis","Information storage and processing",0.814979257491707,-1.12294186211456,0.138554135345122,1.36098918183865
"Chromosome","SL1344_1709","ychM","STAS domain","P","Inorganic ion transport and metabolism","Metabolism",0.637127845383369,0.445601264216338,0.841370707485775,0.259580998888632
"Chromosome","SL1344_1710","ychH","Protein of unknown function (DUF2583)","S","Function Unknown","Poorly characterised",0.279956345124409,1.02339032046892,0.667050447372671,0.519217033452398
"Chromosome","SL1344_1712","ychF","ATPase that binds to both the 70S ribosome and the 50S ribosomal subunit in a nucleotide-independent manner","J"," Translation, ribosomal structure and biogenesis","Information storage and processing",0.0113886419170003,-1.90013965840657,0.101337614292664,-1.65311222480459
"Chromosome","SL1344_1713","SL1344_1713","Protein of unknown function (DUF4427)","S","Function Unknown","Poorly characterised",0.714775907923083,-0.334697140107492,0.940747275041465,-0.103380218133076
"Chromosome","SL1344_1714","hyaA","NiFe/NiFeSe hydrogenase small subunit C-terminal","C","Energy production and conversion","Metabolism",0.999204941602324,0.0823166251893468,0.59457423409852,0.857645816151439
