seq,start,end,strand,locus_tag,com_id,type,description,locus_tag,WT_INPUT_R1,WT_INPUT_R2,WT_INPUT_R3,WT_OUTPUT_R1,WT_OUTPUT_R2,WT_OUTPUT_R3,WT_INPUT_R4,WT_OUTPUT_R4,WT_INPUT_R5,WT_OUTPUT_R5,WT_INPUT_R6,WT_OUTPUT_R6,WT_INPUT_R7,WT_OUTPUT_R7,WT_INPUT_R8,WT_OUTPUT_R8,WT_INPUT_R9,WT_OUTPUT_R9
FQ312003.1,555571,556366,-1,SL1344_0489,ybaP,CDS,conserved hypothetical protein,SL1344_0489,282,271,191,196,144,113,214,209,186,149,274,94,247,192,221,189,351,206
FQ312003.1,556451,557279,-1,SL1344_0490,SL1344_0490,CDS,probable secreted protein,SL1344_0490,282,963,723,167,437,583,456,244,346,323,380,167,407,235,423,297,418,334
FQ312003.1,557432,559934,-1,SL1344_0491,copA,CDS,copper-transporting ATPase,SL1344_0491,1187,1046,828,1199,573,700,959,728,798,741,1020,490,1045,692,882,784,1191,679
FQ312003.1,560043,560460,1,SL1344_0492,cueR,CDS,copper efflux regulator,SL1344_0492,155,148,125,179,72,76,108,89,129,91,185,72,198,118,160,103,155,74
FQ312003.1,560460,560913,-1,SL1344_0493,ybbJ,CDS,hypothetical membrane protein,SL1344_0493,204,164,135,220,74,104,171,119,118,145,140,65,129,113,178,136,203,118
FQ312003.1,560909,561827,-1,SL1344_0494,ybbK,CDS,hypothetical membrane protein,SL1344_0494,704,688,472,639,371,371,587,412,509,410,686,258,639,447,642,497,635,433
FQ312003.1,561973,562651,1,SL1344_0495,ybbL,CDS,hypothetical ABC transporter ATP-binding protein,SL1344_0495,679,1128,920,466,633,790,866,596,712,542,934,367,735,647,920,728,854,622
FQ312003.1,562637,563417,1,SL1344_0496,ybbM,CDS,hypothetical membrane protein,SL1344_0496,1004,809,771,808,408,536,726,584,707,564,758,307,750,633,878,679,885,580
FQ312003.1,563502,564357,-1,SL1344_0497,ybbN,CDS,thioredoxin-like protein,SL1344_0497,1146,942,792,1123,569,586,825,590,674,615,682,375,643,623,900,792,845,754
FQ312003.1,564416,565187,-1,SL1344_0498,ybbO,CDS,hypothetical oxidoreductase,SL1344_0498,899,788,604,740,317,447,611,427,511,488,637,285,689,470,805,481,694,428
FQ312003.1,565341,565956,-1,SL1344_0499,tesA,CDS,acyl-coA thioesterase I,SL1344_0499,390,249,200,326,158,230,260,134,226,162,278,100,193,167,212,177,317,191
FQ312003.1,565926,566613,1,SL1344_0500,ybbA,CDS,hypothetical ABC transporter ATP-binding protein,SL1344_0500,268,251,209,269,92,182,287,172,201,168,179,92,205,192,257,182,234,181
FQ312003.1,566609,569024,1,SL1344_0501,ybbP,CDS,hypothetical membrane protein,SL1344_0501,1774,1360,1028,1539,626,947,1242,978,1159,1080,1504,614,1347,957,1608,1049,1268,984
FQ312003.1,569209,570343,1,SL1344_0502,SL1344_0502,CDS,outer membrane protein,SL1344_0502,1111,928,823,939,431,505,833,570,689,533,977,347,946,623,1007,725,953,591
FQ312003.1,570599,571430,1,SL1344_0503,sfbA,CDS,lipoprotein,SL1344_0503,658,535,359,534,277,354,398,333,366,333,542,185,430,331,540,397,527,317
FQ312003.1,571466,572483,1,SL1344_0504,sfbB,CDS,ABC transporter ATP-binding protein,SL1344_0504,353,304,212,319,124,194,289,210,222,195,272,97,288,188,324,174,273,219
FQ312003.1,572475,573135,1,SL1344_0505,sfbC,CDS,ABC transporter integral membrane protein,SL1344_0505,599,389,355,437,232,255,411,273,352,325,552,248,396,355,441,345,374,372
FQ312003.1,573173,574268,-1,SL1344_0506,ybbB,CDS,hypothetical ATP-binding protein,SL1344_0506,521,324,309,412,167,216,311,225,325,244,336,164,345,290,414,268,392,244
FQ312003.1,574337,575264,-1,SL1344_0507,ybbS,CDS,hypothetical lysR-family transcriptional regulator,SL1344_0507,422,375,270,376,144,252,361,188,283,220,299,122,308,236,364,286,381,255
FQ312003.1,575490,575973,1,SL1344_0508,allA,CDS,ureidoglycolate hydrolase,SL1344_0508,156,123,112,145,59,107,110,70,117,74,131,45,103,95,129,103,122,102
FQ312003.1,576051,576870,1,SL1344_0509,allR,CDS,negative regulator of allantoin and glyoxylate utilization operons,SL1344_0509,958,788,573,952,416,545,485,417,534,516,670,309,541,515,794,546,545,411
FQ312003.1,576954,578736,1,SL1344_0510,gcl,CDS,glyoxylate carboligase,SL1344_0510,1665,1928,1395,1291,913,1186,1556,1112,1251,1093,1670,662,1279,1079,1672,1285,1478,1079
FQ312003.1,578748,579525,1,SL1344_0511,gip,CDS,hydroxypyruvate isomerase,SL1344_0511,117,528,483,108,254,356,231,206,199,157,240,117,209,166,183,178,285,182
FQ312003.1,579625,580504,1,SL1344_0512,garRa,CDS,2-hydroxy-3-oxopropionate reductase,SL1344_0512,582,1459,1248,413,726,930,914,696,952,752,1046,387,1075,659,1155,744,1153,707
FQ312003.1,580569,581817,1,SL1344_0513,SL1344_0513,CDS,probable metabolite transport protein,SL1344_0513,421,2850,2293,303,1357,1835,1037,834,1084,950,1495,575,1209,896,1149,822,1415,863
FQ312003.1,581912,583367,1,SL1344_0515,allP,CDS,hypothetical allantoin permease,SL1344_0515,29,546,377,9,244,327,97,88,62,74,112,62,82,79,42,28,88,65
FQ312003.1,583445,584807,1,SL1344_0516,allB,CDS,allantoinase,SL1344_0516,449,700,642,377,368,508,514,414,484,440,555,258,442,438,682,465,632,412
FQ312003.1,584865,586164,1,SL1344_0517,ybbY,CDS,hypothetical permease protein,SL1344_0517,1255,1949,1501,1023,1040,1282,1492,1073,1278,1183,1384,731,1587,1085,1737,1208,1636,1158
FQ312003.1,586186,587335,1,SL1344_0518,glxK,CDS,glycerate kinase,SL1344_0518,195,259,226,149,136,172,204,162,260,145,181,123,194,144,238,180,264,154
FQ312003.1,587414,588200,-1,SL1344_0519,ylbA,CDS,conserved hypothetical protein,SL1344_0519,1127,1323,1107,830,647,919,1136,736,880,832,1090,520,1106,808,1265,893,1309,904
FQ312003.1,588210,589446,-1,SL1344_0520,allC,CDS,allantoate amidohydrolase,SL1344_0520,1108,1400,1132,923,710,920,1121,849,845,900,1256,528,1121,896,1327,942,1214,807
FQ312003.1,589467,590517,-1,SL1344_0521,allD,CDS,ureidoglycolate dehydrogenase,SL1344_0521,444,1858,1650,333,959,1192,967,658,891,802,1097,497,978,794,882,668,1066,665
FQ312003.1,590847,592512,1,SL1344_0522,fdrA,CDS,FdrA protein,SL1344_0522,643,595,494,581,310,394,559,325,486,433,673,299,662,454,599,430,565,420
FQ312003.1,592521,593781,1,SL1344_0523,ylbE,CDS,conserved hypothetical protein,SL1344_0523,647,590,492,592,277,402,517,380,418,430,557,237,490,399,635,491,510,399
FQ312003.1,593792,594602,1,SL1344_0524,ylbF,CDS,conserved hypothetical protein,SL1344_0524,318,282,214,323,138,194,253,143,244,191,283,116,251,223,338,190,418,207
FQ312003.1,594605,595499,1,SL1344_0525,arcC,CDS,carbamate kinase,SL1344_0525,430,334,284,357,186,197,286,303,271,246,431,145,377,249,360,256,310,217
FQ312003.1,595539,596607,-1,SL1344_0526,purK,CDS,phosphoribosylaminoimidazole carboxylase ATPase subunit,SL1344_0526,318,214,177,208,97,81,236,128,192,161,305,62,339,141,263,139,270,133
FQ312003.1,596603,597113,-1,SL1344_0527,purE,CDS,phosphoribosylaminoimidazole carboxylase catalytic subunit,SL1344_0527,224,150,173,26,32,19,158,21,126,36,158,15,128,54,164,46,163,19
FQ312003.1,597230,597953,-1,SL1344_0528,lpxH,CDS,conserved hypothetical protein,SL1344_0528,210,141,108,164,84,136,193,145,143,89,149,72,153,147,170,149,203,123
FQ312003.1,597955,598450,-1,SL1344_0529,ppiB,CDS,peptidyl-prolyl cis-trans isomerase B,SL1344_0529,50,19,17,16,10,8,33,8,39,15,21,5,12,35,15,18,26,6
FQ312003.1,600051,600876,-1,SL1344_0531,SL1344_0531,CDS,hypothetical exported outer membrane protein,SL1344_0531,1131,839,722,968,482,542,778,612,730,554,935,408,918,640,961,749,973,667
FQ312003.1,600872,601310,-1,SL1344_0532,SL1344_0532,CDS,hypothetical exported protein,SL1344_0532,381,398,301,288,192,222,264,209,242,208,334,157,287,233,323,274,309,231
FQ312003.1,601302,601848,-1,SL1344_0533,ybcI,CDS,hypothetical membrane protein,SL1344_0533,211,182,154,169,91,101,139,109,128,111,170,93,165,124,173,124,109,151
FQ312003.1,601975,602188,-1,SL1344_0534,ybcJ,CDS,conserved hypothetical protein,SL1344_0534,129,104,55,123,70,55,131,65,91,105,111,55,119,71,115,77,114,121
FQ312003.1,602189,603056,-1,SL1344_0535,folD,CDS,FolD bifunctional protein [includes: methylenetetrahydrofolate dehydrogenase; methenyltetrahydrofolate cyclohydrolase],SL1344_0535,287,219,182,196,85,154,202,101,192,185,269,89,185,117,278,155,191,128
FQ312003.1,603617,604160,1,SL1344_0536,fimA,CDS,"type-1 fimbrial protein, a chain precursor",SL1344_0536,514,1180,966,504,560,766,908,603,683,598,933,427,726,659,903,798,861,639
FQ312003.1,604235,604769,1,SL1344_0537,fimI,CDS,major pilin protein,SL1344_0537,401,531,378,316,253,435,534,390,389,390,534,250,441,436,602,425,712,415
FQ312003.1,604812,605505,1,SL1344_0538,fimC,CDS,fimbrial chaperone protein,SL1344_0538,331,577,529,257,243,304,395,283,340,353,410,188,446,290,415,339,379,315
FQ312003.1,605535,608148,1,SL1344_0539,fimD,CDS,outer membrane usher protein FimD precursor,SL1344_0539,1297,1055,957,970,488,732,943,763,814,813,1298,477,1062,825,1383,960,1161,772
FQ312003.1,608162,609170,1,SL1344_0540,fimH,CDS,FimH protein precursor,SL1344_0540,322,536,392,230,217,311,371,257,370,310,495,168,394,304,483,358,444,292
FQ312003.1,609179,609698,1,SL1344_0541,fimF,CDS,hypothetical fimbrial protein in fimZ 5' region,SL1344_0541,687,631,560,579,294,406,665,378,589,486,682,274,571,448,577,479,624,450
FQ312003.1,609743,610376,-1,SL1344_0542,fimZ,CDS,probable transcriptional regulator (FimXZ protein),SL1344_0542,56,381,260,35,217,274,204,118,121,149,181,66,189,127,183,123,134,108
FQ312003.1,610979,611702,-1,SL1344_0543,fimY,CDS,fimbriae Y protein,SL1344_0543,327,1709,1344,261,805,925,892,624,774,620,1009,421,832,650,862,607,905,575
FQ312003.1,611720,612032,-1,SL1344_0544,SL1344_0544,CDS,hypothetical protein,SL1344_0544,103,399,301,73,202,207,109,73,123,75,105,56,134,88,106,105,176,70
FQ312003.1,612193,612790,-1,SL1344_0545,fimW,CDS,fimbriae w protein,SL1344_0545,524,1273,1029,477,763,791,655,487,547,429,656,264,542,480,620,514,608,419
FQ312003.1,613261,613552,-1,SL1344_0546,SL1344_0546,pseudo,transposase (pseudogene),SL1344_0546,308,705,502,201,366,381,411,348,350,306,510,193,421,369,388,329,465,289
FQ312003.1,614291,615944,-1,SL1344_0547,SL1344_0547,CDS,hypothetical membrane protein,SL1344_0547,1551,1353,1336,1271,756,946,987,699,782,717,1107,409,1007,723,1253,872,1130,737
FQ312003.1,615924,616851,-1,SL1344_0548,gtrBa,CDS,bactoprenol glucosyl transferase,SL1344_0548,801,2001,1664,661,1016,1232,1204,721,1039,769,1279,470,1051,775,1018,777,1037,815
FQ312003.1,616847,617210,-1,SL1344_0549,gtrAa,CDS,bactoprenol-linked glucose translocase,SL1344_0549,370,591,495,334,290,384,426,394,404,349,416,185,404,374,487,357,411,325
FQ312003.1,618077,618407,-1,SL1344_0550,SL1344_0550,pseudo,Two component regulator sensor kinase (fragment),SL1344_0550,576,1397,1122,438,730,840,689,534,726,596,1120,355,918,642,828,609,714,634
FQ312003.1,618455,618692,1,SL1344_0550A,cusA,pseudo,cation efflux protein (pseudogene),SL1344_0550A,75,67,78,94,45,57,73,50,104,78,58,33,60,116,91,70,77,83
FQ312003.1,618745,619600,-1,SL1344_0551,ykgD,CDS,hypothetical araC-family transcriptional regulator,SL1344_0551,541,427,367,404,213,312,336,324,287,387,379,215,413,366,480,356,469,303
FQ312003.1,619815,621141,1,SL1344_0552,ykgC,CDS,probable pyridine nucleotide-disulfide oxidoreductase,SL1344_0552,1062,1046,941,799,538,727,962,622,798,758,1076,456,1058,710,1063,839,1027,729
FQ312003.1,621297,621534,1,SL1344_0553,SL1344_0553,CDS,hypothetical secreted protein,SL1344_0553,64,265,263,39,155,204,182,140,109,134,181,66,132,86,169,87,207,71
FQ312003.1,621546,622107,1,SL1344_0554,ykgB,CDS,hypothetical membrane protein,SL1344_0554,1818,3879,3137,1404,1771,2430,2602,2068,2388,2139,3007,1344,2885,2169,3056,2336,3324,2203
FQ312003.1,622185,623361,-1,SL1344_0555,SL1344_0555,CDS,conserved hypothetical protein,SL1344_0555,663,621,503,615,299,364,554,440,436,406,556,235,491,411,539,422,679,451
FQ312003.1,623686,625081,1,SL1344_0556,pheP,CDS,phenylalanine-specific permease,SL1344_0556,853,686,512,614,316,387,560,514,579,466,660,307,653,484,790,498,671,499
FQ312003.1,625122,626253,-1,SL1344_0557,ybdG,CDS,hypothetical membrane protein,SL1344_0557,2511,4028,3483,1973,2205,2759,2928,2057,2692,2222,3425,1477,3096,2225,3168,2560,3276,2396
FQ312003.1,626680,628651,1,SL1344_0558,apeE,CDS,outer membrane esterase,SL1344_0558,1137,1235,996,1066,714,824,1129,821,910,826,1146,494,1118,839,1119,856,1270,810
FQ312003.1,628817,631547,1,SL1344_0559,SL1344_0559,CDS,sigma 54-associated DNA-binding protein,SL1344_0559,2425,2550,2184,2185,1381,1766,2180,1634,1880,1652,2473,1025,2267,1655,2536,1798,2486,1799
FQ312003.1,631674,632661,-1,SL1344_0560,SL1344_0560,CDS,similar to a hypothetical phospohtase isomerase,SL1344_0560,681,1247,1072,510,607,818,840,742,899,768,904,505,976,722,1035,802,1165,628
FQ312003.1,632727,633771,-1,SL1344_0561,SL1344_0561,CDS,Putative GTP Binding protein,SL1344_0561,1202,1409,889,1063,604,764,1155,815,926,861,1263,553,1149,788,1361,891,1083,842
FQ312003.1,633803,634658,-1,SL1344_0562,manZ,CDS,mannose specific permease,SL1344_0562,305,208,181,254,125,156,159,173,192,181,238,133,233,167,281,238,265,204
FQ312003.1,634660,635335,-1,SL1344_0563,manY,CDS,mannose specific permease,SL1344_0563,293,181,212,280,145,146,282,122,124,174,248,77,288,123,261,154,200,119
FQ312003.1,635418,635889,-1,SL1344_0564,manX,CDS,mannose specific permease,SL1344_0564,134,149,97,109,54,69,93,65,97,79,124,60,107,71,77,74,67,71
FQ312003.1,635866,636316,-1,SL1344_0565,SL1344_0565,CDS,hypothetical protein,SL1344_0565,232,197,135,226,108,123,150,141,161,141,228,75,178,158,188,183,261,156
FQ312003.1,636515,637169,-1,SL1344_0566,nfnB,CDS,oxygen-insensitive NAD(P)H nitroreductase,SL1344_0566,725,526,445,544,270,337,480,287,404,355,600,211,407,308,509,405,543,360
FQ312003.1,637265,637634,-1,SL1344_0567,ybdF,CDS,conserved hypothetical protein,SL1344_0567,847,748,552,683,311,443,616,430,564,516,555,222,660,561,663,483,767,475
FQ312003.1,637633,638215,-1,SL1344_0568,ramR,CDS,Regulation of MDR efflux,SL1344_0568,509,398,370,360,171,267,402,316,386,409,601,236,418,308,560,320,547,348
FQ312003.1,638503,638845,1,SL1344_0569,ramA,CDS,transcriptional activator RamA,SL1344_0569,331,222,203,251,128,171,249,163,240,147,232,121,168,194,270,199,226,129
FQ312003.1,638850,639099,-1,SL1344_0570,ybdJ,CDS,hypothetical membrane protein,SL1344_0570,158,65,94,132,51,55,88,59,76,92,59,37,64,60,137,70,134,95
FQ312003.1,639165,640284,-1,SL1344_0571,ybdK,CDS,conserved hypothetical protein,SL1344_0571,1080,868,593,972,445,558,691,537,633,595,817,353,828,590,945,660,799,492
FQ312003.1,640295,641000,-1,SL1344_0572,entD,CDS,enterobactin synthetase component D,SL1344_0572,335,226,206,274,112,146,177,166,200,211,246,109,240,203,273,156,243,179
FQ312003.1,641045,643301,-1,SL1344_0573,fepA,CDS,ferrienterobactin receptor precursor,SL1344_0573,1339,898,748,1043,466,633,731,585,756,604,972,432,799,590,1062,734,835,609
FQ312003.1,643489,644704,1,SL1344_0574,fes,CDS,enterochelin esterase,SL1344_0574,934,738,649,807,386,584,712,419,634,556,733,335,750,456,784,658,907,618
FQ312003.1,644734,644953,1,SL1344_0575,ybdZ,CDS,conserved hypothetical protein,SL1344_0575,45,24,28,26,23,36,31,17,15,24,34,17,22,52,22,31,24,28
FQ312003.1,644949,648834,1,SL1344_0576,entF,CDS,enterobactin synthetase component F,SL1344_0576,2446,1790,1733,1976,970,1198,1536,1277,1539,1284,1639,913,1672,1234,1901,1475,1953,1395
FQ312003.1,649083,650220,1,SL1344_0577,fepE,CDS,responsible for the production of very long (VL) modal length LPS Oag,SL1344_0577,3169,3403,2731,2910,1985,2392,3689,2899,2815,2303,3280,1529,3403,2831,3822,2999,3311,2602
FQ312003.1,650272,651067,-1,SL1344_0578,fepC,CDS,ferric enterobactin transport ATP-binding protein FepC,SL1344_0578,12,30,22,14,13,17,11,16,15,17,12,5,6,23,10,10,1,1
FQ312003.1,651063,652053,-1,SL1344_0579,fepG,CDS,ferric enterobactin transport protein FepG,SL1344_0579,107,63,47,76,36,50,40,45,34,32,31,20,68,28,48,39,66,30
FQ312003.1,652052,653060,-1,SL1344_0580,fepD,CDS,ferric enterobactin transport protein FepD,SL1344_0580,36,25,32,22,14,9,23,20,20,7,6,6,40,13,8,20,12,16
FQ312003.1,653170,654415,1,SL1344_0581,ybdA,CDS,hypothetical membrane protein p43,SL1344_0581,392,259,223,329,142,187,268,197,243,213,389,128,314,211,334,236,326,196
FQ312003.1,654477,655434,-1,SL1344_0582,fepB,CDS,ferrienterobactin-binding periplasmic protein precursor,SL1344_0582,310,243,218,237,118,142,185,150,149,144,240,96,281,126,200,181,165,156
FQ312003.1,655742,656918,1,SL1344_0583,entC,CDS,isochorismate synthase EntC,SL1344_0583,668,454,402,481,243,317,497,359,357,399,424,181,389,344,558,321,428,315
FQ312003.1,656927,658538,1,SL1344_0584,entE,CDS,"2,3-dihydroxybenzoate-AMP ligase",SL1344_0584,1347,959,875,1086,497,657,921,728,804,728,894,462,860,673,1098,778,1003,704
FQ312003.1,658551,659409,1,SL1344_0585,entB,CDS,isochorismatase,SL1344_0585,488,375,244,452,178,226,348,306,328,237,440,153,322,220,451,337,347,346
FQ312003.1,659408,660164,1,SL1344_0586,entA,CDS,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",SL1344_0586,547,411,305,474,205,239,358,248,311,290,474,160,404,287,444,279,315,299
FQ312003.1,660166,660580,1,SL1344_0587,ybdB,CDS,conserved hypothetical protein,SL1344_0587,552,397,294,470,212,311,379,277,352,311,371,240,480,332,448,405,463,326
FQ312003.1,660761,662867,1,SL1344_0588,cstAa,CDS,carbon starvation protein A,SL1344_0588,1814,1398,1185,1453,717,919,1396,931,1263,1090,1381,628,1456,1114,1532,1256,1522,1103
FQ312003.1,662930,663128,1,SL1344_0589,ybdD,CDS,conserved hypothetical protein,SL1344_0589,45,24,23,30,7,17,28,13,20,17,22,5,39,10,35,15,40,15
FQ312003.1,663163,664252,-1,SL1344_0590,ybdH,CDS,hypothetical oxidoreductase,SL1344_0590,611,419,334,607,236,276,541,294,318,363,404,205,445,349,425,332,464,295
FQ312003.1,664378,665539,1,SL1344_0591,ybdL,CDS,hypothetical aminotransferase,SL1344_0591,521,373,312,423,189,194,332,303,299,246,332,152,358,272,410,298,371,244
FQ312003.1,665539,666157,-1,SL1344_0592,ybdM,CDS,conserved hypothetical protein,SL1344_0592,232,194,150,173,104,164,150,116,165,140,178,56,222,110,212,164,197,114
FQ312003.1,666129,667365,-1,SL1344_0593,ybdN,CDS,conserved hypothetical protein,SL1344_0593,1648,2529,2146,1266,1344,1823,1961,1368,1744,1411,2256,922,2079,1557,2083,1566,2108,1487
FQ312003.1,667530,668433,-1,SL1344_0594,ybdO,CDS,hypothetical lysR-family transcriptional regulator,SL1344_0594,2152,3003,2568,1667,1586,2066,2066,1569,2116,1581,2502,1064,2553,1624,2560,1859,2648,1812
FQ312003.1,668749,669496,-1,SL1344_0595,dsbG,CDS,thiol:disulfide interchange protein DsbG precursor,SL1344_0595,767,766,531,667,393,479,603,461,558,469,689,278,701,486,651,499,729,475
FQ312003.1,669936,670500,1,SL1344_0596,ahpC,CDS,alkyl hydroperoxide reductase c22 protein,SL1344_0596,772,598,456,651,321,419,437,359,463,363,548,241,541,394,551,411,480,368
FQ312003.1,670741,672307,1,SL1344_0597,ahpF,CDS,alkyl hydroperoxide reductase F52A protein (subunit F),SL1344_0597,1034,845,630,958,394,514,742,538,683,505,819,343,769,517,789,543,827,488
FQ312003.1,672638,673199,1,SL1344_0598,SL1344_0598,CDS,conserved hypothetical protein,SL1344_0598,76,663,514,47,332,427,264,129,217,142,203,105,215,141,152,137,199,156
FQ312003.1,673191,675471,1,SL1344_0599,SL1344_0599,CDS,molybdopterin-containing oxidoreductase catalytic subunit,SL1344_0599,1460,1321,1167,1121,700,1083,1203,857,1128,887,1366,607,1146,945,1406,1054,1492,895
FQ312003.1,675467,676025,1,SL1344_0600,SL1344_0600,CDS,molybdopterin-containing oxidoreductase iron-sulfur subunit,SL1344_0600,590,538,439,499,269,345,417,278,402,340,655,187,499,362,463,411,586,347
FQ312003.1,676024,676792,1,SL1344_0601,SL1344_0601,CDS,molybdopterin-containing oxidoreductase membrane anchor subunit,SL1344_0601,460,400,311,400,201,295,314,280,375,321,351,152,367,249,405,306,529,245
FQ312003.1,676859,677288,-1,SL1344_0602,ybdQ,CDS,conserved hypothetical protein,SL1344_0602,699,525,368,688,298,407,475,359,446,374,492,237,534,493,649,425,578,374
FQ312003.1,677510,678749,1,SL1344_0603,ybdR,CDS,hypothetical zinc-dependant alcohol dehydrogenase,SL1344_0603,546,469,416,464,234,279,482,266,354,328,407,193,394,364,404,381,484,345
FQ312003.1,678831,679242,-1,SL1344_0604,rnk,CDS,regulator of nucleoside diphosphate kinase,SL1344_0604,348,275,188,290,139,217,270,263,314,253,311,149,344,245,362,265,268,264
FQ312003.1,679476,680283,-1,SL1344_0605,rna,CDS,ribonuclease I precursor,SL1344_0605,380,291,280,329,142,216,273,236,238,253,226,137,346,261,365,285,353,195
FQ312003.1,680392,681856,-1,SL1344_0606,citT,CDS,citrate carrier,SL1344_0606,1352,954,803,1003,529,663,931,646,836,640,1033,446,950,595,1080,824,987,604
FQ312003.1,681893,682790,-1,SL1344_0607,citG,CDS,triphosphoribosyl-dephospho-CoA synthase,SL1344_0607,400,346,298,377,170,250,322,218,312,216,375,154,381,286,381,272,399,300
FQ312003.1,682761,683313,-1,SL1344_0608,citX,CDS,apo-citrate lyase phosphoribosyl-dephospho-coa transferase (ec 2.7.7.61) (holo-acp synthase) (holo-citrate lyase synthase) (apo-acp nucleodityltransferase),SL1344_0608,130,84,77,123,49,70,119,95,100,99,118,41,148,109,170,105,185,100
FQ312003.1,683316,684846,-1,SL1344_0609,citF,CDS,citrate lyase alpha chain,SL1344_0609,894,687,703,712,360,415,738,501,609,512,547,283,761,497,776,596,762,576
FQ312003.1,684855,685764,-1,SL1344_0610,citE,CDS,citrate lyase beta chain,SL1344_0610,576,482,429,473,244,296,482,265,375,299,508,199,429,285,496,371,443,302
FQ312003.1,685760,686057,-1,SL1344_0611,citD,CDS,citrate lyase acyl carrier protein,SL1344_0611,330,313,239,309,156,201,235,199,297,236,285,152,282,191,295,270,242,212
FQ312003.1,686053,687130,-1,SL1344_0612,citC,CDS,[citrate (pro-3S)-lyase] ligase,SL1344_0612,498,810,818,360,510,539,557,463,619,457,791,297,636,495,685,494,668,415
FQ312003.1,687514,689176,1,SL1344_0613,citA,CDS,sensor kinase DpiB,SL1344_0613,671,1023,724,462,567,659,759,560,711,557,824,329,818,570,794,567,1054,628
FQ312003.1,689144,689825,1,SL1344_0614,citB,CDS,transcriptional regulatory protein,SL1344_0614,599,573,568,431,330,420,556,377,495,372,538,235,589,391,553,498,519,451
FQ312003.1,689878,691132,-1,SL1344_0615,dcuC,CDS,C4-dicarboxylate anaerobic carrier,SL1344_0615,1167,1365,1118,965,714,869,1029,818,973,834,1238,520,1108,909,1287,968,1246,843
FQ312003.1,691642,692215,1,SL1344_0616,pagP,CDS,antimicrobial peptide resistance and lipid A acylation protein,SL1344_0616,840,933,766,771,538,635,853,583,611,583,808,367,747,658,862,711,986,650
FQ312003.1,692399,692612,1,SL1344_0617,cspE,CDS,cold shock-like protein cspE,SL1344_0617,386,229,205,470,197,181,165,168,199,339,240,137,275,209,240,258,293,247
FQ312003.1,692669,693053,-1,SL1344_0618,ccrB,CDS,hypothetical membrane protein,SL1344_0618,378,422,303,409,203,263,350,239,397,288,394,167,368,281,451,284,476,265
FQ312003.1,693143,693932,1,SL1344_0619,SL1344_0619,CDS,possible hydrolase,SL1344_0619,299,243,202,257,137,126,208,127,198,149,209,87,213,209,240,194,231,182
FQ312003.1,694060,694264,1,SL1344_0620,tatE,CDS,sec-independent protein translocase protein TatE,SL1344_0620,6,3,13,8,7,8,31,3,3,11,20,5,10,8,14,16,1,5
FQ312003.1,694349,695315,-1,SL1344_0621,lipA,CDS,lipoic acid synthetase,SL1344_0621,155,161,138,182,92,125,94,64,81,75,97,45,55,89,142,113,110,89
FQ312003.1,695520,696474,-1,SL1344_0622,ybeF,CDS,lysR-family transcriptional regulator,SL1344_0622,1438,1763,1444,932,755,951,1449,953,1367,1030,1521,629,1367,1245,1547,1086,1612,937
FQ312003.1,696775,697417,-1,SL1344_0623,lipB,CDS,lipoate-protein ligase B (lipoate biosynthesis protein B),SL1344_0623,157,88,85,121,47,65,74,57,74,62,106,42,103,70,69,68,95,50
FQ312003.1,697516,697711,-1,SL1344_0624,ybeD,CDS,conserved hypothetical protein,SL1344_0624,2,4,1,2,2,0,0,0,4,4,1,3,0,2,4,4,2,2
FQ312003.1,697888,699100,-1,SL1344_0625,dacA,CDS,D-alanine carboxypeptidase,SL1344_0625,546,451,378,465,188,285,482,308,481,400,571,239,530,387,515,505,757,394
FQ312003.1,699239,700307,-1,SL1344_0626,rlpA,CDS,rare lipoprotein A precursor,SL1344_0626,640,420,381,532,214,272,440,403,442,382,578,203,460,373,698,378,605,406
FQ312003.1,700317,701430,-1,SL1344_0627,mrdB,CDS,rod shape-determining protein RodA,SL1344_0627,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
FQ312003.1,701432,703334,-1,SL1344_0628,mrdA,CDS,penicillin-binding protein 2,SL1344_0628,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FQ312003.1,703364,703832,-1,SL1344_0629,ybeA,CDS,conserved hypothetical protein,SL1344_0629,150,174,123,147,76,92,170,124,188,137,157,79,187,130,172,160,225,105
FQ312003.1,703835,704153,-1,SL1344_0630,ybeB,CDS,conserved hypothetical protein,SL1344_0630,456,311,297,348,154,179,312,214,387,228,297,129,371,219,418,340,405,196
FQ312003.1,704481,705090,-1,SL1344_0631,cobC,CDS,alpha-ribazole-5'-phosphate phosphatase,SL1344_0631,235,217,141,208,101,122,157,135,144,149,246,67,204,107,212,170,152,117
FQ312003.1,705186,706281,1,SL1344_0632,cobD,CDS,hypothetical aminotransferase CobD,SL1344_0632,915,706,506,736,357,434,562,490,562,524,632,317,722,499,717,617,944,498
FQ312003.1,706255,706897,-1,SL1344_0633,nadD,CDS,conserved hypothetical protein,SL1344_0633,0,8,0,0,1,3,0,0,6,1,0,0,1,0,0,1,0,0
FQ312003.1,706898,707930,-1,SL1344_0634,holA,CDS,"DNA polymerase III, delta subunit",SL1344_0634,78,48,45,45,26,27,39,47,20,28,33,21,98,34,71,27,51,28
