Gene ID,Gene,Product,Ins_count,read_count,Ins_count,read_count,Ins_count,read_count,,,Ins_count,read_count,Ins_count,read_count,Ins_count,read_count,,,Ins_count,read_count,Ins_count,read_count,Ins_count,read_count,,,,
STM14_0684,fes,enterobactin/ferric enterobactin esterase,4,1350,3,1926,3,1736,1.04,,11,370,10,394,5,468,-0.96,,4,1341,4,2052,3,1665,1.05,,0.18,
STM14_0685,ybdZ,putative cytoplasmic protein,3,207,1,62,1,47,-1.72,,3,233,3,141,1,73,-1.2,,3,211,1,53,1,33,-1.82,,0.91,
STM14_0686,entF,enterobactin synthase subunit F,19,1049,9,1108,6,583,-1.63,,39,2052,31,1742,16,1449,-0.72,,17,1142,7,1193,6,629,-1.51,,0.92,
STM14_0687,fepE,ferric enterobactin transport protein FepE,10,1289,5,1279,5,880,-0.04,,20,1910,18,1448,8,1405,0.42,,10,1343,5,1362,5,994,0.04,,0.25,
STM14_0688,fepC,iron-enterobactin transporter ATP-binding protein,5,1360,4,963,3,970,-0.33,,13,951,10,1077,7,1463,-0.53,,5,1450,4,1014,3,966,-0.25,,0.44,
STM14_0689,fepG,iron-enterobactin transporter permease,4,267,3,112,2,62,-1.87,,15,421,10,613,7,840,-0.37,,4,294,3,129,2,68,-1.71,,0.94,
STM14_0690,fepD,iron-enterobactin transporter membrane protein,5,461,3,323,2,285,-1.54,,11,1545,8,2079,7,2939,0.65,,5,445,3,321,2,288,-1.57,,0.66,
STM14_0691,ybdA,enterobactin exporter EntS,8,1070,7,510,4,83,-1.8,,20,1914,18,1684,8,1313,-0.38,,10,1126,6,553,5,86,-1.72,,0.93,
STM14_0692,fepB,iron-enterobactin transporter periplasmic binding protein,5,1439,4,916,3,1324,-0.02,,11,1227,9,1075,6,1170,-0.11,,5,1311,4,936,3,1223,-0.1,,0.32,
STM14_0693,entC,isochorismate synthase,9,963,7,688,5,711,-0.1,,13,917,8,1325,5,1515,0.25,,9,875,6,746,5,703,-0.15,,0.29,
STM14_0694,entE,enterobactin synthase subunit E,12,739,5,487,4,198,-1.98,,22,2267,19,2376,13,2293,0.03,,12,806,5,526,3,197,-1.87,,0.91,
STM14_0695,entB,"2,3-dihydro-2,3-dihydroxybenzoate synthetase",8,2678,6,2314,6,2292,0.91,,16,666,16,635,8,597,-1.05,,7,2767,6,2366,6,2308,0.94,,0.21,
STM14_0696,entA,"2,3-dihydroxybenzoate-2,3-dehydrogenase",3,266,2,184,1,162,-1.55,,10,407,7,260,2,88,-1.12,,4,261,2,211,1,180,-1.49,,0.98,
STM14_0697,ybdB,hypothetical protein,1,26,0,0,0,0,-4.47,,5,324,5,509,3,569,1.29,,1,24,0,0,0,0,-4.55,,0.39,
STM14_0698,-,hypothetical protein,2,165,1,73,1,47,-1.02,,3,186,3,163,1,70,-0.52,,2,169,1,83,1,28,-1.02,,0.68,
STM14_0699,cstA,carbon starvation protein,17,3014,10,2811,10,2053,-0.09,,33,2708,27,2702,21,2722,-0.16,,18,2926,11,2855,10,2115,-0.11,,0.34,
STM14_0700,ybdD,putative cytoplasmic protein,3,517,3,430,1,233,-1.26,,4,501,4,672,4,531,-0.97,,3,513,3,371,1,247,-1.32,,0.86,
STM14_0701,ybdH,hypothetical protein,4,177,2,165,1,100,-2.46,,11,493,6,653,6,721,-0.7,,4,217,2,184,1,92,-2.25,,0.78,
STM14_0702,ybdL,putative aminotransferase,14,2164,9,1672,9,1418,-0.23,,24,2918,19,2862,12,3680,0.4,,14,2221,9,1663,9,1370,-0.21,,0.3,
STM14_0703,ybdM,putative transcriptional regulator,2,112,1,142,2,103,-3.02,,9,872,6,1099,3,1134,-0.02,,1,117,1,158,1,111,-2.92,,0.68,
STM14_0704,ybdN,putative 3'-phosphoadenosine 5'-phosphosulfate sulfotransferase,16,3709,8,3735,7,3452,0.11,,25,3944,22,4265,18,4557,0.26,,15,3843,8,3708,8,3386,0.13,,0.24,
STM14_0705,ybdO,putative transcriptional regulator,3,307,2,335,2,420,-1.36,,12,662,8,888,4,853,-0.17,,3,328,2,336,2,479,-1.28,,0.72,
STM14_0706,dsbG,disulfide isomerase/thiol-disulfide oxidase,14,2806,12,4154,11,5146,0.4,,21,3359,18,2695,11,2498,0.26,,14,2743,12,4218,11,5245,0.39,,0.19,
STM14_0707,ahpC,alkyl hydroperoxide reductase subunit C,3,347,2,295,2,119,-0.6,,6,277,5,194,1,78,-1.03,,3,312,2,271,2,105,-0.75,,0.64,
STM14_0708,ahpF,alkyl hydroperoxide reductase F52a subunit,7,639,4,723,2,728,-0.43,,12,306,10,287,3,99,-1.75,,7,662,4,815,2,601,-0.38,,0.68,
STM14_0709,-,putative anaerobic dehydrogenase component,0,0,0,0,0,0,-2.96,,2,28,2,74,2,48,2.38,,0,0,0,0,0,0,-2.96,,0.86,
STM14_0710,-,putative oxidoreductase protein,12,4082,11,5782,7,5299,1.17,,26,2131,21,2146,15,2251,0.05,,12,3994,10,5899,6,5321,1.16,,0.1,
STM14_0711,-,molybdopterin-containing oxidoreductase iron-sulfur subunit,0,0,0,0,0,0,-7.72,,6,189,4,187,2,214,-0.13,,0,0,0,0,0,0,-7.72,,0.01,
STM14_0712,-,putative hydrogenase protein,5,1576,4,956,3,289,1.02,,12,995,9,702,3,204,0.44,,5,1525,4,995,2,312,1.02,,0.1,
STM14_0713,ybdQ,putative universal stress protein,0,0,0,0,0,0,-7.13,,2,204,2,124,1,152,0.29,,0,0,0,0,0,0,-7.13,,0.02,
STM14_0714,-,hypothetical protein,2,680,1,527,1,389,1.77,,3,36,2,13,1,2,-3.01,,2,652,1,513,1,412,1.73,,0.24,
STM14_0715,-,hypothetical protein,1,25,1,143,0,0,-3.13,,2,232,2,139,1,35,-0.72,,1,24,1,164,0,0,-3.1,,0.51,
STM14_0716,ybdR,putative dehydrogenase,4,361,3,103,2,110,-2.17,,7,1003,6,751,4,717,-0.17,,4,367,3,104,2,122,-2.14,,0.96,
STM14_0717,rnk,nucleoside diphosphate kinase regulator,1,50,1,2,0,0,-2.91,,3,504,3,221,2,35,1.44,,1,61,1,2,0,0,-2.82,,0.99,
STM14_0718,rna,ribonuclease I,4,167,1,82,1,61,-2.62,,7,962,4,534,1,44,-0.36,,4,184,1,79,1,73,-2.54,,0.76,
STM14_0719,citT,citrate/succinate transport antiport protein,7,428,3,509,4,1072,-0.93,,14,1542,13,1469,4,744,0.59,,7,442,3,472,3,978,-0.95,,0.46,
STM14_0720,citG,triphosphoribosyl-dephospho-CoA synthase,1,25,0,0,0,0,-4.79,,4,179,4,171,3,149,-0.15,,1,29,0,0,0,0,-4.67,,0.19,
STM14_0721,citX,2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo- citrate lyase,0,0,0,0,0,0,-5.75,,3,604,1,409,1,273,3.2,,0,0,0,0,0,0,-5.75,,0.32,
STM14_0722,citF,citrate lyase alpha chain/citrate-ACP transferase,6,291,2,61,2,52,-2.23,,13,761,13,904,9,877,0.17,,6,333,2,75,2,37,-2.07,,0.97,
STM14_0723,citE,citrate lyase beta chain,1,28,0,0,0,0,-5.42,,4,370,3,121,2,175,-0.38,,1,39,0,0,0,0,-5.13,,0.1,
STM14_0724,citD,citrate lyase subunit gamma,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.29,
STM14_0725,citC,citrate lyase synthetase,9,461,5,442,4,160,-1.59,,13,763,11,981,8,1746,-0.47,,9,471,5,489,4,169,-1.52,,0.87,
STM14_0726,-,conserved hypothetical protein,0,0,0,0,0,0,-3.93,,1,37,1,20,0,0,0.53,,0,0,0,0,0,0,-3.93,,0.45,
STM14_0727,dpiB,sensory histidine kinase,14,798,9,741,6,352,-1.11,,22,1115,16,808,7,490,-0.73,,14,878,10,727,6,357,-1.03,,0.73,
STM14_0728,dpiA,two-component response regulator DpiA,5,572,2,698,2,493,0.16,,11,463,12,610,6,991,0.02,,5,643,2,721,3,499,0.28,,0.25,
STM14_0729,dcuC,C4-dicarboxylate transporter DcuC,5,323,2,204,0,0,-2.83,,15,1241,11,1149,6,1238,0.1,,5,363,2,199,0,0,-2.74,,0.77,
STM14_0730,-,hypothetical protein,1,5,0,0,0,0,-4.99,,2,35,2,117,1,66,-0.8,,1,2,0,0,0,0,-5.71,,0.07,
STM14_0731,pagP,palmitoyl transferase for Lipid A,3,352,3,217,2,189,-0.67,,7,1001,6,616,4,289,0.74,,3,407,3,209,2,168,-0.58,,0.36,
STM14_0732,cspE,cold shock protein CspE,1,275,1,62,1,55,-0.37,,4,23,3,27,0,0,-3.44,,1,248,1,57,1,55,-0.5,,0.99,
STM14_0733,ccrB,camphor resistance protein CrcB,0,0,0,0,0,0,-5.39,,1,3,0,0,0,0,-4.18,,0,0,0,0,0,0,-5.39,,0.01,essential
STM14_0734,ybeM,putative hydrolase,4,153,1,152,1,92,-2.61,,8,1159,6,708,4,893,0.13,,4,135,1,142,1,90,-2.75,,0.81,
STM14_0735,-,hypothetical protein,1,487,1,379,1,498,2.58,,1,16,1,9,1,25,-2.32,,1,472,1,376,1,488,2.54,,0.08,
STM14_0736,tatE,twin arginine translocase protein E,2,40,1,45,0,0,-2.53,,3,412,3,291,3,175,1.01,,2,44,1,50,0,0,-2.41,,0.94,
STM14_0737,lipA,lipoyl synthase,0,0,0,0,0,0,-5.68,,0,0,0,0,0,0,-5.68,,0,0,0,0,0,0,-5.68,,0,essential
STM14_0738,-,hypothetical protein,1,2,0,0,0,0,-4.67,,1,8,1,2,0,0,-3.11,,0,0,0,0,0,0,-5.58,,0.03,essential
STM14_0739,ybeF,putative DNA-binding transcriptional regulator,4,176,1,51,1,217,-2.29,,11,304,7,264,2,126,-1.19,,3,209,1,60,1,218,-2.07,,0.75,
STM14_0740,-,hypothetical protein,0,0,0,0,0,0,-4.36,,1,29,1,46,1,88,0.89,,0,0,0,0,0,0,-4.36,,0.38,
STM14_0741,lipB,lipoyltransferase,0,0,0,0,0,0,-7.22,,2,4,1,1,0,0,-5.48,,1,2,0,0,0,0,-6.36,,0,essential
STM14_0742,-,hypothetical protein,0,0,0,0,0,0,-6.6,,1,3,0,0,0,0,-5.32,,0,0,0,0,0,0,-6.6,,0,essential
STM14_0743,ybeD,hypothetical protein,1,124,0,0,0,0,-2.05,,1,28,1,59,1,64,-0.93,,1,132,0,0,0,0,-2,,0.86,
STM14_0744,dacA,D-alanyl-D-alanine carboxypeptidase fraction A,5,606,2,382,2,103,-1.11,,13,1009,10,585,6,287,-0.34,,5,604,3,383,2,79,-1.15,,0.68,
STM14_0745,-,hypothetical protein,0,0,0,0,0,0,-6.51,,3,39,1,27,0,0,-1.87,,0,0,0,0,0,0,-6.51,,0.01,essential
STM14_0746,rlpA,rare lipoprotein A,6,303,4,230,3,173,-1.31,,12,1273,10,608,6,324,0.43,,6,326,4,252,3,169,-1.22,,0.59,
STM14_0747,mrdB,cell wall shape-determining protein,0,0,0,0,0,0,-5.07,,0,0,0,0,0,0,-5.07,,0,0,0,0,0,0,-5.07,,0.01,essential
STM14_0748,mrdA,penicillin-binding protein 2,0,0,0,0,0,0,-5.44,,0,0,0,0,0,0,-5.44,,0,0,0,0,0,0,-5.44,,0,essential
STM14_0749,ybeA,SPOUT methyltransferase superfamily protein,0,0,0,0,0,0,-5.53,,0,0,0,0,0,0,-5.53,,0,0,0,0,0,0,-5.53,,0,essential
STM14_0750,ybeB,hypothetical protein,1,16,0,0,0,0,-5.18,,2,50,1,45,1,61,-1.97,,1,21,0,0,0,0,-4.96,,0.05,
STM14_0751,cobC,alpha ribazole-5'-P phosphatase,5,2227,5,2861,5,2596,1.47,,10,1549,8,1160,5,456,0.51,,5,2288,5,2939,5,2772,1.51,,0.06,
STM14_0752,cobD,threonine-phosphate decarboxylase,4,151,1,12,1,93,-3.37,,8,604,7,630,3,265,-0.33,,4,187,1,12,1,87,-3.2,,0.52,
STM14_0753,nadD,nicotinic acid mononucleotide adenylyltransferase,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.29,
STM14_0754,holA,DNA polymerase III subunit delta,0,0,0,0,0,0,-6,,1,2,0,0,0,0,-5.08,,0,0,0,0,0,0,-6,,0,essential
STM14_0755,rlpB,LPS-assembly lipoprotein RplB,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.29,
STM14_0756,-,hypothetical protein,0,0,0,0,0,0,-3.76,,1,27,1,24,0,0,0.53,,0,0,0,0,0,0,-3.76,,0.5,
STM14_0757,-,putative hydrolase,1,32,0,0,0,0,-4.77,,3,169,1,84,0,0,-1.44,,1,27,0,0,0,0,-4.93,,0.09,
STM14_0758,-,putative hydrolase,10,1286,8,862,5,493,-0.1,,17,985,15,920,7,662,-0.26,,10,1414,8,895,5,457,-0.02,,0.34,
STM14_0759,-,2-keto-3-deoxygluconate permease,4,2102,3,2203,3,2365,1.57,,10,639,9,867,5,1237,0.04,,3,2140,3,2246,3,2264,1.58,,0.07,
STM14_0760,-,putative sigma-54 dependent transcriptional regulator,11,1438,7,1707,6,1800,-0.27,,29,2459,19,2179,12,1170,0.24,,11,1476,8,1713,6,1801,-0.25,,0.33,
STM14_0761,ybeL,hypothetical protein,1,42,1,83,0,0,-2,,4,348,4,442,3,411,1.4,,1,54,1,100,0,0,-1.71,,0.63,
STM14_0762,ybeQ,TPR repeat-containing protein,11,762,8,804,5,701,-1.33,,22,1984,20,1581,15,1508,-0.1,,11,796,7,835,5,690,-1.28,,0.7,
STM14_0763,ybeR,putative cytoplasmic protein,6,9781,6,16163,5,16771,4.22,,12,957,8,1110,5,1322,0.68,,6,10224,6,17015,5,18072,4.29,,0,
STM14_0764,ybeS,putative molecular chaperone,8,992,5,840,3,747,0.02,,13,989,12,900,5,620,0.02,,7,1027,4,873,3,766,0.07,,0.28,
STM14_0766,ybeV,putative molecular chaperone,7,972,3,1206,1,935,0.34,,16,1023,12,1098,6,1229,0.38,,7,1015,3,1109,1,955,0.34,,0.19,
STM14_0767,hscC,putative heatshock protein,5,1185,4,869,2,960,0.95,,18,743,12,825,5,525,0.43,,5,1231,4,858,2,950,0.97,,0.1,
STM14_0768,-,putative cytoplasmic protein,6,278,5,417,5,372,-1.26,,13,526,7,426,6,316,-0.72,,6,300,5,419,5,359,-1.19,,0.79,
STM14_0769,rihA,ribonucleoside hydrolase 1,3,289,3,172,1,175,-0.45,,4,268,3,174,2,105,-0.58,,4,271,3,183,1,192,-0.47,,0.5,
STM14_0770,gltL,glutamate/aspartate transporter,3,400,3,784,3,753,0.09,,5,605,5,291,2,89,-0.29,,3,349,3,787,3,779,-0.03,,0.32,
STM14_0771,gltK,glutamate/aspartate transporter,5,656,6,771,4,613,-0.49,,10,2272,10,1863,8,1352,1.08,,5,649,4,800,4,623,-0.48,,0.28,
STM14_0772,gltJ,glutamate/aspartate transporter,6,953,4,401,3,472,-0.67,,13,1250,10,1836,7,2075,0.44,,5,931,4,389,3,473,-0.7,,0.41,
STM14_0773,gltI,glutamate and aspartate transporter subunit,4,563,4,569,4,605,-0.11,,10,348,7,204,4,141,-1.18,,5,610,4,564,3,577,-0.05,,0.47,
STM14_0774,-,hypothetical protein,2,117,1,110,1,128,-0.21,,4,234,2,103,2,98,0.32,,2,150,1,113,1,117,0.01,,0.28,
STM14_0775,lnt,apolipoprotein N-acyltransferase,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.29,
STM14_0776,ybeX,putative transport protein,0,0,0,0,0,0,-7.43,,1,27,0,0,0,0,-4.55,,0,0,0,0,0,0,-7.43,,0,essential
STM14_0777,-,conserved hypothetical protein,3,333,2,245,2,201,0.16,,4,230,3,124,2,29,-0.73,,3,329,2,215,2,201,0.09,,0.35,
STM14_0778,ybeY,putative metalloprotease,1,291,1,245,1,181,2.41,,1,16,0,0,0,0,-3.2,,1,279,1,298,1,199,2.48,,0.14,
STM14_0779,phoL,putative phosphate starvation-inducible protein,0,0,0,0,0,0,-6.83,,1,7,0,0,0,0,-5,,0,0,0,0,0,0,-6.83,,0,essential
STM14_0780,-,hypothetical protein,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.29,
STM14_0781,miaB,rRNA modification protein,8,429,5,541,4,281,-1.1,,18,1547,11,1796,5,1064,0.72,,6,389,5,584,4,311,-1.14,,0.5,
STM14_0782,ubiF,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",2,30,0,0,0,0,-4.69,,3,227,3,176,2,212,0.04,,2,35,0,0,0,0,-4.56,,0.22,
STM14_0783,-,putative inner membrane protein,8,948,6,447,6,393,-1.42,,10,1774,10,1567,8,1337,-0.16,,7,951,6,440,5,355,-1.44,,0.76,
STM14_0791,-,hypothetical protein,2,18,1,15,1,75,-3.27,,2,29,1,8,0,0,-3.79,,2,18,1,10,1,81,-3.43,,0.13,
STM14_0792,asnB,asparagine synthetase B,11,1690,7,2060,6,2665,-0.26,,28,1778,22,1937,16,1774,-0.3,,12,1758,7,2044,6,2582,-0.24,,0.39,
STM14_0793,nagD,UMP phosphatase,5,509,3,138,2,210,-1.31,,13,1056,11,624,5,515,0.1,,5,526,3,125,2,209,-1.33,,0.67,
STM14_0794,nagC,N-acetylglucosamine operon transcriptional repressor,2,654,1,275,1,103,0.21,,6,75,3,30,0,0,-3.28,,1,630,1,301,1,110,0.22,,0.73,
STM14_0795,nagA,N-acetylglucosamine-6-phosphate deacetylase,4,54,0,0,0,0,-5.2,,7,98,3,60,0,0,-2.91,,3,58,0,0,0,0,-5.14,,0.03,essential
STM14_0796,nagB,glucosamine-6-phosphate deaminase,1,31,1,8,1,15,-3.64,,5,96,3,66,1,37,-1.67,,1,17,1,4,1,3,-4.61,,0.16,
STM14_0797,-,hypothetical protein,0,0,0,0,0,0,-4.83,,2,13,1,7,1,11,-1.27,,0,0,0,0,0,0,-4.83,,0.1,
STM14_0798,nagE,N-acetyl glucosamine specific PTS system components IIABC,11,587,2,135,1,8,-2.65,,22,1642,17,1382,12,1453,-0.03,,11,602,2,107,1,4,-2.81,,0.76,
STM14_0799,glnS,glutaminyl-tRNA synthetase,1,115,1,165,1,71,0.54,,1,109,1,78,1,247,0.35,,1,106,1,158,1,98,0.49,,0.16,
STM14_0800,-,hypothetical protein,0,0,0,0,0,0,-2.3,,0,0,0,0,0,0,-2.3,,0,0,0,0,0,0,-2.3,,0.52,
STM14_0801,-,hypothetical protein,0,0,0,0,0,0,-8.01,,3,561,2,329,2,56,0.56,,0,0,0,0,0,0,-8.01,,0.01,
STM14_0802,ybfM,putative outer membrane protein,9,339,5,361,4,352,-2.07,,21,1802,17,1775,8,1805,0.29,,9,340,5,310,5,350,-2.14,,0.93,
STM14_0803,ybfN,putative lipoprotein,1,141,1,174,1,218,-1.76,,7,305,5,275,2,101,-1.01,,1,128,1,181,1,222,-1.83,,0.93,
STM14_0804,citA,citrate-proton symporter,11,651,8,508,4,529,-1.23,,21,925,15,666,7,589,-0.8,,11,620,7,516,4,568,-1.26,,0.81,
STM14_0805,citB,citrate utilization protein b,8,3465,5,2865,4,2406,2.15,,7,511,8,423,5,307,-0.62,,8,3665,5,3065,5,2592,2.24,,0.05,
STM14_0806,-,tricarballylate dehydrogenase,7,1041,5,1070,4,1656,-0.04,,14,1509,12,1527,6,1350,0.4,,7,1027,5,1154,4,1685,-0.02,,0.26,
STM14_0807,-,putative transcriptional regulator,2,140,1,45,1,97,-1.5,,6,125,6,125,4,282,-1.01,,2,149,1,45,1,98,-1.45,,0.94,
STM14_0808,fur,ferric uptake regulator,0,0,0,0,0,0,-7.16,,1,6,0,0,0,0,-5.46,,0,0,0,0,0,0,-7.16,,0,essential
STM14_0809,-,hypothetical protein,1,39,1,177,1,103,-0.08,,1,16,1,8,0,0,-2.78,,1,57,1,187,1,91,0.26,,0.68,
STM14_0810,fldA,flavodoxin FldA,0,0,0,0,0,0,-4.2,,0,0,0,0,0,0,-4.2,,0,0,0,0,0,0,-4.2,,0.04,essential
STM14_0811,ybfE,LexA regulated protein,0,0,0,0,0,0,-6.91,,2,487,2,351,2,55,1.56,,0,0,0,0,0,0,-6.91,,0.05,
STM14_0812,-,hypothetical protein,1,3,0,0,0,0,-5.74,,1,31,1,40,1,140,-1.55,,0,0,0,0,0,0,-6.86,,0.01,essential
STM14_0813,ybfF,hypothetical protein,5,176,1,8,1,11,-3.33,,9,486,7,492,6,707,-0.11,,5,186,1,7,1,8,-3.35,,0.53,
STM14_0814,seqA,replication initiation regulator SeqA,4,273,0,0,0,0,-4.85,,9,366,5,136,1,12,-2.1,,4,227,0,0,0,0,-5.01,,0.06,
STM14_0815,pgm,phosphoglucomutase,0,0,0,0,0,0,-8.75,,0,0,0,0,0,0,-8.75,,0,0,0,0,0,0,-8.75,,0,essential
STM14_0816,-,putative cytoplasmic protein,2,871,1,614,1,332,-0.2,,11,415,9,221,4,196,-1.35,,2,811,1,640,1,360,-0.23,,0.54,
STM14_0817,potE,putrescine transporter,9,2991,5,2229,5,2181,0.36,,20,2766,17,2540,12,2056,0.34,,9,3069,5,2375,4,2123,0.4,,0.19,
STM14_0818,speF,ornithine decarboxylase,12,1618,7,1706,6,1228,-0.09,,24,1726,20,2493,13,2218,0.22,,12,1670,7,1682,6,1176,-0.07,,0.29,
STM14_0819,-,hypothetical protein,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.29,
STM14_0820,-,conserved hypothetical protein,1,2,0,0,0,0,-5.3,,1,24,1,7,0,0,-2.59,,0,0,0,0,0,0,-6.28,,0.01,essential
STM14_0821,kdpE,DNA-binding transcriptional activator KdpE,8,588,6,558,5,491,0.25,,8,668,7,577,4,241,0.27,,7,635,6,620,5,489,0.36,,0.21,
STM14_0822,kdpD,sensor protein KdpD,7,531,5,638,5,630,-1.08,,21,1995,18,2861,10,3717,0.96,,8,573,5,655,5,668,-1,,0.44,
STM14_0823,kdpC,potassium-transporting ATPase subunit C,3,121,1,119,1,61,-1.53,,5,283,5,243,2,677,-0.14,,3,127,1,122,1,46,-1.51,,0.79,
STM14_0824,kdpB,potassium-transporting ATPase subunit B,5,533,3,308,1,163,-0.49,,13,415,8,338,3,502,-0.5,,6,568,2,274,1,159,-0.49,,0.49,
STM14_0825,kdpA,potassium-transporting ATPase subunit A,7,2490,5,2311,6,1413,1.59,,17,599,8,608,4,147,-0.54,,7,2454,5,2350,5,1407,1.58,,0.09,
STM14_0826,-,"K+-transporting ATPase, F subunit",0,0,0,0,0,0,-3.86,,0,0,0,0,0,0,-3.86,,0,0,0,0,0,0,-3.86,,0.07,
STM14_0827,ybfA,putative periplasmic protein,3,320,2,618,2,425,0.51,,3,118,3,119,1,315,-1.11,,3,333,2,619,2,440,0.55,,0.3,
STM14_0828,phrB,deoxyribodipyrimidine photolyase,6,630,3,740,3,886,-0.3,,12,1385,10,1243,7,1188,0.65,,6,649,3,765,3,864,-0.26,,0.28,
STM14_0829,ybgH,POT family transport protein,5,281,3,320,3,421,-2,,23,1159,18,1124,9,740,-0.15,,5,290,3,324,4,369,-1.99,,0.98,
STM14_0830,ybgI,putative hydrolase-oxidase,3,162,2,173,2,129,-0.49,,6,217,6,136,2,88,-0.4,,3,151,2,150,2,138,-0.6,,0.49,
STM14_0831,ybgJ,putative carboxylase,2,1513,1,2415,1,1843,2.29,,6,230,5,100,0,0,-1.8,,2,1571,1,2237,1,1815,2.29,,0.08,
STM14_0832,ybgK,putative carboxylase,6,293,2,7,0,0,-4.25,,12,1146,10,1363,7,2033,0.25,,5,262,1,3,1,1,-4.5,,0.3,
STM14_0833,ybgL,hypothetical protein,7,253,3,84,1,34,-1.98,,13,442,11,520,5,400,-0.36,,6,230,3,69,1,25,-2.19,,0.95,
STM14_0834,-,putative cytoplasmic protein,0,0,0,0,0,0,-6.48,,2,51,2,88,1,14,-0.73,,0,0,0,0,0,0,-6.48,,0.02,
STM14_0835,-,putative phage integrase,3,687,3,1030,3,565,1.27,,7,972,7,724,4,321,1.33,,3,716,3,1089,3,604,1.34,,0.04,
STM14_0836,-,putative inner membrane protein,1,10,0,0,0,0,-6.53,,4,332,3,233,1,216,-0.48,,1,8,0,0,0,0,-6.77,,0.02,
STM14_0837,-,putative cytoplasmic protein,1,173,1,106,0,0,-2.23,,5,329,5,338,3,512,-0.28,,1,173,1,115,0,0,-2.19,,0.91,
STM14_0838,-,putative UDP-galactopyranose mutase,2,5,2,129,1,382,-2.81,,2,68,2,149,1,169,-0.79,,2,10,2,85,1,356,-2.49,,0.65,
STM14_0839,-,putative glycosyl transferase,1,20,0,0,0,0,-4.58,,3,127,3,215,2,124,0.03,,1,27,0,0,0,0,-4.3,,0.26,
STM14_0840,-,putative glycosyl transferase,0,0,0,0,0,0,-5.04,,2,18,2,32,0,0,-0.99,,0,0,0,0,0,0,-5.04,,0.09,
STM14_0841,-,putative ABC transporter permease protein,0,0,0,0,0,0,-5.12,,1,202,1,247,1,507,2.76,,0,0,1,2,0,0,-4.66,,0.5,
STM14_0842,-,putative ABC-type polysaccharide/polyol phosphate transport system ATPase component,2,39,1,80,1,25,-2.18,,3,882,4,583,2,489,1.78,,2,55,1,82,2,19,-1.92,,0.63,
STM14_0843,-,putative glycosyltransferase,2,42,1,43,1,44,-2.02,,7,364,3,191,1,33,0.41,,1,42,1,45,1,29,-2.07,,0.89,
STM14_0844,-,putative glycosyltransferase,0,0,0,0,0,0,-6.46,,3,233,1,121,0,0,0.34,,0,0,0,0,0,0,-6.46,,0.04,
STM14_0845,-,putative glycosyl transferase,1,2,0,0,0,0,-6.95,,6,417,4,195,4,157,0.47,,0,0,0,0,0,0,-7.77,,0.01,
STM14_0846,-,putative cytoplasmic protein,1,54,1,67,0,0,-0.84,,1,10,1,61,1,94,-1.64,,1,46,1,58,0,0,-1.02,,0.85,
STM14_0847,nei,endonuclease VIII,3,589,3,869,2,703,1.17,,7,383,6,326,2,240,0.22,,3,603,3,861,2,688,1.18,,0.09,
STM14_0848,abrB,putative transport protein,9,1408,8,2133,7,2088,0.75,,14,1204,11,893,8,451,0.02,,9,1478,7,2201,7,2139,0.81,,0.15,
STM14_0849,gltA,type II citrate synthase,3,195,2,120,2,50,-2.05,,5,180,4,54,0,0,-3.03,,3,161,2,129,2,34,-2.24,,0.45,
STM14_0850,-,putative inner membrane protein,4,500,2,205,2,117,-0.89,,9,468,7,334,3,72,-0.8,,3,479,2,182,2,115,-0.98,,0.7,
STM14_0851,sdhC,succinate dehydrogenase cytochrome b556 large membrane subunit,1,30,0,0,0,0,-2.72,,2,9,0,0,0,0,-3.68,,1,29,0,0,0,0,-2.75,,0.23,
STM14_0852,sdhD,succinate dehydrogenase cytochrome b556 small membrane subunit,4,48,1,51,1,34,-3.13,,4,104,2,74,1,330,-1.99,,3,64,1,62,1,35,-2.8,,0.37,
STM14_0853,sdhA,succinate dehydrogenase flavoprotein subunit,3,384,2,90,1,28,-1.67,,7,61,6,62,0,0,-3.89,,3,460,2,104,1,28,-1.45,,0.5,
STM14_0854,sdhB,succinate dehydrogenase iron-sulfur subunit,0,0,0,0,0,0,-8.67,,6,46,3,42,0,0,-3.72,,0,0,0,0,0,0,-8.67,,0,essential
STM14_0855,kgd,alpha-ketoglutarate decarboxylase,1,67,1,48,0,0,-2.65,,2,43,1,56,1,179,-2.22,,1,90,1,51,0,0,-2.37,,0.46,
STM14_0856,sucB,dihydrolipoamide acetyltransferase,0,0,0,0,0,0,-4.73,,1,3,1,2,0,0,-3.12,,0,0,0,0,0,0,-4.73,,0.04,essential
STM14_0857,sucC,succinyl-CoA synthetase subunit beta,1,94,1,178,2,402,-1.84,,7,57,5,97,0,0,-3.39,,1,82,1,188,1,343,-1.96,,0.47,
